,year,month,day,USD_EUR_value,USD_EGP,EUR_EGP,cpi_rate,cpi_base_2010,RealInterestRate,InterestRate,XAU_Price,gdp_rate
0,1990,5,31,1,2.6892,2.2193612280267394,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4260.488636075752,5.66702915715834
1,1990,6,1,1,2.6892,2.2232142857142856,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3581.1486304457067,5.66702915715834
2,1990,6,4,1,2.6967,2.216405029999178,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3638.5827065096237,5.66702915715834
3,1990,6,5,1,2.6967,2.2125861503117816,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3662.4883243437216,5.66702915715834
4,1990,6,6,1,2.6967,2.2158586688578468,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3689.2592981473717,5.66702915715834
5,1990,6,7,1,2.6892,2.215886618325643,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3730.879871630488,5.66702915715834
6,1990,6,8,1,2.6892,2.2200941137620736,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3758.028632934671,5.66702915715834
7,1990,6,11,1,2.6967,2.221700444883836,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3818.8631176608033,5.66702915715834
8,1990,6,12,1,2.6992,2.2133661336613364,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3835.5573590557615,5.66702915715834
9,1990,6,13,1,2.7092,2.226678721130928,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3844.837660605379,5.66702915715834
10,1990,6,14,1,2.7092,2.2119529719137816,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3864.336240125296,5.66702915715834
11,1990,6,15,1,2.7092,2.2235718975705847,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3894.479669776367,5.66702915715834
12,1990,6,18,1,2.7167,2.2078017066233238,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3948.2929832748778,5.66702915715834
13,1990,6,19,1,2.7067,2.192725210628646,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3989.1973102057236,5.66702915715834
14,1990,6,20,1,2.7067,2.19949618072485,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4017.3818711050553,5.66702915715834
15,1990,6,21,1,2.7067,2.1993174616072158,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4042.758335093211,5.66702915715834
16,1990,6,22,1,2.7192,2.207142857142857,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4044.4346099296818,5.66702915715834
17,1990,6,25,1,2.7092,2.2022435376361567,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4140.3484895799775,5.66702915715834
18,1990,6,26,1,2.7092,2.1936842105263157,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4162.338678485568,5.66702915715834
19,1990,6,27,1,2.7092,2.1857200484066155,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4184.569350226957,5.66702915715834
20,1990,6,28,1,2.7192,2.197510909972523,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4193.234782006388,5.66702915715834
21,1990,6,29,1,2.7192,2.1991103922361503,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4219.329747448704,5.66702915715834
22,1990,7,2,1,2.7192,2.181468110709988,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3607.6503502112464,5.66702915715834
23,1990,7,3,1,2.7192,2.174316328162482,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3630.2092726840347,5.66702915715834
24,1990,7,4,1,2.7167,2.162805509115516,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3656.3937470346864,5.66702915715834
25,1990,7,5,1,2.7167,2.167291583566015,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3683.655071195273,5.66702915715834
26,1990,7,6,1,2.7167,2.171449124770202,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3710.7836479529797,5.66702915715834
27,1990,7,9,1,2.7067,2.154158376442499,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3801.6906370896613,5.66702915715834
28,1990,7,10,1,2.7067,2.1473224910749704,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3824.3772012264526,5.66702915715834
29,1990,7,11,1,2.7067,2.158452950558214,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3854.323260849749,5.66702915715834
30,1990,7,12,1,2.7167,2.1777154308617233,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3866.007680795854,5.66702915715834
31,1990,7,13,1,2.7167,2.155597873522177,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3882.519520489266,5.66702915715834
32,1990,7,16,1,2.7067,2.159486197542684,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3981.9841423218604,5.66702915715834
33,1990,7,17,1,2.7167,2.159538950715421,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3985.906664755632,5.66702915715834
34,1990,7,18,1,2.7167,2.15354736424891,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4008.9343769730185,5.66702915715834
35,1990,7,19,1,2.7067,2.143072050673001,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4051.6978613050305,5.66702915715834
36,1990,7,20,1,2.7067,2.1440906210392905,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4077.5581030274334,5.66702915715834
37,1990,7,23,1,2.7067,2.1245682888540034,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4146.015926197782,5.66702915715834
38,1990,7,24,1,2.7092,2.121368726019889,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4164.784918080928,5.66702915715834
39,1990,7,25,1,2.7092,2.1207045009784733,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4189.965208162175,5.66702915715834
40,1990,7,26,1,2.7067,2.120407363885625,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4220.68069169746,5.66702915715834
41,1990,7,27,1,2.7067,2.108843007401636,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4241.4566660613345,5.66702915715834
42,1990,7,30,1,2.7167,2.1097305272967306,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4296.613839747966,5.66702915715834
43,1990,7,31,1,2.7167,2.0822411282287114,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-4310.955128831003,5.66702915715834
44,1990,8,1,1,2.7067,2.0812764321414843,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3651.215928237478,5.66702915715834
45,1990,8,2,1,2.7267,2.0960104543008686,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3639.5231053793977,5.66702915715834
46,1990,8,3,1,2.7167,2.090573297422085,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3684.3223112846026,5.66702915715834
47,1990,8,6,1,2.7067,2.05723189176864,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3768.743859148759,5.66702915715834
48,1990,8,7,1,2.7167,2.0704976754820517,1.9824585725469688,19.1471871327422,1.06753529927366,3.0499938718206288,-3778.00524913572,5.66702915715834
