year,month,day,EGP,USD
1990,5,31,1,2.6892
1990,6,1,1,2.6892
1990,6,4,1,2.6967
1990,6,5,1,2.6967
1990,6,6,1,2.6967
1990,6,7,1,2.6892
1990,6,8,1,2.6892
1990,6,11,1,2.6967
1990,6,12,1,2.6992
1990,6,13,1,2.7092
1990,6,14,1,2.7092
1990,6,15,1,2.7092
1990,6,18,1,2.7167
1990,6,19,1,2.7067
1990,6,20,1,2.7067
1990,6,21,1,2.7067
1990,6,22,1,2.7192
1990,6,25,1,2.7092
1990,6,26,1,2.7092
1990,6,27,1,2.7092
1990,6,28,1,2.7192
1990,6,29,1,2.7192
1990,7,2,1,2.7192
1990,7,3,1,2.7192
1990,7,4,1,2.7167
1990,7,5,1,2.7167
1990,7,6,1,2.7167
1990,7,9,1,2.7067
1990,7,10,1,2.7067
1990,7,11,1,2.7067
1990,7,12,1,2.7167
1990,7,13,1,2.7167
1990,7,16,1,2.7067
1990,7,17,1,2.7167
1990,7,18,1,2.7167
1990,7,19,1,2.7067
1990,7,20,1,2.7067
1990,7,23,1,2.7067
1990,7,24,1,2.7092
1990,7,25,1,2.7092
1990,7,26,1,2.7067
1990,7,27,1,2.7067
1990,7,30,1,2.7167
1990,7,31,1,2.7167
1990,8,1,1,2.7067
1990,8,2,1,2.7267
1990,8,3,1,2.7167
1990,8,6,1,2.7067
1990,8,7,1,2.7167
1990,8,8,1,2.7267
1990,8,9,1,2.7267
1990,8,10,1,2.7267
1990,8,13,1,2.7167
1990,8,14,1,2.7167
1990,8,15,1,2.7067
1990,8,16,1,2.7067
1990,8,20,1,2.7067
1990,8,21,1,2.7067
1990,8,22,1,2.6967
1990,8,23,1,2.6967
1990,8,24,1,2.6967
1990,8,27,1,2.7067
1990,8,28,1,2.7167
1990,8,29,1,2.7167
1990,8,30,1,2.7267
1990,8,31,1,2.7267
1990,9,3,1,2.7267
1990,9,4,1,2.7367
1990,9,5,1,2.7367
1990,9,6,1,2.7367
1990,9,7,1,2.7367
1990,9,10,1,2.7392
1990,9,11,1,2.7492
1990,9,12,1,2.7467
1990,9,13,1,2.7567
1990,9,14,1,2.7567
1990,9,17,1,2.7567
1990,9,18,1,2.7467
1990,9,19,1,2.7467
1990,9,20,1,2.7567
1990,9,21,1,2.7567
1990,9,24,1,2.7392
1990,9,25,1,2.7367
1990,9,26,1,2.7467
1990,9,27,1,2.7467
1990,9,28,1,2.7467
1990,10,1,1,2.7567
1990,10,2,1,2.7567
1990,10,3,1,2.7567
1990,10,4,1,2.7467
1990,10,5,1,2.7467
1990,10,8,1,2.7467
1990,10,9,1,2.7567
1990,10,10,1,2.7567
1990,10,11,1,2.7692
1990,10,12,1,2.7692
1990,10,15,1,2.7692
1990,10,16,1,2.7767
1990,10,17,1,2.7567
1990,10,18,1,2.7667
1990,10,19,1,2.7667
1990,10,22,1,2.7892
1990,10,23,1,2.7967
1990,10,24,1,2.7967
1990,10,25,1,2.7967
1990,10,26,1,2.7967
1990,10,29,1,2.7967
1990,10,30,1,2.7967
1990,10,31,1,2.7967
1990,11,1,1,2.7967
1991,10,25,1,3.3399
1991,10,28,1,3.3399
1991,10,29,1,3.3399
1991,10,30,1,3.317
1991,10,31,1,3.3265
1991,11,1,1,3.3265
1991,11,4,1,3.3265
1991,11,5,1,3.323
1991,11,6,1,3.323
1991,11,7,1,3.329
1991,11,8,1,3.3287
1991,11,11,1,3.3287
1991,11,12,1,3.3325
1991,11,13,1,3.3287
1991,11,14,1,3.33
1991,11,15,1,3.33
1991,11,18,1,3.3287
1991,11,19,1,3.3286
1991,11,20,1,3.3338
1991,11,21,1,3.3287
1991,11,22,1,3.3287
1991,11,25,1,3.3295
1991,11,26,1,3.3295
1991,11,27,1,3.3321
1991,11,28,1,3.3325
1991,11,29,1,3.3325
1991,12,2,1,3.3363
1991,12,3,1,3.3358
1991,12,4,1,3.337
1991,12,5,1,3.3327
1991,12,6,1,3.3327
1991,12,9,1,3.3363
1991,12,10,1,3.3363
1991,12,11,1,3.3392
1991,12,12,1,3.338
1991,12,13,1,3.338
1991,12,16,1,3.3397
1991,12,17,1,3.3392
1991,12,18,1,3.3392
1991,12,19,1,3.3392
1991,12,20,1,3.3392
1991,12,23,1,3.3301
1991,12,24,1,3.3438
1991,12,25,1,3.3475
1991,12,26,1,3.3425
1991,12,27,1,3.3425
1991,12,30,1,3.3413
1991,12,31,1,3.3363
1992,1,1,1,3.3368
1992,1,2,1,3.342
1992,1,3,1,3.3357
1992,1,6,1,3.3317
1992,1,7,1,3.3317
1992,1,8,1,3.3338
1992,1,9,1,3.32
1992,1,10,1,3.32
1992,1,13,1,3.3338
1992,1,14,1,3.342
1992,1,15,1,3.3312
1992,1,16,1,3.3286
1992,1,17,1,3.3286
1992,1,20,1,3.3375
1992,1,21,1,3.3312
1992,1,22,1,3.3287
1992,1,23,1,3.3317
1992,1,24,1,3.3317
1992,1,27,1,3.3262
1992,1,28,1,3.3245
1992,1,29,1,3.3245
1992,1,30,1,3.323
1992,1,31,1,3.3281
1992,2,3,1,3.3262
1992,2,4,1,3.32
1992,2,5,1,3.3293
1992,2,6,1,3.321
1992,2,7,1,3.321
1992,2,10,1,3.3246
1992,2,11,1,3.3195
1992,2,12,1,3.3237
1992,2,13,1,3.32
1992,2,14,1,3.3195
1992,2,17,1,3.3195
1992,2,18,1,3.3225
1992,2,19,1,3.3205
1992,2,20,1,3.3268
1992,2,21,1,3.327
1992,2,24,1,3.3205
1992,2,25,1,3.3205
1992,2,26,1,3.3205
1992,2,27,1,3.3205
1992,2,28,1,3.3205
1992,3,2,1,3.3217
1992,3,3,1,3.3217
1992,3,4,1,3.3217
1992,3,5,1,3.3217
1992,3,6,1,3.3217
1992,3,9,1,3.3217
1992,3,10,1,3.3262
1992,3,11,1,3.3217
1992,3,12,1,3.3217
1992,3,13,1,3.3217
1992,3,16,1,3.3217
1992,3,17,1,3.325
1992,3,18,1,3.3235
1992,3,19,1,3.3282
1992,3,20,1,3.3282
1992,3,23,1,3.3235
1992,3,24,1,3.325
1992,3,25,1,3.3235
1992,3,26,1,3.3262
1992,3,27,1,3.3262
1992,3,30,1,3.325
1992,3,31,1,3.3286
1992,4,1,1,3.3285
1992,4,2,1,3.3215
1992,4,3,1,3.3215
1992,4,6,1,3.3255
1992,4,7,1,3.325
1992,4,8,1,3.3255
1992,4,9,1,3.323
1992,4,10,1,3.323
1992,4,13,1,3.325
1992,4,14,1,3.3325
1992,4,15,1,3.325
1992,4,16,1,3.325
1992,4,17,1,3.325
1992,4,20,1,3.3258
1992,4,21,1,3.325
1992,4,22,1,3.325
1992,4,23,1,3.3358
1992,4,24,1,3.3358
1992,4,27,1,3.323
1992,4,28,1,3.325
1992,4,29,1,3.325
1992,4,30,1,3.323
1992,5,1,1,3.323
1992,5,4,1,3.325
1992,5,5,1,3.3291
1992,5,6,1,3.325
1992,5,7,1,3.323
1992,5,8,1,3.323
1992,5,11,1,3.325
1992,5,12,1,3.323
1992,5,13,1,3.3262
1992,5,14,1,3.335
1992,5,15,1,3.335
1992,5,18,1,3.3283
1992,5,19,1,3.3287
1992,5,20,1,3.3262
1992,5,21,1,3.3263
1992,5,22,1,3.3262
1992,5,25,1,3.325
1992,5,26,1,3.3237
1992,5,27,1,3.3315
1992,5,28,1,3.3293
1992,5,29,1,3.325
1992,6,1,1,3.3309
1992,6,2,1,3.3262
1992,6,3,1,3.3273
1992,6,4,1,3.3313
1992,6,5,1,3.3262
1992,6,8,1,3.3325
1992,6,9,1,3.332
1992,6,10,1,3.325
1992,6,11,1,3.325
1992,6,12,1,3.325
1992,6,15,1,3.3285
1992,6,16,1,3.3262
1992,6,17,1,3.328
1992,6,18,1,3.33
1992,6,19,1,3.33
1992,6,22,1,3.3262
1992,6,23,1,3.3293
1992,6,24,1,3.3175
1992,6,25,1,3.3262
1992,6,26,1,3.3262
1992,6,29,1,3.3407
1992,6,30,1,3.3253
1992,7,1,1,3.338
1992,7,2,1,3.325
1992,7,3,1,3.325
1992,7,6,1,3.3283
1992,7,7,1,3.332
1992,7,8,1,3.331
1992,7,9,1,3.329
1992,7,10,1,3.33
1992,7,13,1,3.331
1992,7,14,1,3.3283
1992,7,15,1,3.3313
1992,7,16,1,3.3283
1992,7,17,1,3.3262
1992,7,20,1,3.329
1992,7,21,1,3.3243
1992,7,22,1,3.3163
1992,7,23,1,3.324
1992,7,24,1,3.324
1992,7,27,1,3.3323
1992,7,28,1,3.3185
1992,7,29,1,3.3262
1992,7,30,1,3.3302
1992,7,31,1,3.3262
1992,8,3,1,3.3255
1992,8,4,1,3.3253
1992,8,5,1,3.3253
1992,8,6,1,3.3237
1992,8,7,1,3.3237
1992,8,10,1,3.3293
1992,8,11,1,3.3293
1992,8,12,1,3.3302
1992,8,13,1,3.3273
1992,8,14,1,3.3237
1992,8,17,1,3.3213
1992,8,18,1,3.3232
1992,8,19,1,3.3237
1992,8,20,1,3.3237
1992,8,21,1,3.3237
1992,8,24,1,3.3265
1992,8,25,1,3.3213
1992,8,26,1,3.3237
1992,8,27,1,3.324
1992,8,28,1,3.33
1992,8,31,1,3.3186
1992,9,1,1,3.324
1992,9,2,1,3.3189
1992,9,3,1,3.3188
1992,9,4,1,3.3213
1992,9,7,1,3.3203
1992,9,8,1,3.3113
1992,9,9,1,3.3182
1992,9,10,1,3.3188
1992,9,11,1,3.3188
1992,9,14,1,3.3193
1992,9,15,1,3.3283
1992,9,16,1,3.3194
1992,9,17,1,3.3163
1992,9,18,1,3.3188
1992,9,21,1,3.3213
1992,9,22,1,3.3213
1992,9,23,1,3.3233
1992,9,24,1,3.3183
1992,9,25,1,3.3233
1992,9,28,1,3.3214
1992,9,29,1,3.3255
1992,9,30,1,3.3255
1992,10,1,1,3.3188
1992,10,2,1,3.3213
1992,10,5,1,3.323
1992,10,6,1,3.3274
1992,10,7,1,3.3233
1992,10,8,1,3.3203
1992,10,9,1,3.3213
1992,10,12,1,3.3255
1992,10,13,1,3.3382
1992,10,14,1,3.3213
1992,10,15,1,3.3247
1992,10,16,1,3.3188
1992,10,19,1,3.3233
1992,10,20,1,3.3233
1992,10,21,1,3.3233
1992,10,22,1,3.3213
1992,10,23,1,3.3205
1992,10,26,1,3.3225
1992,10,27,1,3.3342
1992,10,28,1,3.3233
1992,10,29,1,3.3318
1992,10,30,1,3.3275
1992,11,2,1,3.3305
1992,11,3,1,3.3262
1992,11,4,1,3.3262
1992,11,5,1,3.3262
1992,11,6,1,3.3138
1992,11,9,1,3.3275
1992,11,10,1,3.3271
1992,11,11,1,3.3297
1992,11,12,1,3.33
1992,11,13,1,3.3325
1992,11,16,1,3.3327
1992,11,17,1,3.3295
1992,11,18,1,3.3325
1992,11,19,1,3.3325
1992,11,20,1,3.33
1992,11,23,1,3.3265
1992,11,24,1,3.3315
1992,11,25,1,3.3353
1992,11,26,1,3.3306
1992,11,27,1,3.3311
1992,11,30,1,3.3333
1992,12,1,1,3.3333
1992,12,2,1,3.3326
1992,12,3,1,3.3293
1992,12,4,1,3.3316
1992,12,7,1,3.3325
1992,12,8,1,3.335
1992,12,9,1,3.3306
1992,12,10,1,3.3328
1992,12,11,1,3.3325
1992,12,14,1,3.3325
1992,12,15,1,3.3345
1992,12,16,1,3.3333
1992,12,17,1,3.3335
1992,12,18,1,3.3325
1992,12,21,1,3.3325
1992,12,22,1,3.3353
1992,12,23,1,3.3403
1992,12,24,1,3.336
1992,12,25,1,3.335
1992,12,28,1,3.335
1992,12,29,1,3.3373
1992,12,30,1,3.34
1992,12,31,1,3.3415
1993,1,4,1,3.3375
1993,1,5,1,3.3385
1993,1,6,1,3.3425
1993,1,7,1,3.3425
1993,1,8,1,3.3425
1993,1,11,1,3.345
1993,1,12,1,3.3428
1993,1,13,1,3.344
1993,1,14,1,3.35
1993,1,15,1,3.3445
1993,1,18,1,3.3403
1993,1,19,1,3.3403
1993,1,20,1,3.3408
1993,1,21,1,3.3413
1993,1,22,1,3.3405
1993,1,25,1,3.3431
1993,1,26,1,3.3413
1993,1,27,1,3.3455
1993,1,28,1,3.3382
1993,1,29,1,3.3382
1993,2,1,1,3.343
1993,2,2,1,3.3475
1993,2,3,1,3.3415
1993,2,4,1,3.3468
1993,2,5,1,3.345
1993,2,8,1,3.3483
1993,2,9,1,3.3453
1993,2,10,1,3.339
1993,2,11,1,3.3468
1993,2,12,1,3.3465
1993,2,15,1,3.342
1993,2,16,1,3.3425
1993,2,17,1,3.347
1993,2,18,1,3.3434
1993,2,19,1,3.3487
1993,2,22,1,3.3465
1993,2,23,1,3.3478
1993,2,24,1,3.3485
1993,2,25,1,3.344
1993,2,26,1,3.345
1993,3,1,1,3.346
1993,3,2,1,3.3478
1993,3,3,1,3.3465
1993,3,4,1,3.3468
1993,3,5,1,3.345
1993,3,8,1,3.3495
1993,3,9,1,3.348
1993,3,10,1,3.3487
1993,3,11,1,3.3475
1993,3,12,1,3.3495
1993,3,15,1,3.3485
1993,3,16,1,3.3458
1993,3,17,1,3.3485
1993,3,18,1,3.3468
1993,3,19,1,3.345
1993,3,22,1,3.3448
1993,3,23,1,3.3405
1993,3,24,1,3.3425
1993,3,25,1,3.3425
1993,3,26,1,3.3425
1993,3,29,1,3.3425
1993,3,30,1,3.3415
1993,3,31,1,3.3455
1993,4,1,1,3.3405
1993,4,2,1,3.3425
1993,4,5,1,3.3375
1993,4,6,1,3.3438
1993,4,7,1,3.3433
1993,4,8,1,3.3425
1993,4,9,1,3.3425
1993,4,12,1,3.3455
1993,4,13,1,3.3455
1993,4,14,1,3.3413
1993,4,15,1,3.3435
1993,4,16,1,3.3415
1993,4,19,1,3.3415
1993,4,20,1,3.341
1993,4,21,1,3.3425
1993,4,22,1,3.345
1993,4,23,1,3.345
1993,4,26,1,3.3475
1993,4,27,1,3.3465
1993,4,28,1,3.3445
1993,4,29,1,3.3465
1993,4,30,1,3.345
1993,5,3,1,3.345
1993,5,4,1,3.3435
1993,5,5,1,3.3445
1993,5,6,1,3.349
1993,5,7,1,3.351
1993,5,10,1,3.3465
1993,5,11,1,3.3505
1993,5,12,1,3.3475
1993,5,13,1,3.3524
1993,5,14,1,3.3547
1993,5,17,1,3.3525
1993,5,18,1,3.35
1993,5,19,1,3.352
1993,5,20,1,3.3575
1993,5,21,1,3.35
1993,5,24,1,3.3595
1993,5,25,1,3.352
1993,5,26,1,3.3503
1993,5,27,1,3.3527
1993,5,28,1,3.357
1993,5,31,1,3.3525
1993,6,1,1,3.3493
1993,6,2,1,3.3487
1993,6,3,1,3.3487
1993,6,4,1,3.3512
1993,6,7,1,3.3538
1993,6,8,1,3.3473
1993,6,9,1,3.3487
1993,6,10,1,3.3487
1993,6,11,1,3.3487
1993,6,14,1,3.352
1993,6,15,1,3.3487
1993,6,16,1,3.3521
1993,6,17,1,3.3527
1993,6,18,1,3.35
1993,6,21,1,3.3512
1993,6,22,1,3.3613
1993,6,23,1,3.3507
1993,6,24,1,3.3542
1993,6,25,1,3.3552
1993,6,28,1,3.3578
1993,6,29,1,3.3588
1993,6,30,1,3.3612
1993,7,1,1,3.3618
1993,7,2,1,3.3587
1993,7,5,1,3.3589
1993,7,6,1,3.3653
1993,7,7,1,3.358
1993,7,8,1,3.3588
1993,7,9,1,3.3588
1993,7,12,1,3.3638
1993,7,13,1,3.3589
1993,7,14,1,3.3588
1993,7,15,1,3.3588
1993,7,16,1,3.3588
1993,7,19,1,3.3609
1993,7,20,1,3.3605
1993,7,21,1,3.3579
1993,7,22,1,3.3522
1993,7,23,1,3.3551
1993,7,26,1,3.3602
1993,7,27,1,3.361
1993,7,28,1,3.3658
1993,7,29,1,3.365
1993,7,30,1,3.365
1993,8,2,1,3.3635
1993,8,3,1,3.3664
1993,8,4,1,3.3642
1993,8,5,1,3.3629
1993,8,6,1,3.3659
1993,8,9,1,3.3645
1993,8,10,1,3.3625
1993,8,11,1,3.3665
1993,8,12,1,3.365
1993,8,13,1,3.365
1993,8,16,1,3.3642
1993,8,17,1,3.36
1993,8,18,1,3.3625
1993,8,19,1,3.3625
1993,8,20,1,3.3638
1993,8,23,1,3.366
1993,8,24,1,3.3621
1993,8,25,1,3.362
1993,8,26,1,3.368
1993,8,27,1,3.3625
1993,8,30,1,3.3645
1993,8,31,1,3.3626
1993,9,1,1,3.3625
1993,9,2,1,3.367
1993,9,3,1,3.3613
1993,9,6,1,3.36
1993,9,7,1,3.3594
1993,9,8,1,3.366
1993,9,9,1,3.3594
1993,9,10,1,3.3625
1993,9,13,1,3.361
1993,9,14,1,3.3604
1993,9,15,1,3.36
1993,9,16,1,3.366
1993,9,17,1,3.3625
1993,9,20,1,3.367
1993,9,21,1,3.3613
1993,9,22,1,3.3646
1993,9,23,1,3.3614
1993,9,24,1,3.3643
1993,9,27,1,3.365
1993,9,28,1,3.3659
1993,9,29,1,3.3635
1993,9,30,1,3.3664
1993,10,1,1,3.3635
1993,10,4,1,3.363
1993,10,5,1,3.365
1993,10,6,1,3.365
1993,10,7,1,3.361
1993,10,8,1,3.365
1993,10,11,1,3.364
1993,10,12,1,3.366
1993,10,13,1,3.3623
1993,10,14,1,3.365
1993,10,15,1,3.3654
1993,10,18,1,3.3685
1993,10,19,1,3.366
1993,10,20,1,3.3713
1993,10,21,1,3.371
1993,10,22,1,3.3685
1993,10,25,1,3.3685
1993,10,26,1,3.37
1993,10,27,1,3.3678
1993,10,28,1,3.3678
1993,10,29,1,3.3687
1993,11,1,1,3.3668
1993,11,2,1,3.3748
1993,11,3,1,3.3767
1993,11,4,1,3.381
1993,11,5,1,3.368
1993,11,8,1,3.3673
1993,11,9,1,3.3662
1993,11,10,1,3.3698
1993,11,11,1,3.3712
1993,11,12,1,3.3687
1993,11,15,1,3.3658
1993,11,16,1,3.3678
1993,11,17,1,3.3677
1993,11,18,1,3.3738
1993,11,19,1,3.3687
1993,11,22,1,3.3677
1993,11,23,1,3.3687
1993,11,24,1,3.3713
1993,11,25,1,3.3702
1993,11,26,1,3.3763
1993,11,29,1,3.3712
1993,11,30,1,3.3778
1993,12,1,1,3.3758
1993,12,2,1,3.3783
1993,12,3,1,3.3685
1993,12,6,1,3.3708
1993,12,7,1,3.3678
1993,12,8,1,3.3712
1993,12,9,1,3.3743
1993,12,10,1,3.3747
1993,12,13,1,3.3788
1993,12,14,1,3.3762
1993,12,15,1,3.3742
1993,12,16,1,3.385
1993,12,17,1,3.3753
1993,12,20,1,3.3717
1993,12,21,1,3.3792
1993,12,22,1,3.3665
1993,12,23,1,3.375
1993,12,24,1,3.3745
1993,12,27,1,3.3716
1993,12,28,1,3.3773
1993,12,29,1,3.38
1993,12,30,1,3.3767
1993,12,31,1,3.379
1994,1,3,1,3.3735
1994,1,4,1,3.3745
1994,1,5,1,3.3756
1994,1,6,1,3.3745
1994,1,7,1,3.377
1994,1,10,1,3.3825
1994,1,11,1,3.3766
1994,1,12,1,3.3813
1994,1,13,1,3.3756
1994,1,14,1,3.375
1994,1,17,1,3.3775
1994,1,18,1,3.3765
1994,1,19,1,3.3765
1994,1,20,1,3.3785
1994,1,21,1,3.3775
1994,1,24,1,3.3788
1994,1,25,1,3.3762
1994,1,26,1,3.377
1994,1,27,1,3.3785
1994,1,28,1,3.38
1994,1,31,1,3.3778
1994,2,1,1,3.38
1994,2,2,1,3.3792
1994,2,3,1,3.3775
1994,2,4,1,3.38
1994,2,7,1,3.3783
1994,2,8,1,3.3825
1994,2,9,1,3.3796
1994,2,10,1,3.3835
1994,2,11,1,3.38
1994,2,14,1,3.3775
1994,2,15,1,3.383
1994,2,16,1,3.38
1994,2,17,1,3.3765
1994,2,18,1,3.38
1994,2,21,1,3.3782
1994,2,22,1,3.386
1994,2,23,1,3.3845
1994,2,24,1,3.38
1994,2,25,1,3.385
1994,2,28,1,3.3825
1994,3,1,1,3.3895
1994,3,2,1,3.382
1994,3,3,1,3.3905
1994,3,4,1,3.383
1994,3,7,1,3.3853
1994,3,8,1,3.3904
1994,3,9,1,3.3906
1994,3,10,1,3.3789
1994,3,11,1,3.3813
1994,3,14,1,3.3813
1994,3,15,1,3.3776
1994,3,16,1,3.3806
1994,3,17,1,3.3809
1994,3,18,1,3.3834
1994,3,21,1,3.3945
1994,3,22,1,3.3905
1994,3,23,1,3.395
1994,3,24,1,3.3909
1994,3,25,1,3.3804
1994,3,28,1,3.3789
1994,3,29,1,3.39
1994,3,30,1,3.3918
1994,3,31,1,3.3925
1994,4,1,1,3.3875
1994,4,4,1,3.385
1994,4,5,1,3.3883
1994,4,6,1,3.3849
1994,4,7,1,3.3905
1994,4,8,1,3.3845
1994,4,11,1,3.3895
1994,4,12,1,3.3958
1994,4,13,1,3.397
1994,4,14,1,3.3965
1994,4,15,1,3.3845
1994,4,18,1,3.3935
1994,4,19,1,3.3875
1994,4,20,1,3.3875
1994,4,21,1,3.3838
1994,4,22,1,3.3838
1994,4,25,1,3.387
1994,4,26,1,3.3925
1994,4,27,1,3.3945
1994,4,28,1,3.3857
1994,4,29,1,3.3853
1994,5,2,1,3.382
1994,5,3,1,3.3935
1994,5,4,1,3.3859
1994,5,5,1,3.3905
1994,5,6,1,3.3849
1994,5,9,1,3.3965
1994,5,10,1,3.3885
1994,5,11,1,3.388
1994,5,12,1,3.3925
1994,5,13,1,3.3875
1994,5,16,1,3.3945
1994,5,17,1,3.3875
1994,5,18,1,3.3945
1994,5,19,1,3.3925
1994,5,20,1,3.3875
1994,5,23,1,3.385
1994,5,24,1,3.3871
1994,5,25,1,3.3875
1994,5,26,1,3.3965
1994,5,27,1,3.3875
1994,5,30,1,3.387
1994,5,31,1,3.3875
1994,6,1,1,3.3929
1994,6,2,1,3.4025
1994,6,3,1,3.3875
1994,6,6,1,3.3935
1994,6,7,1,3.3955
1994,6,8,1,3.3909
1994,6,9,1,3.3874
1994,6,10,1,3.3853
1994,6,13,1,3.3879
1994,6,14,1,3.3885
1994,6,15,1,3.3875
1994,6,16,1,3.394
1994,6,17,1,3.389
1994,6,20,1,3.3912
1994,6,21,1,3.3843
1994,6,22,1,3.3995
1994,6,23,1,3.3912
1994,6,24,1,3.3912
1994,6,27,1,3.3963
1994,6,28,1,3.3868
1994,6,29,1,3.3822
1994,6,30,1,3.3878
1994,7,1,1,3.3912
1994,7,4,1,3.3912
1994,7,5,1,3.3878
1994,7,6,1,3.3924
1994,7,7,1,3.3887
1994,7,8,1,3.3937
1994,7,11,1,3.3883
1994,7,12,1,3.3912
1994,7,13,1,3.3883
1994,7,14,1,3.3848
1994,7,15,1,3.3848
1994,7,18,1,3.3818
1994,7,19,1,3.3816
1994,7,20,1,3.3892
1994,7,21,1,3.3826
1994,7,22,1,3.3937
1994,7,25,1,3.3937
1994,7,26,1,3.399
1994,7,27,1,3.3987
1994,7,28,1,3.3986
1994,7,29,1,3.3824
1994,8,1,1,3.3923
1994,8,2,1,3.3898
1994,8,3,1,3.3918
1994,8,4,1,3.3935
1994,8,5,1,3.3865
1994,8,8,1,3.39
1994,8,9,1,3.3887
1994,8,10,1,3.3793
1994,8,11,1,3.3838
1994,8,12,1,3.3887
1994,8,15,1,3.3902
1994,8,16,1,3.3915
1994,8,17,1,3.3834
1994,8,18,1,3.387
1994,8,19,1,3.388
1994,8,22,1,3.3887
1994,8,23,1,3.3887
1994,8,24,1,3.3866
1994,8,25,1,3.3876
1994,8,26,1,3.3847
1994,8,29,1,3.3862
1994,8,30,1,3.3893
1994,8,31,1,3.3898
1994,9,1,1,3.3902
1994,9,2,1,3.3887
1994,9,5,1,3.3878
1994,9,6,1,3.3883
1994,9,7,1,3.3879
1994,9,8,1,3.396
1994,9,9,1,3.3887
1994,9,12,1,3.3887
1994,9,13,1,3.3872
1994,9,14,1,3.3878
1994,9,15,1,3.3872
1994,9,16,1,3.3887
1994,9,19,1,3.3898
1994,9,20,1,3.3883
1994,9,21,1,3.3872
1994,9,22,1,3.3875
1994,9,23,1,3.3875
1994,9,26,1,3.3863
1994,9,27,1,3.3872
1994,9,28,1,3.39
1994,9,29,1,3.3883
1994,9,30,1,3.3887
1994,10,3,1,3.3843
1994,10,4,1,3.3893
1994,10,5,1,3.3878
1994,10,6,1,3.3887
1994,10,7,1,3.3887
1994,10,10,1,3.3887
1994,10,11,1,3.3945
1994,10,12,1,3.3982
1994,10,13,1,3.3868
1994,10,14,1,3.3887
1994,10,17,1,3.3872
1994,10,18,1,3.3857
1994,10,19,1,3.3899
1994,10,20,1,3.3942
1994,10,21,1,3.3912
1994,10,24,1,3.3942
1994,10,25,1,3.3862
1994,10,26,1,3.3935
1994,10,27,1,3.3882
1994,10,28,1,3.3958
1994,10,31,1,3.392
1994,11,1,1,3.3887
1994,11,2,1,3.3958
1994,11,3,1,3.3897
1994,11,4,1,3.3958
1994,11,7,1,3.3902
1994,11,8,1,3.394
1994,11,9,1,3.3902
1994,11,10,1,3.3893
1994,11,11,1,3.4008
1994,11,14,1,3.409
1994,11,15,1,3.3958
1994,11,16,1,3.4007
1994,11,17,1,3.4017
1994,11,18,1,3.3948
1994,11,21,1,3.3968
1994,11,22,1,3.4087
1994,11,23,1,3.4013
1994,11,24,1,3.4047
1994,11,25,1,3.3948
1994,11,28,1,3.394
1994,11,29,1,3.3965
1994,11,30,1,3.4045
1994,12,1,1,3.3998
1994,12,2,1,3.393
1994,12,5,1,3.4117
1994,12,6,1,3.401
1994,12,7,1,3.403
1994,12,8,1,3.4013
1994,12,9,1,3.4028
1994,12,12,1,3.3952
1994,12,13,1,3.413
1994,12,14,1,3.4017
1994,12,15,1,3.3947
1994,12,16,1,3.4008
1994,12,19,1,3.3958
1994,12,20,1,3.4007
1994,12,21,1,3.3957
1994,12,22,1,3.3962
1994,12,23,1,3.4008
1994,12,26,1,3.396
1994,12,27,1,3.4005
1994,12,28,1,3.407
1994,12,29,1,3.4103
1994,12,30,1,3.3976
1995,1,2,1,3.4005
1995,1,3,1,3.3965
1995,1,4,1,3.3945
1995,1,5,1,3.4045
1995,1,6,1,3.3995
1995,1,9,1,3.3955
1995,1,10,1,3.4015
1995,1,11,1,3.401
1995,1,12,1,3.4002
1995,1,13,1,3.4008
1995,1,16,1,3.3962
1995,1,17,1,3.4005
1995,1,18,1,3.3933
1995,1,19,1,3.4005
1995,1,20,1,3.3995
1995,1,23,1,3.4043
1995,1,24,1,3.3952
1995,1,25,1,3.3972
1995,1,26,1,3.3945
1995,1,27,1,3.3995
1995,1,30,1,3.3945
1995,1,31,1,3.3955
1995,2,1,1,3.4045
1995,2,2,1,3.3952
1995,2,3,1,3.4008
1995,2,6,1,3.3952
1995,2,7,1,3.3962
1995,2,8,1,3.3967
1995,2,9,1,3.3967
1995,2,10,1,3.4008
1995,2,13,1,3.3943
1995,2,14,1,3.3965
1995,2,15,1,3.3947
1995,2,16,1,3.395
1995,2,17,1,3.4025
1995,2,20,1,3.4008
1995,2,21,1,3.3986
1995,2,22,1,3.4048
1995,2,23,1,3.4022
1995,2,24,1,3.4048
1995,2,27,1,3.4027
1995,2,28,1,3.3992
1995,3,1,1,3.405
1995,3,2,1,3.406
1995,3,3,1,3.406
1995,3,6,1,3.3973
1995,3,7,1,3.3922
1995,3,8,1,3.3925
1995,3,9,1,3.4062
1995,3,10,1,3.4038
1995,3,13,1,3.397
1995,3,14,1,3.4084
1995,3,15,1,3.4042
1995,3,16,1,3.3923
1995,3,17,1,3.4053
1995,3,20,1,3.395
1995,3,21,1,3.4041
1995,3,22,1,3.405
1995,3,23,1,3.4113
1995,3,24,1,3.406
1995,3,27,1,3.3945
1995,3,28,1,3.4053
1995,3,29,1,3.4063
1995,3,30,1,3.3925
1995,3,31,1,3.4125
1995,4,3,1,3.395
1995,4,4,1,3.4103
1995,4,5,1,3.394
1995,4,6,1,3.4043
1995,4,7,1,3.4148
1995,4,10,1,3.4148
1995,4,11,1,3.4123
