year,month,day,EGP,USD
2000,11,20,1,3.805
2000,11,21,1,3.7788
2000,11,22,1,3.8788
2000,11,23,1,3.7887
2000,11,24,1,3.8388
2000,11,27,1,3.785
2000,11,28,1,3.7687
2000,11,29,1,3.795
2000,11,30,1,3.7913
2000,12,1,1,3.7812
2000,12,4,1,3.7988
2000,12,5,1,3.7963
2000,12,6,1,3.8087
2000,12,7,1,3.7963
2000,12,8,1,3.8413
2000,12,11,1,3.7788
2000,12,12,1,3.8163
2000,12,13,1,3.775
2000,12,14,1,3.7875
2000,12,15,1,3.79
2000,12,18,1,3.8075
2000,12,19,1,3.85
2000,12,20,1,3.83
2000,12,21,1,3.8175
2000,12,22,1,3.79
2000,12,25,1,3.82
2000,12,26,1,3.8
2000,12,27,1,3.89
2000,12,28,1,3.89
2000,12,29,1,3.89
2001,1,2,1,3.82
2001,1,3,1,3.8
2001,1,4,1,3.82
2001,1,5,1,3.84
2001,1,8,1,3.84
2001,1,9,1,3.83
2001,1,10,1,3.8
2001,1,11,1,3.86
2001,1,12,1,3.9
2001,1,15,1,3.84
2001,1,16,1,3.72
2001,1,17,1,3.83
2001,1,18,1,3.855
2001,1,19,1,3.86
2001,1,22,1,3.88
2001,1,23,1,3.82
2001,1,24,1,3.88
2001,1,25,1,3.88
2001,1,26,1,3.86
2001,1,29,1,3.9192
2001,1,30,1,3.87
2001,1,31,1,3.87
2001,2,1,1,3.865
2001,2,2,1,3.865
2001,2,5,1,3.8643
2001,2,6,1,3.8643
2001,2,7,1,3.8643
2001,2,8,1,3.8643
2001,2,9,1,3.8842
2001,2,12,1,3.8825
2001,2,13,1,3.8693
2001,2,14,1,3.8742
2001,2,15,1,3.8693
2001,2,16,1,3.8842
2001,2,19,1,3.863
2001,2,20,1,3.8818
2001,2,21,1,3.8668
2001,2,22,1,3.89
2001,2,23,1,3.8425
2001,2,26,1,3.8392
2001,2,27,1,3.8617
2001,2,28,1,3.8625
2001,3,1,1,3.87
2001,3,2,1,3.85
2001,3,5,1,3.85
2001,3,6,1,3.85
2001,3,7,1,3.87
2001,3,8,1,3.869
2001,3,9,1,3.879
2001,3,12,1,3.8617
2001,3,13,1,3.8617
2001,3,14,1,3.8693
2001,3,15,1,3.869
2001,3,16,1,3.879
2001,3,19,1,3.8552
2001,3,20,1,3.8704
2001,3,21,1,3.8742
2001,3,22,1,3.873
2001,3,23,1,3.8855
2001,3,26,1,3.8868
2001,3,27,1,3.8855
2001,3,28,1,3.8775
2001,3,29,1,3.87
2001,3,30,1,3.855
2001,4,2,1,3.8703
2001,4,3,1,3.8842
2001,4,4,1,3.875
2001,4,5,1,3.8643
2001,4,6,1,3.8842
2001,4,9,1,3.8798
2001,4,10,1,3.868
2001,4,11,1,3.8868
2001,4,12,1,3.8868
2001,4,13,1,3.8883
2001,4,16,1,3.8883
2001,4,17,1,3.8605
2001,4,18,1,3.8693
2001,4,19,1,3.8602
2001,4,20,1,3.8883
2001,4,23,1,3.8892
2001,4,24,1,3.8605
2001,4,25,1,3.888
2001,4,26,1,3.8602
2001,4,27,1,3.8883
2001,4,30,1,3.8602
2001,5,1,1,3.8883
2001,5,2,1,3.8602
2001,5,3,1,3.8602
2001,5,4,1,3.8883
2001,5,7,1,3.8643
2001,5,8,1,3.865
2001,5,9,1,3.8838
2001,5,10,1,3.8803
2001,5,11,1,3.8883
2001,5,14,1,3.865
2001,5,15,1,3.8718
2001,5,16,1,3.869
2001,5,17,1,3.8753
2001,5,18,1,3.8883
2001,5,21,1,3.8643
2001,5,22,1,3.87
2001,5,23,1,3.865
2001,5,24,1,3.87
2001,5,25,1,3.86
2001,5,28,1,3.8738
2001,5,29,1,3.8838
2001,5,30,1,3.885
2001,5,31,1,3.876
2001,6,1,1,3.8875
2001,6,4,1,3.8742
2001,6,5,1,3.8893
2001,6,6,1,3.8793
2001,6,7,1,3.8893
2001,6,8,1,3.8742
2001,6,11,1,3.8843
2001,6,12,1,3.8725
2001,6,13,1,3.8842
2001,6,14,1,3.8827
2001,6,15,1,3.8842
2001,6,18,1,3.8575
2001,6,19,1,3.8843
2001,6,20,1,3.8893
2001,6,21,1,3.8842
2001,6,22,1,3.8842
2001,6,25,1,3.8742
2001,6,26,1,3.8792
2001,6,27,1,3.88
2001,6,28,1,3.8705
2001,6,29,1,3.898
2001,7,2,1,3.8952
2001,7,3,1,3.9036
2001,7,4,1,3.9475
2001,7,5,1,3.9218
2001,7,6,1,3.9467
2001,7,9,1,3.9268
2001,7,10,1,3.93
2001,7,11,1,3.965
2001,7,12,1,3.9367
2001,7,13,1,3.9467
2001,7,16,1,3.95
2001,7,17,1,3.95
2001,7,18,1,3.9475
2001,7,19,1,3.965
2001,7,20,1,3.9485
2001,7,23,1,3.9493
2001,7,24,1,3.9485
2001,7,25,1,3.9375
2001,7,26,1,3.9485
2001,7,27,1,3.9485
2001,7,30,1,3.96
2001,7,31,1,3.9675
2001,8,1,1,3.9417
2001,8,2,1,3.9475
2001,8,3,1,3.9485
2001,8,6,1,4.19
2001,8,7,1,4.2
2001,8,8,1,4.21
2001,8,9,1,4.21
2001,8,10,1,4.2119
2001,8,13,1,4.225
2001,8,14,1,4.225
2001,8,15,1,4.205
2001,8,16,1,4.24
2001,8,17,1,4.21
2001,8,20,1,4.24
2001,8,21,1,4.2297
2001,8,22,1,4.2647
2001,8,23,1,4.2622
2001,8,24,1,4.2622
2001,8,27,1,4.2575
2001,8,28,1,4.2568
2001,8,29,1,4.2742
2001,8,30,1,4.2668
2001,8,31,1,4.2622
2001,9,3,1,4.2722
2001,9,4,1,4.2672
2001,9,5,1,4.2722
2001,9,6,1,4.2423
2001,9,7,1,4.2622
2001,9,10,1,4.2843
2001,9,11,1,4.2862
2001,9,12,1,4.2622
2001,9,13,1,4.26
2001,9,14,1,4.25
2001,9,17,1,4.2655
2001,9,18,1,4.2772
2001,9,19,1,4.2877
2001,9,20,1,4.2785
2001,9,21,1,4.256
2001,9,24,1,4.265
2001,9,25,1,4.256
2001,9,26,1,4.255
2001,9,27,1,4.2622
2001,9,28,1,4.2622
2001,10,1,1,4.2772
2001,10,2,1,4.2635
2001,10,3,1,4.2622
2001,10,4,1,4.2572
2001,10,5,1,4.2622
2001,10,8,1,4.265
2001,10,9,1,4.271
2001,10,10,1,4.2675
2001,10,11,1,4.2735
2001,10,12,1,4.256
2001,10,15,1,4.2735
2001,10,16,1,4.27
2001,10,17,1,4.276
2001,10,18,1,4.271
2001,10,19,1,4.2635
2001,10,22,1,4.26
2001,10,23,1,4.266
2001,10,24,1,4.261
2001,10,25,1,4.275
2001,10,26,1,4.25
2001,10,29,1,4.2835
2001,10,30,1,4.2775
2001,10,31,1,4.2705
2001,11,1,1,4.2598
2001,11,2,1,4.2647
2001,11,5,1,4.2755
2001,11,6,1,4.2772
2001,11,7,1,4.2722
2001,11,8,1,4.2772
2001,11,9,1,4.2622
2001,11,12,1,4.2622
2001,11,13,1,4.2692
2001,11,14,1,4.276
2001,11,15,1,4.2635
2001,11,16,1,4.2635
2001,11,19,1,4.276
2001,11,20,1,4.2747
2001,11,21,1,4.276
2001,11,22,1,4.2722
2001,11,23,1,4.2645
2001,11,26,1,4.2698
2001,11,27,1,4.281
2001,11,28,1,4.2758
2001,11,29,1,4.276
2001,11,30,1,4.2635
2001,12,3,1,4.2698
2001,12,4,1,4.271
2001,12,5,1,4.2747
2001,12,6,1,4.2722
2001,12,7,1,4.2698
2001,12,10,1,4.261
2001,12,11,1,4.2747
2001,12,12,1,4.2747
2001,12,13,1,4.545
2001,12,14,1,4.535
2001,12,17,1,4.535
2001,12,18,1,4.535
2001,12,19,1,4.565
2001,12,20,1,4.54
2001,12,21,1,4.54
2001,12,24,1,4.5925
2001,12,25,1,4.585
2001,12,26,1,4.575
2001,12,27,1,4.56
2001,12,28,1,4.58
2001,12,31,1,4.565
2002,1,2,1,4.59
2002,1,3,1,4.575
2002,1,4,1,4.575
2002,1,7,1,4.575
2002,1,8,1,4.615
2002,1,9,1,4.565
2002,1,10,1,4.61
2002,1,11,1,4.59
2002,1,14,1,4.6125
2002,1,15,1,4.63
2002,1,16,1,4.6225
2002,1,17,1,4.6375
2002,1,18,1,4.6275
2002,1,21,1,4.6375
2002,1,22,1,4.6225
2002,1,23,1,4.6275
2002,1,24,1,4.6075
2002,1,25,1,4.6275
2002,1,28,1,4.6225
2002,1,29,1,4.6125
2002,1,30,1,4.6125
2002,1,31,1,4.5675
2002,2,1,1,4.6325
2002,2,4,1,4.625
2002,2,5,1,4.6225
2002,2,6,1,4.5975
2002,2,7,1,4.6375
2002,2,8,1,4.6125
2002,2,11,1,4.6225
2002,2,12,1,4.6575
2002,2,13,1,4.5825
2002,2,14,1,4.6225
2002,2,15,1,4.6325
2002,2,18,1,4.6625
2002,2,19,1,4.6375
2002,2,20,1,4.6225
2002,2,21,1,4.6125
2002,2,22,1,4.6125
2002,2,25,1,4.6125
2002,2,26,1,4.6525
2002,2,27,1,4.6525
2002,2,28,1,4.645
2002,3,1,1,4.6325
2002,3,4,1,4.6375
2002,3,5,1,4.62
2002,3,6,1,4.6462
2002,3,7,1,4.6395
2002,3,8,1,4.6325
2002,3,11,1,4.61
2002,3,12,1,4.5925
2002,3,13,1,4.6325
2002,3,14,1,4.5825
2002,3,15,1,4.6325
2002,3,18,1,4.66
2002,3,19,1,4.6475
2002,3,20,1,4.6425
2002,3,21,1,4.5925
2002,3,22,1,4.6325
2002,3,25,1,4.6325
2002,3,26,1,4.6425
2002,3,27,1,4.62
2002,3,28,1,4.6575
2002,3,29,1,4.6325
2002,4,1,1,4.6525
2002,4,2,1,4.6325
2002,4,3,1,4.6325
2002,4,4,1,4.6325
2002,4,5,1,4.6125
2002,4,8,1,4.6575
2002,4,9,1,4.6375
2002,4,10,1,4.6125
2002,4,11,1,4.6326
2002,4,12,1,4.64
2002,4,15,1,4.6375
2002,4,16,1,4.6175
2002,4,17,1,4.6325
2002,4,18,1,4.5925
2002,4,19,1,4.6325
2002,4,22,1,4.6325
2002,4,23,1,4.6325
2002,4,24,1,4.6125
2002,4,25,1,4.6325
2002,4,26,1,4.6325
2002,4,29,1,4.6325
2002,4,30,1,4.6372
2002,5,1,1,4.6432
2002,5,2,1,4.635
2002,5,3,1,4.635
2002,5,6,1,4.635
2002,5,7,1,4.6272
2002,5,8,1,4.66
2002,5,9,1,4.6225
2002,5,10,1,4.6325
2002,5,13,1,4.6275
2002,5,14,1,4.6375
2002,5,15,1,4.63
2002,5,16,1,4.63
2002,5,17,1,4.66
2002,5,20,1,4.6625
2002,5,21,1,4.6275
2002,5,22,1,4.6375
2002,5,23,1,4.6225
2002,5,24,1,4.66
2002,5,27,1,4.6632
2002,5,28,1,4.6575
2002,5,29,1,4.6575
2002,5,30,1,4.645
2002,5,31,1,4.6
2002,6,3,1,4.6425
2002,6,4,1,4.6375
2002,6,5,1,4.5875
2002,6,6,1,4.6125
2002,6,7,1,4.6325
2002,6,10,1,4.64
2002,6,11,1,4.6425
2002,6,12,1,4.6466
2002,6,13,1,4.645
2002,6,14,1,4.635
2002,6,17,1,4.6525
2002,6,18,1,4.6325
2002,6,19,1,4.66
2002,6,20,1,4.6575
2002,6,21,1,4.66
2002,6,24,1,4.63
2002,6,25,1,4.6275
2002,6,26,1,4.6225
2002,6,27,1,4.6117
2002,6,28,1,4.66
2002,7,1,1,4.66
2002,7,2,1,4.6225
2002,7,3,1,4.6311
2002,7,4,1,4.6326
2002,7,5,1,4.66
2002,7,8,1,4.6225
2002,7,9,1,4.6225
2002,7,10,1,4.6225
2002,7,11,1,4.645
2002,7,12,1,4.66
2002,7,15,1,4.6225
2002,7,16,1,4.6102
2002,7,17,1,4.6225
2002,7,18,1,4.625
2002,7,19,1,4.66
2002,7,22,1,4.6225
2002,7,23,1,4.66
2002,7,24,1,4.5801
2002,7,25,1,4.6575
2002,7,26,1,4.6325
2002,7,29,1,4.6425
2002,7,30,1,4.6101
2002,7,31,1,4.6326
2002,8,1,1,4.6375
2002,8,2,1,4.6325
2002,8,5,1,4.6402
2002,8,6,1,4.6102
2002,8,7,1,4.6302
2002,8,8,1,4.6451
2002,8,9,1,4.6451
2002,8,12,1,4.6625
2002,8,13,1,4.66
2002,8,14,1,4.6677
2002,8,15,1,4.69
2002,8,16,1,4.6001
2002,8,19,1,4.64
2002,8,20,1,4.69
2002,8,21,1,4.63
2002,8,22,1,4.6103
2002,8,23,1,4.6451
2002,8,26,1,4.6325
2002,8,27,1,4.64
2002,8,28,1,4.635
2002,8,29,1,4.651
2002,8,30,1,4.6
2002,9,2,1,4.6115
2002,9,3,1,4.6425
2002,9,4,1,4.66
2002,9,5,1,4.6575
2002,9,6,1,4.6325
2002,9,9,1,4.6576
2002,9,10,1,4.66
2002,9,11,1,4.555
2002,9,12,1,4.68
2002,9,13,1,4.61
2002,9,16,1,4.65
2002,9,17,1,4.645
2002,9,18,1,4.66
2002,9,19,1,4.645
2002,9,20,1,4.6451
2002,9,23,1,4.6525
2002,9,24,1,4.65
2002,9,25,1,4.6575
2002,9,26,1,4.625
2002,9,27,1,4.6451
2002,9,30,1,4.675
2002,10,1,1,4.69
2002,10,2,1,4.595
2002,10,3,1,4.6338
2002,10,4,1,4.62
2002,10,7,1,4.59
2002,10,8,1,4.63
2002,10,9,1,4.6475
2002,10,10,1,4.675
2002,10,11,1,4.6451
2002,10,14,1,4.65
2002,10,15,1,4.6302
2002,10,16,1,4.6351
2002,10,17,1,4.695
2002,10,18,1,4.645
2002,10,21,1,4.64
2002,10,22,1,4.6325
2002,10,23,1,4.6125
2002,10,24,1,4.6325
2002,10,25,1,4.6325
2002,10,28,1,4.6451
2002,10,29,1,4.6525
2002,10,30,1,4.6451
2002,10,31,1,4.6425
2002,11,1,1,4.6325
2002,11,4,1,4.5925
2002,11,5,1,4.6575
2002,11,6,1,4.6575
2002,11,7,1,4.5901
2002,11,8,1,4.6451
2002,11,11,1,4.6575
2002,11,12,1,4.6525
2002,11,13,1,4.65
2002,11,14,1,4.6525
2002,11,15,1,4.6325
2002,11,18,1,4.6375
2002,11,19,1,4.655
2002,11,20,1,4.6575
2002,11,21,1,4.6575
2002,11,22,1,4.6325
2002,11,25,1,4.6025
2002,11,26,1,4.5975
2002,11,27,1,4.6325
2002,11,28,1,4.5925
2002,11,29,1,4.6325
2002,12,2,1,4.6475
2002,12,3,1,4.6575
2002,12,4,1,4.6325
2002,12,5,1,4.6325
2002,12,6,1,4.6325
2002,12,9,1,4.5875
2002,12,10,1,4.6325
2002,12,11,1,4.6575
2002,12,12,1,4.6025
2002,12,13,1,4.6325
2002,12,16,1,4.6325
2002,12,17,1,4.69
2002,12,18,1,4.625
2002,12,19,1,4.665
2002,12,20,1,4.62
2002,12,23,1,4.69
2002,12,24,1,4.6025
2002,12,25,1,4.6375
2002,12,26,1,4.6575
2002,12,27,1,4.6325
2002,12,30,1,4.653
2002,12,31,1,4.64
2003,1,1,1,4.63
2003,1,2,1,4.625
2003,1,3,1,4.59
2003,1,6,1,4.625
2003,1,7,1,4.615
2003,1,8,1,4.655
2003,1,9,1,4.655
2003,1,10,1,4.62
2003,1,13,1,4.615
2003,1,14,1,4.63
2003,1,15,1,4.655
2003,1,16,1,4.6477
2003,1,17,1,4.6176
2003,1,20,1,4.655
2003,1,21,1,4.655
2003,1,22,1,4.635
2003,1,23,1,4.615
2003,1,24,1,4.59
2003,1,27,1,4.625
2003,1,28,1,4.63
2003,1,29,1,5.295
2003,1,30,1,5.43
2003,1,31,1,5.35
2003,2,3,1,5.3999
2003,2,4,1,5.45
2003,2,5,1,5.44
2003,2,6,1,5.53
2003,2,7,1,5.52
2003,2,10,1,5.495
2003,2,11,1,5.495
2003,2,12,1,5.495
2003,2,13,1,5.5
2003,2,14,1,5.495
2003,2,17,1,5.4775
2003,2,18,1,5.485
2003,2,19,1,5.515
2003,2,20,1,5.51
2003,2,21,1,5.515
2003,2,24,1,5.525
2003,2,25,1,5.53
2003,2,26,1,5.575
2003,2,27,1,5.585
2003,2,28,1,5.575
2003,3,3,1,5.605
2003,3,4,1,5.59
2003,3,5,1,5.62
2003,3,6,1,5.62
2003,3,7,1,5.66
2003,3,10,1,5.64
2003,3,11,1,5.665
2003,3,12,1,5.69
2003,3,13,1,5.7
2003,3,14,1,5.685
2003,3,17,1,5.72
2003,3,18,1,5.715
2003,3,19,1,5.695
2003,3,20,1,5.7
2003,3,21,1,5.72
2003,3,24,1,5.715
2003,3,25,1,5.725
2003,3,26,1,5.73
2003,3,27,1,5.785
2003,3,28,1,5.745
2003,3,31,1,5.77
2003,4,1,1,5.75
2003,4,2,1,5.7675
2003,4,3,1,5.7625
2003,4,4,1,5.7625
2003,4,7,1,5.775
2003,4,8,1,5.755
2003,4,9,1,5.81
2003,4,10,1,5.785
2003,4,11,1,5.875
2003,4,14,1,5.79
2003,4,15,1,5.855
2003,4,16,1,5.915
2003,4,17,1,5.88
2003,4,18,1,5.93
2003,4,21,1,5.925
2003,4,22,1,5.905
2003,4,23,1,5.87
2003,4,24,1,5.925
2003,4,25,1,5.915
2003,4,28,1,5.925
2003,4,29,1,5.935
2003,4,30,1,5.935
2003,5,1,1,5.935
2003,5,2,1,5.935
2003,5,5,1,5.965
2003,5,6,1,5.955
2003,5,7,1,5.91
2003,5,8,1,5.93
2003,5,9,1,5.93
2003,5,12,1,5.955
2003,5,13,1,5.955
2003,5,14,1,5.955
2003,5,15,1,5.985
2003,5,16,1,5.96
2003,5,19,1,5.955
2003,5,20,1,5.965
2003,5,21,1,5.985
2003,5,22,1,5.965
2003,5,23,1,5.975
2003,5,26,1,5.9825
2003,5,27,1,5.98
2003,5,28,1,5.965
2003,5,29,1,5.985
2003,5,30,1,5.975
2003,6,2,1,5.985
2003,6,3,1,5.965
2003,6,4,1,5.9737
2003,6,5,1,5.9737
2003,6,6,1,5.9837
2003,6,9,1,5.9898
2003,6,10,1,5.985
2003,6,11,1,5.985
2003,6,12,1,5.975
2003,6,13,1,5.9901
2003,6,16,1,5.9898
2003,6,17,1,5.9848
2003,6,18,1,5.9874
2003,6,19,1,5.985
2003,6,20,1,5.985
2003,6,23,1,6.005
2003,6,24,1,6.025
2003,6,25,1,5.985
2003,6,26,1,6.01
2003,6,27,1,6.03
2003,6,30,1,6.0551
2003,7,1,1,6.025
2003,7,2,1,6.0525
2003,7,3,1,6.06
2003,7,4,1,6.095
2003,7,7,1,6.035
2003,7,8,1,6.075
2003,7,9,1,6.065
2003,7,10,1,6.075
2003,7,11,1,6.065
2003,7,14,1,6.0804
2003,7,15,1,6.115
2003,7,16,1,6.125
2003,7,17,1,6.0913
2003,7,18,1,6.1487
2003,7,21,1,6.125
2003,7,22,1,6.15
2003,7,23,1,6.11
2003,7,24,1,6.1153
2003,7,25,1,6.1353
2003,7,28,1,6.125
2003,7,29,1,6.155
2003,7,30,1,6.115
2003,7,31,1,6.015
2003,8,1,1,6.155
2003,8,4,1,6.135
2003,8,5,1,6.14
2003,8,6,1,6.135
2003,8,7,1,6.14
2003,8,8,1,6.13
2003,8,11,1,6.145
2003,8,12,1,6.145
2003,8,13,1,6.145
2003,8,14,1,6.155
2003,8,15,1,6.155
2003,8,18,1,6.155
2003,8,19,1,6.155
2003,8,20,1,6.155
2003,8,21,1,6.155
2003,8,22,1,6.155
2003,8,25,1,6.145
2003,8,26,1,6.17
2003,8,27,1,6.165
2003,8,28,1,6.14
2003,8,29,1,6.15
2003,9,1,1,6.155
2003,9,2,1,6.155
2003,9,3,1,6.15
2003,9,4,1,6.155
2003,9,5,1,6.135
2003,9,8,1,6.145
2003,9,9,1,6.15
2003,9,10,1,6.155
2003,9,11,1,6.14
2003,9,12,1,6.13
2003,9,15,1,6.155
2003,9,16,1,6.183
2003,9,17,1,6.19
2003,9,18,1,6.1525
2003,9,19,1,6.1475
2003,9,22,1,6.155
2003,9,23,1,6.135
2003,9,24,1,6.134
2003,9,25,1,6.145
2003,9,26,1,6.145
2003,9,29,1,6.12
2003,9,30,1,6.145
2003,10,1,1,6.11
2003,10,2,1,6.15
2003,10,3,1,6.145
2003,10,6,1,6.1662
2003,10,7,1,6.145
2003,10,8,1,6.135
2003,10,9,1,6.14
2003,10,10,1,6.12
2003,10,13,1,6.135
2003,10,14,1,6.145
2003,10,15,1,6.1277
2003,10,16,1,6.135
2003,10,17,1,6.145
2003,10,20,1,6.1301
2003,10,21,1,6.135
2003,10,22,1,6.1625
2003,10,23,1,6.145
2003,10,24,1,6.145
2003,10,27,1,6.135
2003,10,28,1,6.135
2003,10,29,1,6.135
2003,10,30,1,6.13
2003,10,31,1,6.12
2003,11,3,1,6.145
2003,11,4,1,6.17
2003,11,5,1,6.17
2003,11,6,1,6.155
2003,11,7,1,6.145
2003,11,10,1,6.1325
2003,11,11,1,6.155
2003,11,12,1,6.17
2003,11,13,1,6.18
2003,11,14,1,6.155
2003,11,17,1,6.18
2003,11,18,1,6.18
2003,11,19,1,6.18
2003,11,20,1,6.1849
2003,11,21,1,6.145
2003,11,24,1,6.1849
2003,11,25,1,6.145
2003,11,26,1,6.145
2003,11,27,1,6.1476
2003,11,28,1,6.1626
2003,12,1,1,6.16
2003,12,2,1,6.1475
2003,12,3,1,6.16
2003,12,4,1,6.18
2003,12,5,1,6.1601
2003,12,8,1,6.155
2003,12,9,1,6.1601
2003,12,10,1,6.155
2003,12,11,1,6.16
2003,12,12,1,6.16
2003,12,15,1,6.17
2003,12,16,1,6.1502
2003,12,17,1,6.14
2003,12,18,1,6.145
2003,12,19,1,6.155
2003,12,22,1,6.155
2003,12,23,1,6.16
2003,12,24,1,6.16
2003,12,25,1,6.17
2003,12,26,1,6.16
2003,12,29,1,6.175
2003,12,30,1,6.16
2003,12,31,1,6.165
2004,1,1,1,6.165
2004,1,2,1,6.175
2004,1,5,1,6.15
2004,1,6,1,6.165
2004,1,7,1,6.165
2004,1,8,1,6.1751
2004,1,9,1,6.1801
2004,1,12,1,6.165
2004,1,13,1,6.1799
2004,1,14,1,6.16
2004,1,15,1,6.1652
2004,1,16,1,6.1802
2004,1,19,1,6.165
2004,1,20,1,6.175
2004,1,21,1,6.17
2004,1,22,1,6.165
2004,1,23,1,6.16
2004,1,26,1,6.14
2004,1,27,1,6.1451
2004,1,28,1,6.145
2004,1,29,1,6.145
2004,1,30,1,6.165
2004,2,2,1,6.165
2004,2,3,1,6.16
2004,2,4,1,6.175
2004,2,5,1,6.14
2004,2,6,1,6.17
2004,2,9,1,6.1751
2004,2,10,1,6.1799
2004,2,11,1,6.1751
2004,2,12,1,6.17
2004,2,13,1,6.17
2004,2,16,1,6.1951
2004,2,17,1,6.185
2004,2,18,1,6.1851
2004,2,19,1,6.1951
2004,2,20,1,6.1801
2004,2,23,1,6.14
2004,2,24,1,6.165
2004,2,25,1,6.17
2004,2,26,1,6.1794
2004,2,27,1,6.1895
2004,3,1,1,6.1794
2004,3,2,1,6.1745
2004,3,3,1,6.1395
2004,3,4,1,6.1849
2004,3,5,1,6.175
2004,3,8,1,6.1395
2004,3,9,1,6.1895
2004,3,10,1,6.1795
2004,3,11,1,6.1794
2004,3,12,1,6.1895
2004,3,15,1,6.1899
2004,3,16,1,6.18
2004,3,17,1,6.1699
2004,3,18,1,6.1799
2004,3,19,1,6.1899
2004,3,22,1,6.1799
2004,3,23,1,6.1799
2004,3,24,1,6.18
2004,3,25,1,6.1451
2004,3,26,1,6.2102
2004,3,29,1,6.2
2004,3,30,1,6.1745
2004,3,31,1,6.1799
2004,4,1,1,6.14
2004,4,2,1,6.1899
2004,4,3,1,6.1899
2004,4,4,1,6.2075
2004,4,5,1,6.145
2004,4,6,1,6.1426
2004,4,7,1,6.185
2004,4,8,1,6.18
2004,4,9,1,6.17
2004,4,10,1,6.17
2004,4,11,1,6.17
2004,4,12,1,6.17
2004,4,13,1,6.1425
2004,4,14,1,6.1875
2004,4,15,1,6.14
2004,4,16,1,6.205
2004,4,17,1,6.205
2004,4,18,1,6.2
2004,4,19,1,6.1476
2004,4,20,1,6.18
2004,4,21,1,6.1749
2004,4,22,1,6.145
2004,4,23,1,6.175
2004,4,24,1,6.175
2004,4,25,1,6.175
2004,4,26,1,6.1799
2004,4,27,1,6.1799
2004,4,28,1,6.1849
2004,4,29,1,6.1822
2004,4,30,1,6.1976
2004,5,1,1,6.1976
2004,5,2,1,6.1976
2004,5,3,1,6.14
2004,5,4,1,6.1826
2004,5,5,1,6.145
2004,5,6,1,6.1849
2004,5,7,1,6.175
2004,5,8,1,6.175
2004,5,9,1,6.1725
2004,5,10,1,6.1799
2004,5,11,1,6.2549
2004,5,12,1,6.1375
2004,5,13,1,6.1849
2004,5,14,1,6.175
2004,5,15,1,6.175
2004,5,16,1,6.1799
2004,5,17,1,6.1799
2004,5,18,1,6.1849
2004,5,19,1,6.1794
2004,5,20,1,6.1849
2004,5,21,1,6.21
2004,5,22,1,6.21
2004,5,23,1,6.165
2004,5,24,1,6.17
2004,5,25,1,6.1799
2004,5,26,1,6.2074
2004,5,27,1,6.1794
2004,5,28,1,6.1895
2004,5,29,1,6.1895
2004,5,30,1,6.1799
2004,5,31,1,6.165
2004,6,1,1,6.16
2004,6,2,1,6.1794
2004,6,3,1,6.195
2004,6,4,1,6.204
2004,6,5,1,6.204
2004,6,6,1,6.195
2004,6,7,1,6.1849
2004,6,8,1,6.1849
2004,6,9,1,6.195
2004,6,10,1,6.1575
2004,6,11,1,6.2325
2004,6,12,1,6.2325
2004,6,13,1,6.2325
2004,6,14,1,6.1899
2004,6,15,1,6.1875
2004,6,16,1,6.18
2004,6,17,1,6.1899
2004,6,18,1,6.1899
2004,6,19,1,6.1899
2004,6,20,1,6.1899
2004,6,21,1,6.18
2004,6,22,1,6.1899
2004,6,23,1,6.21
2004,6,24,1,6.215
2004,6,25,1,6.195
2004,6,26,1,6.195
2004,6,27,1,6.195
2004,6,28,1,6.1849
2004,6,29,1,6.1849
2004,6,30,1,6.1899
2004,7,1,1,6.1849
2004,7,2,1,6.22
2004,7,3,1,6.22
2004,7,4,1,6.19
2004,7,5,1,6.195
2004,7,6,1,6.185
2004,7,7,1,6.185
2004,7,8,1,6.1737
2004,7,9,1,6.2362
2004,7,10,1,6.2362
2004,7,11,1,6.2125
2004,7,12,1,6.3354
2004,7,13,1,6.185
2004,7,14,1,6.218
2004,7,15,1,6.1899
2004,7,16,1,6.1899
2004,7,17,1,6.1899
2004,7,18,1,6.1995
2004,7,19,1,6.195
2004,7,20,1,6.2149
2004,7,21,1,6.195
2004,7,22,1,6.1949
2004,7,23,1,6.2249
2004,7,24,1,6.2249
2004,7,25,1,6.22
2004,7,26,1,6.225
2004,7,27,1,6.165
2004,7,28,1,6.1575
2004,7,29,1,6.1915
2004,7,30,1,6.2115
2004,7,31,1,6.2115
2004,8,1,1,6.2125
2004,8,2,1,6.185
2004,8,3,1,6.195
2004,8,4,1,6.205
2004,8,5,1,6.175
2004,8,6,1,6.185
2004,8,7,1,6.185
2004,8,8,1,6.19
2004,8,9,1,6.185
2004,8,10,1,6.185
2004,8,11,1,6.1899
2004,8,12,1,6.205
2004,8,13,1,6.23
2004,8,14,1,6.23
2004,8,15,1,6.1945
2004,8,16,1,6.2249
2004,8,17,1,6.1949
2004,8,18,1,6.21
2004,8,19,1,6.205
2004,8,20,1,6.225
2004,8,21,1,6.225
2004,8,22,1,6.225
2004,8,23,1,6.19
2004,8,24,1,6.215
2004,8,25,1,6.195
2004,8,26,1,6.21
2004,8,27,1,6.2
2004,8,28,1,6.2
2004,8,29,1,6.24
2004,8,30,1,6.195
2004,8,31,1,6.195
2004,9,1,1,6.2149
2004,9,2,1,6.195
2004,9,3,1,6.195
2004,9,4,1,6.195
2004,9,5,1,6.21
2004,9,6,1,6.235
2004,9,7,1,6.2325
2004,9,8,1,6.1899
