,year,month,day,XAU_Price
668,2021,9,27,27512.09
667,2021,9,28,27494.29
666,2021,9,29,27241.24
665,2021,9,30,27135.3
664,2021,10,1,27625.64
663,2021,10,4,27752.03
662,2021,10,5,27798.03
661,2021,10,6,27649.9
660,2021,10,7,27677.49
659,2021,10,8,27559.02
658,2021,10,11,27590.34
657,2021,10,12,27572.84
656,2021,10,13,27667.98
655,2021,10,14,28177.41
654,2021,10,15,28229.13
653,2021,10,18,27751.25
652,2021,10,19,27776.31
651,2021,10,20,27814.14
650,2021,10,21,27980.5
649,2021,10,22,27990.7
648,2021,10,25,28168.09
647,2021,10,26,28436.63
646,2021,10,27,28176.96
645,2021,10,28,28229.04
644,2021,10,29,28259.01
643,2021,11,1,27999.2
642,2021,11,2,28206.98
641,2021,11,3,28068.57
640,2021,11,4,27835.47
639,2021,11,5,28126.02
638,2021,11,8,28567.79
637,2021,11,9,28692.24
636,2021,11,10,28778.3
635,2021,11,11,29051.35
634,2021,11,12,29273.73
633,2021,11,15,29334.57
632,2021,11,16,29330.03
631,2021,11,17,29072.56
630,2021,11,18,29355.47
629,2021,11,19,29186.26
628,2021,11,22,28973.51
627,2021,11,23,28370.62
626,2021,11,24,28124.61
625,2021,11,25,28118.93
624,2021,11,26,28118.53
623,2021,11,29,28121.65
622,2021,11,30,28054.68
621,2021,12,1,27953.88
620,2021,12,2,27993.36
619,2021,12,3,27780.89
618,2021,12,6,28038.98
617,2021,12,7,27954.91
616,2021,12,8,28030.2
615,2021,12,9,28028.87
614,2021,12,10,27887.71
613,2021,12,13,27996.71
612,2021,12,14,28069.01
611,2021,12,15,27860.56
610,2021,12,16,27970.67
609,2021,12,17,28322.64
608,2021,12,20,28231.63
607,2021,12,21,28131.05
606,2021,12,22,28113.06
605,2021,12,23,28397.29
604,2021,12,24,28411.48
603,2021,12,27,28406.78
602,2021,12,28,28487.49
601,2021,12,29,28411.78
600,2021,12,30,28347.06
599,2021,12,31,28512.83
598,2022,1,3,28751.44
597,2022,1,4,28367.37
596,2022,1,5,28543.75
595,2022,1,6,28448.41
594,2022,1,7,28146.82
593,2022,1,10,28196.85
592,2022,1,11,28338.31
591,2022,1,12,28616.97
590,2022,1,13,28709.38
589,2022,1,14,28599.69
588,2022,1,17,28510.52
587,2022,1,18,28597.71
586,2022,1,19,28549.45
585,2022,1,20,28913.11
584,2022,1,21,28952.32
583,2022,1,24,28819.95
582,2022,1,25,28954.8
581,2022,1,26,29089.03
580,2022,1,27,28634.77
579,2022,1,28,28291.13
578,2022,1,31,28139.7
577,2022,2,1,28244.49
576,2022,2,2,28296.03
575,2022,2,3,28382.81
574,2022,2,4,28398.46
573,2022,2,7,28387.84
572,2022,2,8,28600.8
571,2022,2,9,28711.43
570,2022,2,10,28844.55
569,2022,2,11,28699.1
568,2022,2,14,29244.91
567,2022,2,15,29419.69
566,2022,2,16,29140.88
565,2022,2,17,29372.07
564,2022,2,18,29867.32
563,2022,2,21,29855.22
562,2022,2,22,29958.38
561,2022,2,23,29830.95
560,2022,2,24,30003.91
559,2022,2,25,29976.36
558,2022,2,28,30174.43
557,2022,3,1,29986.4
556,2022,3,2,30559.9
555,2022,3,3,30317.85
554,2022,3,4,30462.42
553,2022,3,7,31089.84
552,2022,3,8,31447.51
551,2022,3,9,32267.24
550,2022,3,10,31361.41
549,2022,3,11,31387.91
548,2022,3,14,31271.46
547,2022,3,15,30702.98
546,2022,3,16,30131.73
545,2022,3,17,30282.63
544,2022,3,18,30541.68
543,2022,3,21,30275.27
542,2022,3,22,35274.76
541,2022,3,23,35625.84
540,2022,3,24,35714.61
539,2022,3,25,35887.88
538,2022,3,28,35815.75
537,2022,3,29,35206.46
536,2022,3,30,35165.78
535,2022,3,31,35310.86
534,2022,4,1,35410.93
533,2022,4,4,35130.28
532,2022,4,5,35251.47
531,2022,4,6,35088.23
530,2022,4,7,35254.84
529,2022,4,8,35425.13
528,2022,4,11,35730.17
527,2022,4,12,36027.16
526,2022,4,13,36385.55
525,2022,4,14,36414.35
524,2022,4,15,36308.64
523,2022,4,18,36320.09
522,2022,4,19,36475.07
521,2022,4,20,36020.67
520,2022,4,21,36200.2
519,2022,4,22,36257.3
518,2022,4,25,35879.76
517,2022,4,26,35226.83
516,2022,4,27,35277.85
515,2022,4,28,34890.27
514,2022,4,29,35026.91
513,2022,5,2,35039.88
512,2022,5,3,34430.05
511,2022,5,4,34524.14
510,2022,5,5,34768.02
509,2022,5,6,34686.82
508,2022,5,9,34878.48
507,2022,5,10,34262.89
506,2022,5,11,33973.58
505,2022,5,12,34058.14
504,2022,5,13,33367.14
503,2022,5,16,33160.34
502,2022,5,17,33343.25
501,2022,5,18,33179.52
500,2022,5,19,33172.38
499,2022,5,20,33672.59
498,2022,5,23,33745.34
497,2022,5,24,34116.17
496,2022,5,25,34593.45
495,2022,5,26,34484.85
494,2022,5,27,34427.55
493,2022,5,30,34441.61
492,2022,5,31,34538.23
491,2022,6,1,34177.61
490,2022,6,2,34401.25
489,2022,6,3,34811.95
488,2022,6,6,34482.23
487,2022,6,7,34347.71
486,2022,6,8,34611.64
485,2022,6,9,34635.66
484,2022,6,10,34574.32
483,2022,6,13,35039.86
482,2022,6,14,34054.78
481,2022,6,15,33888.39
480,2022,6,16,34411.18
479,2022,6,17,34801.91
478,2022,6,20,34567.32
477,2022,6,21,34515.48
476,2022,6,22,34368.86
475,2022,6,23,34440.53
474,2022,6,24,34222.99
473,2022,6,27,34492.8
472,2022,6,28,34221.3
471,2022,6,29,34202.13
470,2022,6,30,34174.95
469,2022,7,1,33970.98
468,2022,7,4,34088.73
467,2022,7,5,34121.8
466,2022,7,6,33285.12
465,2022,7,7,32843.98
464,2022,7,8,32862.09
463,2022,7,11,32870.34
462,2022,7,12,32738.4
461,2022,7,13,32579.82
460,2022,7,14,32757.67
459,2022,7,15,32283.59
458,2022,7,18,32211.87
457,2022,7,19,32335.28
456,2022,7,20,32368.29
455,2022,7,21,32152.38
454,2022,7,22,32516.45
453,2022,7,25,32765.63
452,2022,7,26,32608.27
451,2022,7,27,32563.71
450,2022,7,28,32850.02
449,2022,7,29,33221.36
448,2022,8,1,33465.26
447,2022,8,2,33628.62
446,2022,8,3,33521.36
445,2022,8,4,33685.68
444,2022,8,5,34303.02
443,2022,8,8,33893.03
442,2022,8,9,34302.83
441,2022,8,10,34379.09
440,2022,8,11,34294.27
439,2022,8,12,34270.76
438,2022,8,15,34473.14
437,2022,8,16,34079.25
436,2022,8,17,34003.48
435,2022,8,18,33740.2
434,2022,8,19,33673.75
433,2022,8,22,33490.86
432,2022,8,23,33270.0
431,2022,8,24,33509.45
430,2022,8,25,33627.56
429,2022,8,26,33757.91
428,2022,8,29,33343.64
427,2022,8,30,33369.63
426,2022,8,31,33161.71
425,2022,9,1,32909.73
424,2022,9,2,32647.44
423,2022,9,5,32906.66
422,2022,9,6,32906.1
421,2022,9,7,32768.54
420,2022,9,8,33110.36
419,2022,9,9,32990.61
418,2022,9,12,33173.34
417,2022,9,13,33386.18
416,2022,9,14,32933.16
415,2022,9,15,32883.76
414,2022,9,16,32342.68
413,2022,9,19,32583.22
412,2022,9,20,32542.38
411,2022,9,21,32361.16
410,2022,9,22,32606.09
409,2022,9,23,32571.36
408,2022,9,26,32068.77
407,2022,9,27,31655.01
406,2022,9,28,31752.63
405,2022,9,29,32417.79
404,2022,9,30,32450.79
403,2022,10,3,32461.74
402,2022,10,4,33347.64
401,2022,10,5,33935.5
400,2022,10,6,33744.53
399,2022,10,7,33598.0
398,2022,10,10,33392.93
397,2022,10,11,32810.77
396,2022,10,12,32796.94
395,2022,10,13,32936.57
394,2022,10,14,32760.77
393,2022,10,17,32283.68
392,2022,10,18,32479.0
391,2022,10,19,32483.43
390,2022,10,20,32051.16
389,2022,10,21,31935.68
388,2022,10,24,32666.46
387,2022,10,25,32423.01
386,2022,10,26,32565.59
385,2022,10,27,32786.2
384,2022,10,28,38502.3
383,2022,10,31,39202.18
382,2022,11,1,39486.12
381,2022,11,2,39878.59
380,2022,11,3,39378.45
379,2022,11,4,39516.98
378,2022,11,7,40771.42
377,2022,11,8,40750.73
376,2022,11,9,41693.39
375,2022,11,10,41640.02
374,2022,11,11,42819.02
373,2022,11,14,43213.68
372,2022,11,15,43309.96
371,2022,11,16,43504.36
370,2022,11,17,43431.77
369,2022,11,18,43156.7
368,2022,11,21,42842.7
367,2022,11,22,42624.46
366,2022,11,23,42670.63
365,2022,11,24,42962.56
364,2022,11,25,43165.5
363,2022,11,28,43050.18
362,2022,11,29,42789.92
361,2022,11,30,42955.78
360,2022,12,1,43433.62
359,2022,12,2,44294.02
358,2022,12,5,44246.59
357,2022,12,6,43412.7
356,2022,12,7,43527.29
355,2022,12,8,44018.11
354,2022,12,9,44010.57
353,2022,12,12,44184.43
352,2022,12,13,43916.86
351,2022,12,14,44646.09
350,2022,12,15,44663.71
349,2022,12,16,43919.07
348,2022,12,19,44325.96
347,2022,12,20,44221.13
346,2022,12,21,44891.16
345,2022,12,22,44875.05
344,2022,12,23,44334.16
343,2022,12,26,44514.28
342,2022,12,27,44467.14
341,2022,12,28,44797.62
340,2022,12,29,44726.98
339,2022,12,30,44927.99
338,2023,1,2,45149.53
337,2023,1,3,45142.12
336,2023,1,4,45601.38
335,2023,1,5,49075.89
334,2023,1,6,49841.02
333,2023,1,9,50740.39
332,2023,1,10,51652.73
331,2023,1,11,51933.16
330,2023,1,12,55706.13
329,2023,1,13,55985.31
328,2023,1,16,56937.02
327,2023,1,17,56887.7
326,2023,1,18,56457.77
325,2023,1,19,56472.3
324,2023,1,20,57656.61
323,2023,1,23,57574.17
322,2023,1,24,57623.13
321,2023,1,25,57794.7
320,2023,1,26,58206.41
319,2023,1,27,57667.18
318,2023,1,30,57736.05
317,2023,1,31,57858.13
316,2023,2,1,58199.99
315,2023,2,2,58892.02
314,2023,2,3,57912.48
313,2023,2,6,56477.21
312,2023,2,7,56429.73
311,2023,2,8,56762.68
310,2023,2,9,56958.93
309,2023,2,10,56780.21
308,2023,2,13,56959.68
307,2023,2,14,56576.1
306,2023,2,15,56733.02
305,2023,2,16,56078.05
304,2023,2,17,56136.82
303,2023,2,20,56424.45
302,2023,2,21,56292.03
301,2023,2,22,56156.79
300,2023,2,23,55965.91
299,2023,2,24,55846.05
298,2023,2,27,55501.73
297,2023,2,28,55622.61
296,2023,3,1,55992.48
295,2023,3,2,56273.64
294,2023,3,3,56475.32
293,2023,3,6,57042.89
292,2023,3,7,56932.74
291,2023,3,8,55729.12
290,2023,3,9,56013.45
289,2023,3,10,56623.29
288,2023,3,13,57845.77
287,2023,3,14,59125.66
286,2023,3,15,58790.34
285,2023,3,16,59277.93
284,2023,3,17,59140.02
283,2023,3,20,61515.96
282,2023,3,21,61145.14
281,2023,3,22,59948.16
280,2023,3,23,60896.04
279,2023,3,24,61704.45
278,2023,3,27,61109.71
277,2023,3,28,60521.27
276,2023,3,29,60954.25
275,2023,3,30,60475.64
274,2023,3,31,61197.3
273,2023,4,3,60899.14
272,2023,4,4,61350.18
271,2023,4,5,62433.67
270,2023,4,6,62483.98
269,2023,4,7,62045.33
268,2023,4,10,62056.37
267,2023,4,11,61508.57
266,2023,4,12,61686.54
265,2023,4,13,62280.2
264,2023,4,14,63034.1
263,2023,4,17,61857.2
262,2023,4,18,61629.91
261,2023,4,19,61997.95
260,2023,4,20,61615.98
259,2023,4,21,61918.8
258,2023,4,24,61223.48
257,2023,4,25,61482.04
256,2023,4,26,61694.16
255,2023,4,27,61535.07
254,2023,4,28,61390.73
253,2023,5,1,61532.62
252,2023,5,2,61280.55
251,2023,5,3,62317.14
250,2023,5,4,63084.2
249,2023,5,5,63469.53
248,2023,5,8,62292.89
247,2023,5,9,62508.09
246,2023,5,10,62866.95
245,2023,5,11,62725.63
244,2023,5,12,62307.73
243,2023,5,15,62162.16
242,2023,5,16,62307.25
241,2023,5,17,61462.94
240,2023,5,18,61239.09
239,2023,5,19,60469.3
238,2023,5,22,61113.89
237,2023,5,23,60933.7
236,2023,5,24,60822.02
235,2023,5,25,60475.95
234,2023,5,26,59951.34
233,2023,5,29,60072.58
232,2023,5,30,60075.66
231,2023,5,31,60553.86
230,2023,6,1,60632.82
229,2023,6,2,61109.99
228,2023,6,5,60180.71
227,2023,6,6,60440.73
226,2023,6,7,60672.57
225,2023,6,8,60042.36
224,2023,6,9,60912.59
223,2023,6,12,60571.74
222,2023,6,13,60498.7
221,2023,6,14,60061.25
220,2023,6,15,60028.52
219,2023,6,16,60501.02
218,2023,6,19,60502.09
217,2023,6,20,60282.69
216,2023,6,21,59848.04
215,2023,6,22,59716.13
214,2023,6,23,59182.02
213,2023,6,26,59460.74
212,2023,6,27,59431.54
211,2023,6,28,59132.6
210,2023,6,29,58935.95
209,2023,6,30,58975.5
208,2023,7,3,59309.34
207,2023,7,4,59380.13
206,2023,7,5,59510.32
205,2023,7,6,59178.0
204,2023,7,7,59051.48
203,2023,7,10,59488.55
202,2023,7,11,59517.55
201,2023,7,12,59748.45
200,2023,7,13,60542.38
199,2023,7,14,60576.68
198,2023,7,17,60406.29
197,2023,7,18,60408.13
196,2023,7,19,61141.08
195,2023,7,20,60880.77
194,2023,7,21,60666.55
193,2023,7,24,60628.77
192,2023,7,25,60400.34
191,2023,7,26,60725.36
190,2023,7,27,60944.25
189,2023,7,28,60131.57
188,2023,7,31,60548.44
187,2023,8,1,60720.75
186,2023,8,2,60084.34
185,2023,8,3,59769.58
184,2023,8,4,59859.21
183,2023,8,7,59840.56
182,2023,8,8,59840.84
181,2023,8,9,59444.64
180,2023,8,10,59155.81
179,2023,8,11,59089.16
178,2023,8,14,59227.99
177,2023,8,15,58932.0
176,2023,8,16,58771.44
175,2023,8,17,58456.27
174,2023,8,18,58358.02
173,2023,8,21,58429.71
172,2023,8,22,58560.73
171,2023,8,23,58629.2
170,2023,8,24,59174.64
169,2023,8,25,59229.57
168,2023,8,28,59015.78
167,2023,8,29,59334.93
166,2023,8,30,59965.73
165,2023,8,31,60019.32
164,2023,9,1,59936.18
163,2023,9,4,60058.23
162,2023,9,5,59902.61
161,2023,9,6,59565.45
160,2023,9,7,59224.61
159,2023,9,8,59357.27
158,2023,9,11,59388.41
157,2023,9,12,59399.07
156,2023,9,13,59130.86
155,2023,9,14,58967.57
154,2023,9,15,59147.07
153,2023,9,18,59544.21
152,2023,9,19,59760.48
151,2023,9,20,59670.02
150,2023,9,21,59647.06
149,2023,9,22,59329.14
148,2023,9,25,59557.3
147,2023,9,26,59249.08
146,2023,9,27,58778.86
145,2023,9,28,57938.75
144,2023,9,29,57623.46
143,2023,10,2,57107.23
142,2023,10,3,56527.25
141,2023,10,4,56377.37
140,2023,10,5,56098.99
139,2023,10,6,56065.56
138,2023,10,9,56631.69
137,2023,10,10,57516.55
136,2023,10,11,57484.86
135,2023,10,12,57949.37
134,2023,10,13,57699.23
133,2023,10,16,59744.1
132,2023,10,17,59365.43
131,2023,10,18,59420.59
130,2023,10,19,60238.07
129,2023,10,20,61011.44
128,2023,10,23,61225.9
127,2023,10,24,60922.0
126,2023,10,25,60952.68
125,2023,10,26,61176.38
124,2023,10,27,61329.14
123,2023,10,30,61948.2
122,2023,10,31,61676.98
121,2023,11,1,61354.2
120,2023,11,2,61274.21
119,2023,11,3,61383.95
118,2023,11,6,61561.95
117,2023,11,7,61114.38
116,2023,11,8,60653.26
115,2023,11,9,60260.12
114,2023,11,10,60539.55
113,2023,11,13,59854.87
112,2023,11,14,60148.83
111,2023,11,15,60718.41
110,2023,11,16,60597.23
109,2023,11,17,61288.51
108,2023,11,20,61194.08
107,2023,11,21,61185.49
106,2023,11,22,61752.82
105,2023,11,23,61475.92
104,2023,11,24,61616.62
103,2023,11,27,61885.77
102,2023,11,28,62243.27
101,2023,11,29,63114.95
100,2023,11,30,63269.59
99,2023,12,1,62928.75
98,2023,12,4,64001.65
97,2023,12,5,62762.02
96,2023,12,6,62193.73
95,2023,12,7,62688.2
94,2023,12,8,62700.7
93,2023,12,11,61911.27
92,2023,12,12,61290.14
91,2023,12,13,61217.13
90,2023,12,14,62656.41
89,2023,12,15,62930.7
88,2023,12,18,62491.66
87,2023,12,19,62622.77
86,2023,12,20,63096.52
85,2023,12,21,62803.85
84,2023,12,22,63219.41
83,2023,12,25,63446.82
82,2023,12,26,63624.59
81,2023,12,27,63901.41
80,2023,12,28,64018.79
79,2023,12,29,63878.0
78,2024,1,1,63743.77
77,2024,1,2,63743.77
76,2024,1,3,63673.22
75,2024,1,4,63130.61
74,2024,1,5,62929.23
73,2024,1,8,62957.88
72,2024,1,9,62681.64
71,2024,1,10,62732.92
70,2024,1,11,62549.66
69,2024,1,12,62719.3
68,2024,1,15,63286.18
67,2024,1,16,63578.92
66,2024,1,17,62677.73
65,2024,1,18,62022.86
64,2024,1,19,62514.75
63,2024,1,22,62723.81
62,2024,1,23,62470.59
61,2024,1,24,62684.91
60,2024,1,25,62238.0
59,2024,1,26,62445.1
58,2024,1,29,62470.0
57,2024,1,30,62810.06
56,2024,1,31,63023.23
55,2024,2,1,63045.6
54,2024,2,2,63523.05
53,2024,2,5,63033.13
52,2024,2,6,62572.71
51,2024,2,7,62915.51
50,2024,2,8,62885.43
49,2024,2,9,62861.79
48,2024,2,12,62557.84
47,2024,2,13,62421.11
46,2024,2,14,61646.94
45,2024,2,15,61543.75
44,2024,2,16,61951.01
43,2024,2,19,62206.5
42,2024,2,20,62356.11
41,2024,2,21,62630.46
40,2024,2,22,62605.73
39,2024,2,23,62556.09
38,2024,2,26,62967.52
37,2024,2,27,62835.13
36,2024,2,28,62737.46
35,2024,2,29,62946.04
34,2024,3,1,63164.02
33,2024,3,4,64426.22
32,2024,3,5,65334.86
31,2024,3,6,65765.92
30,2024,3,7,106451.01
29,2024,3,8,106599.23
28,2024,3,11,107041.1
27,2024,3,12,107065.05
26,2024,3,13,105328.96
25,2024,3,14,105350.18
24,2024,3,15,103373.54
23,2024,3,18,101849.26
22,2024,3,19,101765.58
21,2024,3,20,101512.34
20,2024,3,21,102533.85
19,2024,3,22,101756.42
18,2024,3,25,100904.45
17,2024,3,26,102952.66
16,2024,3,27,104194.83
15,2024,3,28,103702.27
14,2024,4,1,105837.42
13,2024,4,2,106163.67
12,2024,4,3,107532.05
11,2024,4,4,108883.95
10,2024,4,5,108456.38
9,2024,4,8,110410.91
8,2024,4,9,111219.28
7,2024,4,10,111882.44
6,2024,4,11,110951.17
5,2024,4,12,112780.77
4,2024,4,15,111520.89
3,2024,4,16,114982.59
2,2024,4,17,115568.08
1,2024,4,18,114847.77
0,2024,4,19,115015.51
