year,month,day,EGP,EUR
2013,8,27,1,9.3386
2013,8,28,1,9.3295
2013,8,29,1,9.3153
2013,8,30,1,9.2489
2013,9,2,1,9.217
2013,9,3,1,9.2134
2013,9,4,1,9.1987
2013,9,5,1,9.1189
2013,9,6,1,9.0581
2013,9,9,1,9.0926
2013,9,10,1,9.1379
2013,9,11,1,9.1488
2013,9,12,1,9.1761
2013,9,13,1,9.1671
2013,9,16,1,9.1733
2013,9,17,1,9.1904
2013,9,18,1,9.2083
2013,9,19,1,9.3193
2013,9,20,1,9.3251
2013,9,23,1,9.3362
2013,9,24,1,9.2996
2013,9,25,1,9.2854
2013,9,26,1,9.3214
2013,9,27,1,9.2942
2013,9,30,1,9.2886
2013,10,1,1,9.3214
2013,10,2,1,9.3201
2013,10,3,1,9.3555
2013,10,4,1,9.3832
2013,10,7,1,9.3405
2013,10,8,1,9.358
2013,10,9,1,9.3518
2013,10,10,1,9.3178
2013,10,11,1,9.314
2013,10,14,1,9.3313
2013,10,15,1,9.343
2013,10,16,1,9.3168
2013,10,17,1,9.3251
2013,10,18,1,9.4215
2013,10,21,1,9.4298
2013,10,22,1,9.4261
2013,10,23,1,9.495
2013,10,24,1,9.4906
2013,10,25,1,9.5076
2013,10,28,1,9.509
2013,10,29,1,9.4958
2013,10,30,1,9.4689
2013,10,31,1,9.4586
2013,11,1,1,9.3543
2013,11,4,1,9.2915
2013,11,5,1,9.3091
2013,11,6,1,9.2815
2013,11,7,1,9.3081
2013,11,8,1,9.2438
2013,11,11,1,9.2039
2013,11,12,1,9.2347
2013,11,13,1,9.254
2013,11,14,1,9.2897
2013,11,15,1,9.2703
2013,11,18,1,9.2992
2013,11,19,1,9.2995
2013,11,20,1,9.3251
2013,11,21,1,9.2542
2013,11,22,1,9.2853
2013,11,25,1,9.3315
2013,11,26,1,9.3092
2013,11,27,1,9.3463
2013,11,28,1,9.3524
2013,11,29,1,9.3596
2013,12,2,1,9.3585
2013,12,3,1,9.3253
2013,12,4,1,9.3583
2013,12,5,1,9.3616
2013,12,6,1,9.4125
2013,12,9,1,9.4538
2013,12,10,1,9.4598
2013,12,11,1,9.4757
2013,12,12,1,9.4941
2013,12,13,1,9.4713
2013,12,16,1,9.4616
2013,12,17,1,9.476
2013,12,18,1,9.4815
2013,12,19,1,9.4376
2013,12,20,1,9.4365
2013,12,23,1,9.4141
2013,12,24,1,9.4461
2013,12,25,1,9.4644
2013,12,26,1,9.4618
2013,12,27,1,9.499
2013,12,30,1,9.5343
2013,12,31,1,9.5628
2014,1,1,1,9.5507
2014,1,2,1,9.557
2014,1,3,1,9.5112
2014,1,6,1,9.4541
2014,1,7,1,9.4803
2014,1,8,1,9.4726
2014,1,9,1,9.4339
2014,1,10,1,9.4729
2014,1,13,1,9.4993
2014,1,14,1,9.5
2014,1,15,1,9.523
2014,1,16,1,9.4705
2014,1,17,1,9.4817
2014,1,20,1,9.4274
2014,1,21,1,9.4335
2014,1,22,1,9.4391
2014,1,23,1,9.428
2014,1,24,1,9.5336
2014,1,27,1,9.5204
2014,1,28,1,9.518
2014,1,29,1,9.5146
2014,1,30,1,9.5102
2014,1,31,1,9.4365
2014,2,3,1,9.3926
2014,2,4,1,9.412
2014,2,5,1,9.4106
2014,2,6,1,9.4203
2014,2,7,1,9.4591
2014,2,10,1,9.4891
2014,2,11,1,9.4987
2014,2,12,1,9.4931
2014,2,13,1,9.4617
2014,2,14,1,9.5222
2014,2,17,1,9.5271
2014,2,18,1,9.5402
2014,2,19,1,9.5757
2014,2,20,1,9.559
2014,2,21,1,9.5484
2014,2,24,1,9.5602
2014,2,25,1,9.56
2014,2,26,1,9.5665
2014,2,27,1,9.5264
2014,2,28,1,9.5409
2014,3,3,1,9.6068
2014,3,4,1,9.5588
2014,3,5,1,9.5651
2014,3,6,1,9.5573
2014,3,7,1,9.6456
2014,3,10,1,9.6567
2014,3,11,1,9.6567
2014,3,12,1,9.6463
2014,3,13,1,9.6762
2014,3,14,1,9.651
2014,3,17,1,9.6809
2014,3,18,1,9.6886
2014,3,19,1,9.6969
2014,3,20,1,9.6265
2014,3,21,1,9.5888
2014,3,24,1,9.5985
2014,3,25,1,9.6305
2014,3,26,1,9.6222
2014,3,27,1,9.5942
2014,3,28,1,9.5726
2014,3,31,1,9.5831
2014,4,1,1,9.592
2014,4,2,1,9.6082
2014,4,3,1,9.5981
2014,4,4,1,9.5646
2014,4,7,1,9.5523
2014,4,8,1,9.5827
2014,4,9,1,9.621
2014,4,10,1,9.6632
2014,4,11,1,9.6855
2014,4,14,1,9.6506
2014,4,15,1,9.6458
2014,4,16,1,9.6409
2014,4,17,1,9.6496
2014,4,18,1,9.6547
2014,4,21,1,9.6519
2014,4,22,1,9.6408
2014,4,23,1,9.649
2014,4,24,1,9.6646
2014,4,25,1,9.6744
2014,4,28,1,9.6765
2014,4,29,1,9.6935
2014,4,30,1,9.6676
2014,5,1,1,9.7159
2014,5,2,1,9.718
2014,5,5,1,9.7194
2014,5,6,1,9.7325
2014,5,7,1,9.7697
2014,5,8,1,9.7789
2014,5,9,1,9.7487
2014,5,12,1,9.686
2014,5,13,1,9.7042
2014,5,14,1,9.6675
2014,5,15,1,9.7437
2014,5,16,1,9.7505
2014,5,19,1,9.7448
2014,5,20,1,9.7549
2014,5,21,1,9.7513
2014,5,22,1,9.7504
2014,5,23,1,9.7394
2014,5,26,1,9.718
2014,5,27,1,9.7488
2014,5,28,1,9.7409
2014,5,29,1,9.7157
2014,5,30,1,9.7244
2014,6,2,1,9.748
2014,6,3,1,9.6945
2014,6,4,1,9.7437
2014,6,5,1,9.7221
2014,6,6,1,9.7672
2014,6,9,1,9.755
2014,6,10,1,9.7191
2014,6,11,1,9.6862
2014,6,12,1,9.6748
2014,6,13,1,9.6891
2014,6,16,1,9.6769
2014,6,17,1,9.7047
2014,6,18,1,9.6854
2014,6,19,1,9.7204
2014,6,20,1,9.729
2014,6,23,1,9.719
2014,6,24,1,9.7262
2014,6,25,1,9.7283
2014,6,26,1,9.744
2014,6,27,1,9.7304
2014,6,30,1,9.7562
2014,7,1,1,9.7891
2014,7,2,1,9.7791
2014,7,3,1,9.7655
2014,7,4,1,9.7311
2014,7,7,1,9.7204
2014,7,8,1,9.7269
2014,7,9,1,9.7319
2014,7,10,1,9.7547
2014,7,11,1,9.7297
2014,7,14,1,9.7247
2014,7,15,1,9.7376
2014,7,16,1,9.7004
2014,7,17,1,9.6697
2014,7,18,1,9.6704
2014,7,21,1,9.6711
2014,7,22,1,9.6691
2014,7,23,1,9.6268
2014,7,24,1,9.6253
2014,7,25,1,9.626
2014,7,28,1,9.6024
2014,7,29,1,9.6089
2014,7,30,1,9.5867
2014,7,31,1,9.5781
2014,8,1,1,9.5739
2014,8,4,1,9.5996
2014,8,5,1,9.596
2014,8,6,1,9.5631
2014,8,7,1,9.5681
2014,8,8,1,9.5538
2014,8,11,1,9.581
2014,8,12,1,9.5703
2014,8,13,1,9.5588
2014,8,14,1,9.5538
2014,8,15,1,9.556
2014,8,18,1,9.5753
2014,8,19,1,9.5538
2014,8,20,1,9.5224
2014,8,21,1,9.4802
2014,8,22,1,9.4959
2014,8,25,1,9.4509
2014,8,26,1,9.4316
2014,8,27,1,9.4144
2014,8,28,1,9.4323
2014,8,29,1,9.4223
2014,9,1,1,9.393
2014,9,2,1,9.3865
2014,9,3,1,9.388
2014,9,4,1,9.3994
2014,9,5,1,9.2543
2014,9,8,1,9.2535
2014,9,9,1,9.2206
2014,9,10,1,9.2485
2014,9,11,1,9.2349
2014,9,12,1,9.2407
2014,9,15,1,9.2771
2014,9,16,1,9.25
2014,9,17,1,9.265
2014,9,18,1,9.1978
2014,9,19,1,9.2392
2014,9,22,1,9.1706
2014,9,23,1,9.187
2014,9,24,1,9.1842
2014,9,25,1,9.137
2014,9,26,1,9.1163
2014,9,29,1,9.0691
2014,9,30,1,9.0684
2014,10,1,1,9.0305
2014,10,2,1,9.024
2014,10,3,1,9.0569
2014,10,6,1,8.9425
2014,10,7,1,9.0476
2014,10,8,1,9.0576
2014,10,9,1,9.1034
2014,10,10,1,9.0733
2014,10,13,1,9.0347
2014,10,14,1,9.117
2014,10,15,1,9.0505
2014,10,16,1,9.177
2014,10,17,1,9.1584
2014,10,20,1,9.1213
2014,10,21,1,9.152
2014,10,22,1,9.0912
2014,10,23,1,9.0433
2014,10,24,1,9.0412
2014,10,27,1,9.0669
2014,10,28,1,9.0791
2014,10,29,1,9.1041
2014,10,30,1,9.0305
2014,10,31,1,9.0176
2014,11,3,1,8.9482
2014,11,4,1,8.9239
2014,11,5,1,8.9697
2014,11,6,1,8.9268
2014,11,7,1,8.8467
2014,11,10,1,8.9025
2014,11,11,1,8.8803
2014,11,12,1,8.9196
2014,11,13,1,8.8932
2014,11,14,1,8.9196
2014,11,17,1,8.9554
2014,11,18,1,8.901
2014,11,19,1,8.9632
2014,11,20,1,8.9754
2014,11,21,1,8.9647
2014,11,24,1,8.8488
2014,11,25,1,8.896
2014,11,26,1,8.9189
2014,11,27,1,8.9411
2014,11,28,1,8.9132
2014,12,1,1,8.9025
2014,12,2,1,8.9153
2014,12,3,1,8.8524
2014,12,4,1,8.8024
2014,12,5,1,8.851
2014,12,8,1,8.7781
2014,12,9,1,8.8059
2014,12,10,1,8.8467
2014,12,11,1,8.8989
2014,12,12,1,8.8739
2014,12,15,1,8.9096
2014,12,16,1,8.891
2014,12,17,1,8.9439
2014,12,18,1,8.8238
2014,12,19,1,8.7838
2014,12,22,1,8.7409
2014,12,23,1,8.7437
2014,12,24,1,8.7023
2014,12,25,1,8.7187
2014,12,26,1,8.7387
2014,12,29,1,8.7094
2014,12,30,1,8.6873
2014,12,31,1,8.6901
2015,1,1,1,8.6501
2015,1,2,1,8.6537
2015,1,5,1,8.5807
2015,1,6,1,8.5076
2015,1,7,1,8.5006
2015,1,8,1,8.4635
2015,1,9,1,8.4306
2015,1,12,1,8.4635
2015,1,13,1,8.4606
2015,1,14,1,8.417
2015,1,15,1,8.4277
2015,1,16,1,8.3155
2015,1,19,1,8.3153
2015,1,20,1,8.4129
2015,1,21,1,8.4315
2015,1,22,1,8.5326
2015,1,23,1,8.4094
2015,1,26,1,8.2762
2015,1,27,1,8.3603
2015,1,28,1,8.4667
2015,1,29,1,8.4306
2015,1,30,1,8.5911
2015,2,2,1,8.5743
2015,2,3,1,8.6305
2015,2,4,1,8.7585
2015,2,5,1,8.6434
2015,2,6,1,8.7554
2015,2,9,1,8.6326
2015,2,10,1,8.6395
2015,2,11,1,8.6138
2015,2,12,1,8.6357
2015,2,13,1,8.6933
2015,2,16,1,8.686
2015,2,17,1,8.6616
2015,2,18,1,8.7058
2015,2,19,1,8.6951
2015,2,20,1,8.673
2015,2,23,1,8.6788
2015,2,24,1,8.6478
2015,2,25,1,8.6517
2015,2,26,1,8.6669
2015,2,27,1,8.5433
2015,3,2,1,8.5349
2015,3,3,1,8.5311
2015,3,4,1,8.5258
2015,3,5,1,8.4518
2015,3,6,1,8.4167
2015,3,9,1,8.2633
2015,3,10,1,8.2793
2015,3,11,1,8.1618
2015,3,12,1,8.0466
2015,3,13,1,8.1092
2015,3,16,1,8.0001
2015,3,17,1,8.0566
2015,3,18,1,8.0855
2015,3,19,1,8.2846
2015,3,20,1,8.1328
2015,3,23,1,8.2679
2015,3,24,1,8.351
2015,3,25,1,8.3343
2015,3,26,1,8.3686
2015,3,27,1,8.3045
2015,3,30,1,8.3068
2015,3,31,1,8.2648
2015,4,1,1,8.1839
2015,4,2,1,8.2114
2015,4,3,1,8.2968
2015,4,6,1,8.3838
2015,4,7,1,8.3312
2015,4,8,1,8.2503
2015,4,9,1,8.2251
2015,4,10,1,8.132
2015,4,13,1,8.0878
2015,4,14,1,8.0611
2015,4,15,1,8.1282
2015,4,16,1,8.1511
2015,4,17,1,8.2099
2015,4,20,1,8.2502
2015,4,21,1,8.1916
2015,4,22,1,8.1908
2015,4,23,1,8.1824
2015,4,24,1,8.2525
2015,4,27,1,8.2938
2015,4,28,1,8.3106
2015,4,29,1,8.3777
2015,4,30,1,8.4851
2015,5,1,1,8.5616
2015,5,4,1,8.54
2015,5,5,1,8.5036
2015,5,6,1,8.5334
2015,5,7,1,8.6513
2015,5,8,1,8.5952
2015,5,11,1,8.5426
2015,5,12,1,8.5105
2015,5,13,1,8.5555
2015,5,14,1,8.6597
2015,5,15,1,8.6986
2015,5,18,1,8.7371
2015,5,19,1,8.6326
2015,5,20,1,8.5003
2015,5,21,1,8.4632
2015,5,22,1,8.4785
2015,5,25,1,8.3898
2015,5,26,1,8.3755
2015,5,27,1,8.2946
2015,5,28,1,8.319
2015,5,29,1,8.3518
2015,6,1,1,8.3823
2015,6,2,1,8.3365
2015,6,3,1,8.509
2015,6,4,1,8.6021
2015,6,5,1,8.5738
2015,6,8,1,8.4673
2015,6,9,1,8.615
2015,6,10,1,8.6089
2015,6,11,1,8.6402
2015,6,12,1,8.5883
2015,6,15,1,8.5591
2015,6,16,1,8.6056
2015,6,17,1,8.5815
2015,6,18,1,8.6494
2015,6,19,1,8.6612
2015,6,22,1,8.6692
2015,6,23,1,8.6517
2015,6,24,1,8.5164
2015,6,25,1,8.5479
2015,6,26,1,8.5382
2015,6,29,1,8.4142
2015,6,30,1,8.5715
2015,7,1,1,8.4983
2015,7,2,1,8.4327
2015,7,3,1,8.5624
2015,7,6,1,8.613
2015,7,7,1,8.5338
2015,7,8,1,8.6208
2015,7,9,1,8.6662
2015,7,10,1,8.6404
2015,7,13,1,8.6913
2015,7,14,1,8.6138
2015,7,15,1,8.6201
2015,7,16,1,8.5707
2015,7,17,1,8.5136
2015,7,20,1,8.4807
2015,7,21,1,8.4752
2015,7,22,1,8.5621
2015,7,23,1,8.5558
2015,7,24,1,8.5981
2015,7,27,1,8.5903
2015,7,28,1,8.6843
2015,7,29,1,8.6592
2015,7,30,1,8.6013
2015,7,31,1,8.5535
2015,8,3,1,8.5879
2015,8,4,1,8.5684
2015,8,5,1,8.512
2015,8,6,1,8.5402
2015,8,7,1,8.5558
2015,8,10,1,8.5809
2015,8,11,1,8.6255
2015,8,12,1,8.638
2015,8,13,1,8.7352
2015,8,14,1,8.7289
2015,8,17,1,8.6897
2015,8,18,1,8.6717
2015,8,19,1,8.6232
2015,8,20,1,8.7046
2015,8,21,1,8.7969
2015,8,24,1,8.89
2015,8,25,1,9.0969
2015,8,26,1,9.017
2015,8,27,1,8.8597
2015,8,28,1,8.8033
2015,8,31,1,8.7485
2015,9,1,1,8.7767
2015,9,2,1,8.8509
2015,9,3,1,8.79
2015,9,4,1,8.7037
2015,9,7,1,8.7303
2015,9,8,1,8.7453
2015,9,9,1,8.7688
2015,9,10,1,8.7727
2015,9,11,1,8.8307
2015,9,14,1,8.8753
2015,9,15,1,8.8581
2015,9,16,1,8.8213
2015,9,17,1,8.8393
2015,9,18,1,8.9479
2015,9,21,1,8.8362
2015,9,22,1,8.7586
2015,9,23,1,8.7054
2015,9,24,1,8.7571
2015,9,25,1,8.7907
2015,9,28,1,8.7641
2015,9,29,1,8.8033
2015,9,30,1,8.8048
2015,10,1,1,8.75
2015,10,2,1,8.7649
2015,10,5,1,8.7853
2015,10,6,1,8.761
2015,10,7,1,8.8236
2015,10,8,1,8.7962
2015,10,9,1,8.8307
2015,10,12,1,8.8902
2015,10,13,1,8.891
2015,10,14,1,8.9074
2015,10,15,1,8.9834
2015,10,16,1,9.0259
2015,10,19,1,9.1133
2015,10,20,1,9.0932
2015,10,21,1,9.1084
2015,10,22,1,9.1028
2015,10,23,1,8.9189
2015,10,26,1,8.8386
2015,10,27,1,8.8772
2015,10,28,1,8.8732
2015,10,29,1,8.7712
2015,10,30,1,8.8129
2015,11,2,1,8.8531
2015,11,3,1,8.8434
2015,11,4,1,8.8057
2015,11,5,1,8.7222
2015,11,6,1,8.7374
2015,11,9,1,8.6162
2015,11,10,1,8.6314
2015,11,11,1,8.6106
2015,11,12,1,8.4118
2015,11,13,1,8.4666
2015,11,16,1,8.4165
2015,11,17,1,8.3679
2015,11,18,1,8.3303
2015,11,19,1,8.3429
2015,11,20,1,8.4032
2015,11,23,1,8.335
2015,11,24,1,8.3256
2015,11,25,1,8.3319
2015,11,26,1,8.3202
2015,11,27,1,8.3069
2015,11,30,1,8.2912
2015,12,1,1,8.2732
2015,12,2,1,8.3225
2015,12,3,1,8.31
2015,12,4,1,8.5645
2015,12,7,1,8.5057
2015,12,8,1,8.4838
2015,12,9,1,8.5253
2015,12,10,1,8.6334
2015,12,11,1,8.566
2015,12,14,1,8.5997
2015,12,15,1,8.6059
2015,12,16,1,8.559
2015,12,17,1,8.5457
2015,12,18,1,8.476
2015,12,21,1,8.5042
2015,12,22,1,8.5449
2015,12,23,1,8.577
2015,12,24,1,8.5418
2015,12,25,1,8.5887
2015,12,28,1,8.5746
2015,12,29,1,8.5872
2015,12,30,1,8.548
2015,12,31,1,8.5598
2016,1,1,1,8.5034
2016,1,4,1,8.5002
2016,1,5,1,8.4791
2016,1,6,1,8.4141
2016,1,7,1,8.4392
2016,1,8,1,8.559
2016,1,11,1,8.5519
2016,1,12,1,8.5002
2016,1,13,1,8.4987
2016,1,14,1,8.5175
2016,1,15,1,8.5057
2016,1,18,1,8.5472
2016,1,19,1,8.5261
2016,1,20,1,8.541
2016,1,21,1,8.5276
2016,1,22,1,8.512
2016,1,25,1,8.4541
2016,1,26,1,8.4932
2016,1,27,1,8.5104
2016,1,28,1,8.5261
2016,1,29,1,8.5629
2016,2,1,1,8.4807
2016,2,2,1,8.5253
2016,2,3,1,8.5472
2016,2,4,1,8.6929
2016,2,5,1,8.7743
2016,2,8,1,8.7352
2016,2,9,1,8.7657
2016,2,10,1,8.8408
2016,2,11,1,8.8393
2016,2,12,1,8.8675
2016,2,15,1,8.808
2016,2,16,1,8.732
2016,2,17,1,8.7234
2016,2,18,1,8.7117
2016,2,19,1,8.6952
2016,2,22,1,8.7109
2016,2,23,1,8.6334
2016,2,24,1,8.6263
2016,2,25,1,8.6216
2016,2,26,1,8.6263
2016,2,29,1,8.5582
2016,3,1,1,8.5112
2016,3,2,1,8.5081
2016,3,3,1,8.512
2016,3,4,1,8.5778
2016,3,7,1,8.6177
2016,3,8,1,8.6224
2016,3,9,1,8.6153
2016,3,10,1,8.6153
2016,3,11,1,8.75
2016,3,14,1,8.7297
2016,3,15,1,9.9335
2016,3,16,1,9.9406
2016,3,17,1,9.965
2016,3,18,1,10.0485
2016,3,21,1,10.0059
2016,3,22,1,9.9827
2016,3,23,1,9.9579
2016,3,24,1,9.926
2016,3,25,1,9.9215
2016,3,28,1,9.9109
2016,3,29,1,9.9393
2016,3,30,1,10.0236
2016,3,31,1,10.0663
2016,4,1,1,10.1036
2016,4,4,1,10.1151
2016,4,5,1,10.1141
2016,4,6,1,10.1071
2016,4,7,1,10.1195
2016,4,8,1,10.1018
2016,4,11,1,10.1275
2016,4,12,1,10.1284
2016,4,13,1,10.108
2016,4,14,1,10.0094
2016,4,15,1,10.0059
2016,4,18,1,10.0298
2016,4,19,1,10.0449
2016,4,20,1,10.0822
2016,4,21,1,10.0298
2016,4,22,1,10.0227
2016,4,25,1,9.9703
2016,4,26,1,10.0014
2016,4,27,1,10.0298
2016,4,28,1,10.0503
2016,4,29,1,10.0805
2016,5,2,1,10.1622
2016,5,3,1,10.2412
2016,5,4,1,10.2066
2016,5,5,1,10.1986
2016,5,6,1,10.1275
2016,5,9,1,10.1222
2016,5,10,1,10.1062
2016,5,11,1,10.0973
2016,5,12,1,10.1453
2016,5,13,1,10.1009
2016,5,16,1,10.0405
2016,5,17,1,10.0503
2016,5,18,1,10.0441
2016,5,19,1,9.9588
2016,5,20,1,9.9473
2016,5,23,1,9.9588
2016,5,24,1,9.9615
2016,5,25,1,9.8913
2016,5,26,1,9.9038
2016,5,27,1,9.9375
2016,5,30,1,9.8682
2016,5,31,1,9.8877
2016,6,1,1,9.8833
2016,6,2,1,9.9331
2016,6,3,1,9.9011
2016,6,6,1,10.0796
2016,6,7,1,10.0814
2016,6,8,1,10.084
2016,6,9,1,10.1204
2016,6,10,1,10.0467
2016,6,13,1,9.9908
2016,6,14,1,10.0263
2016,6,15,1,9.9482
2016,6,16,1,9.9952
2016,6,17,1,9.9659
2016,6,20,1,10.0174
2016,6,21,1,10.0432
2016,6,22,1,9.9846
2016,6,23,1,10.029
2016,6,24,1,10.1142
2016,6,27,1,9.8283
2016,6,28,1,9.7865
2016,6,29,1,9.7022
2016,6,30,1,9.8771
2016,7,1,1,9.8593
2016,7,4,1,9.8922
2016,7,5,1,9.9011
2016,7,6,1,9.8336
2016,7,7,1,9.854
2016,7,8,1,9.8212
2016,7,11,1,9.8123
2016,7,12,1,9.8176
2016,7,13,1,9.8203
2016,7,14,1,9.8452
2016,7,15,1,9.8709
2016,7,18,1,9.6821
2016,7,19,1,9.8318
2016,7,20,1,9.7839
2016,7,21,1,9.7777
2016,7,22,1,9.7919
2016,7,25,1,9.7395
2016,7,26,1,9.7635
2016,7,27,1,9.7519
2016,7,28,1,9.8176
2016,7,29,1,9.8345
2016,8,1,1,9.9215
2016,8,2,1,9.91
2016,8,3,1,9.965
2016,8,4,1,9.8984
2016,8,5,1,9.8816
2016,8,8,1,9.8434
2016,8,9,1,9.8452
2016,8,10,1,9.87
2016,8,11,1,9.9215
2016,8,12,1,9.8887
2016,8,15,1,9.9109
2016,8,16,1,9.9277
2016,8,17,1,10.013
2016,8,18,1,10.0263
2016,8,19,1,10.0787
2016,8,22,1,9.9118
2016,8,23,1,10.0503
2016,8,24,1,10.0369
2016,8,25,1,10.0005
2016,8,26,1,10.0174
2016,8,29,1,9.9375
2016,8,30,1,9.9339
2016,8,31,1,9.894
2016,9,1,1,9.9064
2016,9,2,1,9.9419
2016,9,5,1,9.9002
2016,9,6,1,9.8958
2016,9,7,1,9.9925
2016,9,8,1,9.9783
2016,9,9,1,9.997
2016,9,12,1,9.9721
2016,9,13,1,9.9748
2016,9,14,1,9.9588
2016,9,15,1,9.9863
2016,9,16,1,9.9819
2016,9,19,1,9.91
2016,9,20,1,9.9224
2016,9,21,1,9.9029
2016,9,22,1,9.9384
2016,9,23,1,9.9508
2016,9,26,1,9.9659
2016,9,27,1,9.9925
2016,9,28,1,9.9561
2016,9,29,1,9.9588
2016,9,30,1,9.965
2016,10,3,1,9.9748
2016,10,4,1,9.9535
2016,10,5,1,9.9473
2016,10,6,1,9.9482
2016,10,7,1,9.8993
2016,10,10,1,9.9411
2016,10,11,1,9.8878
2016,10,12,1,9.8132
2016,10,13,1,9.7714
2016,10,14,1,9.8176
2016,10,17,1,9.743
2016,10,18,1,9.7661
2016,10,19,1,9.7492
2016,10,20,1,9.743
2016,10,21,1,9.7031
2016,10,24,1,9.6613
2016,10,25,1,9.6596
2016,10,26,1,9.6676
2016,10,27,1,9.6844
2016,10,28,1,9.6746
2016,10,31,1,9.7537
2016,11,1,1,9.7492
2016,11,2,1,9.8149
2016,11,3,1,9.8531
2016,11,4,1,16.3755
2016,11,7,1,17.5917
2016,11,8,1,17.9936
2016,11,9,1,19.5658
2016,11,10,1,18.3238
2016,11,11,1,17.8612
2016,11,14,1,16.6502
2016,11,15,1,16.4249
2016,11,16,1,16.5097
2016,11,17,1,16.757
2016,11,18,1,17.0526
2016,11,21,1,18.2573
2016,11,22,1,18.5424
2016,11,23,1,18.727
2016,11,24,1,18.4398
2016,11,25,1,18.6815
2016,11,28,1,18.6483
2016,11,29,1,18.7853
2016,11,30,1,19.3108
2016,12,1,1,18.876
2016,12,2,1,18.9794
2016,12,5,1,18.9468
2016,12,6,1,19.448
2016,12,7,1,19.1732
2016,12,8,1,19.4305
2016,12,9,1,19.2976
2016,12,12,1,19.3623
2016,12,13,1,19.4352
2016,12,14,1,19.3922
2016,12,15,1,19.4638
2016,12,16,1,19.1974
2016,12,19,1,19.4485
2016,12,20,1,19.8411
2016,12,21,1,20.4583
2016,12,22,1,19.9584
2016,12,23,1,19.8074
2016,12,26,1,19.9151
2016,12,27,1,19.9393
2016,12,28,1,19.8153
2016,12,29,1,19.5575
2016,12,30,1,19.0223
2017,1,2,1,19.0611
2017,1,3,1,19.0529
2017,1,4,1,18.7557
2017,1,5,1,19.1737
2017,1,6,1,19.1695
2017,1,9,1,18.9444
2017,1,10,1,19.3716
2017,1,11,1,19.737
2017,1,12,1,19.7648
2017,1,13,1,20.1369
2017,1,16,1,20.0946
2017,1,17,1,20.0865
2017,1,18,1,20.032
2017,1,19,1,20.089
2017,1,20,1,20.1715
2017,1,23,1,20.0387
2017,1,24,1,20.4711
2017,1,25,1,20.3517
2017,1,26,1,20.2847
2017,1,27,1,20.0096
2017,1,30,1,20.0466
2017,1,31,1,20.1852
2017,2,1,1,20.2606
2017,2,2,1,20.2502
2017,2,3,1,19.786
2017,2,6,1,19.9124
2017,2,7,1,19.8086
2017,2,8,1,19.5819
2017,2,9,1,19.2543
2017,2,10,1,18.8646
2017,2,13,1,18.7173
2017,2,14,1,18.0156
2017,2,15,1,17.4521
2017,2,16,1,17.4911
2017,2,17,1,17.124
2017,2,20,1,16.7984
2017,2,21,1,16.7634
2017,2,22,1,16.5975
2017,2,23,1,16.6802
2017,2,24,1,16.8798
2017,2,27,1,16.6353
2017,2,28,1,16.9392
2017,3,1,1,16.7499
2017,3,2,1,17.0851
2017,3,3,1,17.0252
2017,3,6,1,17.5189
2017,3,7,1,17.835
2017,3,8,1,18.494
2017,3,9,1,18.6577
2017,3,10,1,18.5631
2017,3,13,1,18.7284
2017,3,14,1,18.8698
2017,3,15,1,19.1418
2017,3,16,1,19.4234
2017,3,17,1,19.5491
2017,3,20,1,19.4717
2017,3,21,1,19.6008
2017,3,22,1,19.6183
2017,3,23,1,19.4382
2017,3,24,1,19.5389
2017,3,27,1,19.6732
2017,3,28,1,19.7506
2017,3,29,1,19.7299
2017,3,30,1,19.6368
2017,3,31,1,19.4836
2017,4,3,1,19.427
2017,4,4,1,19.3777
2017,4,5,1,19.2833
2017,4,6,1,19.196
2017,4,7,1,19.2122
2017,4,10,1,19.1213
2017,4,11,1,19.0683
2017,4,12,1,19.1122
2017,4,13,1,19.3638
2017,4,14,1,19.3059
2017,4,17,1,19.3097
2017,4,18,1,19.1222
2017,4,19,1,19.4823
2017,4,20,1,19.4895
2017,4,21,1,19.3979
2017,4,24,1,19.7314
2017,4,25,1,19.7909
2017,4,26,1,19.664
2017,4,27,1,19.6253
2017,4,28,1,19.6331
2017,5,1,1,19.7617
2017,5,2,1,19.7455
2017,5,3,1,19.7915
2017,5,4,1,19.7284
2017,5,5,1,19.9478
2017,5,8,1,19.8897
2017,5,9,1,19.8159
2017,5,10,1,19.6711
2017,5,11,1,19.6937
2017,5,12,1,19.608
2017,5,15,1,19.8254
2017,5,16,1,19.8824
2017,5,17,1,20.104
2017,5,18,1,20.1975
2017,5,19,1,20.0969
2017,5,22,1,20.3122
2017,5,23,1,20.3378
2017,5,24,1,20.1705
2017,5,25,1,20.3119
2017,5,26,1,20.2844
2017,5,29,1,20.2507
2017,5,30,1,20.2386
2017,5,31,1,20.1343
2017,6,1,1,20.3479
2017,6,2,1,20.1838
2017,6,5,1,20.4215
2017,6,6,1,20.397
2017,6,7,1,20.4339
2017,6,8,1,20.4089
2017,6,9,1,20.3355
2017,6,12,1,20.1529
2017,6,13,1,20.2391
2017,6,14,1,20.3704
2017,6,15,1,20.1513
2017,6,16,1,20.2218
2017,6,19,1,20.3726
2017,6,20,1,20.0162
2017,6,21,1,20.2128
2017,6,22,1,20.26
2017,6,23,1,20.232
2017,6,26,1,20.3236
2017,6,27,1,20.2846
2017,6,28,1,20.6202
2017,6,29,1,20.6127
2017,6,30,1,20.7346
2017,7,3,1,20.7507
2017,7,4,1,20.3973
2017,7,5,1,20.2186
