year,month,day,EGP,EUR
2017,7,6,1,20.3069
2017,7,7,1,20.4186
2017,7,10,1,20.3698
2017,7,11,1,20.3474
2017,7,12,1,20.5315
2017,7,13,1,20.4911
2017,7,14,1,20.4804
2017,7,17,1,20.6441
2017,7,18,1,20.5947
2017,7,19,1,20.7384
2017,7,20,1,20.6344
2017,7,21,1,20.8022
2017,7,24,1,20.84
2017,7,25,1,20.8339
2017,7,26,1,20.8532
2017,7,27,1,21.0497
2017,7,28,1,20.8788
2017,7,31,1,20.9978
2017,8,1,1,21.218
2017,8,2,1,21.0786
2017,8,3,1,21.1334
2017,8,4,1,21.1004
2017,8,7,1,20.9127
2017,8,8,1,20.9556
2017,8,9,1,20.9169
2017,8,10,1,20.9017
2017,8,11,1,20.924
2017,8,14,1,20.9733
2017,8,15,1,20.9065
2017,8,16,1,20.8662
2017,8,17,1,20.8958
2017,8,18,1,20.832
2017,8,21,1,20.8577
2017,8,22,1,20.9714
2017,8,23,1,20.8905
2017,8,24,1,20.9117
2017,8,25,1,20.8842
2017,8,28,1,21.1331
2017,8,29,1,21.1463
2017,8,30,1,21.1816
2017,8,31,1,20.9617
2017,9,1,1,21.0107
2017,9,4,1,20.9072
2017,9,5,1,20.9757
2017,9,6,1,21.0103
2017,9,7,1,21.0218
2017,9,8,1,21.2103
2017,9,11,1,21.2011
2017,9,12,1,21.0917
2017,9,13,1,21.1327
2017,9,14,1,20.9337
2017,9,15,1,21.0281
2017,9,18,1,21.1378
2017,9,19,1,21.0947
2017,9,20,1,21.1334
2017,9,21,1,20.9811
2017,9,22,1,21.1135
2017,9,25,1,21.122
2017,9,26,1,20.9088
2017,9,27,1,20.801
2017,9,28,1,20.7211
2017,9,29,1,20.7923
2017,10,2,1,20.8702
2017,10,3,1,20.66
2017,10,4,1,20.7232
2017,10,5,1,20.7604
2017,10,6,1,20.6975
2017,10,9,1,20.661
2017,10,10,1,20.6775
2017,10,11,1,20.7999
2017,10,12,1,20.8982
2017,10,13,1,20.8504
2017,10,16,1,20.9015
2017,10,17,1,20.7998
2017,10,18,1,20.7249
2017,10,19,1,20.794
2017,10,20,1,20.9119
2017,10,23,1,20.79
2017,10,24,1,20.7723
2017,10,25,1,20.705
2017,10,26,1,20.8589
2017,10,27,1,20.568
2017,10,30,1,20.4796
2017,10,31,1,20.564
2017,11,1,1,20.5551
2017,11,2,1,20.5077
2017,11,3,1,20.5797
2017,11,6,1,20.455
2017,11,7,1,20.4965
2017,11,8,1,20.4317
2017,11,9,1,20.4638
2017,11,10,1,20.5482
2017,11,13,1,20.6071
2017,11,14,1,20.6063
2017,11,15,1,20.8344
2017,11,16,1,20.7993
2017,11,17,1,20.7877
2017,11,20,1,20.8671
2017,11,21,1,20.707
2017,11,22,1,20.7002
2017,11,23,1,20.9478
2017,11,24,1,20.9622
2017,11,27,1,21.0557
2017,11,28,1,21.0847
2017,11,29,1,21.0536
2017,11,30,1,20.9487
2017,12,1,1,21.0492
2017,12,4,1,21.0726
2017,12,5,1,20.9731
2017,12,6,1,21.0147
2017,12,7,1,21.0085
2017,12,8,1,20.9532
2017,12,11,1,20.9666
2017,12,12,1,20.9663
2017,12,13,1,20.9429
2017,12,14,1,21.1507
2017,12,15,1,21.0414
2017,12,18,1,20.9566
2017,12,19,1,20.9721
2017,12,20,1,21.1319
2017,12,21,1,21.2168
2017,12,22,1,21.2137
2017,12,25,1,21.1617
2017,12,26,1,21.2487
2017,12,27,1,21.1566
2017,12,28,1,21.1846
2017,12,29,1,21.2468
2018,1,1,1,21.2694
2018,1,2,1,21.2873
2018,1,3,1,21.3907
2018,1,4,1,21.2753
2018,1,5,1,21.3723
2018,1,8,1,21.2672
2018,1,9,1,21.1337
2018,1,10,1,21.1123
2018,1,11,1,21.1807
2018,1,12,1,21.3113
2018,1,15,1,21.6151
2018,1,16,1,21.7419
2018,1,17,1,21.741
2018,1,18,1,21.5929
2018,1,19,1,21.6831
2018,1,22,1,21.7082
2018,1,23,1,21.7671
2018,1,24,1,21.7944
2018,1,25,1,21.9489
2018,1,26,1,21.927
2018,1,29,1,22.0071
2018,1,30,1,21.8498
2018,1,31,1,21.925
2018,2,1,1,21.9047
2018,2,2,1,22.0729
2018,2,5,1,22.0084
2018,2,6,1,21.8526
2018,2,7,1,21.8327
2018,2,8,1,21.6643
2018,2,9,1,21.6552
2018,2,12,1,21.6573
2018,2,13,1,21.8081
2018,2,14,1,21.8759
2018,2,15,1,22.0475
2018,2,16,1,22.0726
2018,2,19,1,21.9028
2018,2,20,1,21.8891
2018,2,21,1,21.8521
2018,2,22,1,21.7403
2018,2,23,1,21.8089
2018,2,26,1,21.6531
2018,2,27,1,21.7547
2018,2,28,1,21.6051
2018,3,1,1,21.5341
2018,3,2,1,21.6365
2018,3,5,1,21.7347
2018,3,6,1,21.7364
2018,3,7,1,21.8683
2018,3,8,1,21.8653
2018,3,9,1,21.6892
2018,3,12,1,21.6816
2018,3,13,1,21.7425
2018,3,14,1,21.8515
2018,3,15,1,21.7939
2018,3,16,1,21.6928
2018,3,19,1,21.657
2018,3,20,1,21.7462
2018,3,21,1,21.5831
2018,3,22,1,21.7339
2018,3,23,1,21.6831
2018,3,26,1,21.7505
2018,3,27,1,21.9884
2018,3,28,1,21.8785
2018,3,29,1,21.7253
2018,3,30,1,21.6841
2018,4,2,1,21.7932
2018,4,3,1,21.7137
2018,4,4,1,21.5953
2018,4,5,1,21.7136
2018,4,6,1,21.6466
2018,4,9,1,21.7129
2018,4,10,1,21.796
2018,4,11,1,21.8472
2018,4,12,1,21.8294
2018,4,13,1,21.7079
2018,4,16,1,21.813
2018,4,17,1,21.9099
2018,4,18,1,21.8941
2018,4,19,1,21.9124
2018,4,20,1,21.8274
2018,4,23,1,21.7388
2018,4,24,1,21.5796
2018,4,25,1,21.6565
2018,4,26,1,21.5309
2018,4,27,1,21.4199
2018,4,30,1,21.4057
2018,5,1,1,21.3209
2018,5,2,1,21.2034
2018,5,3,1,21.0927
2018,5,4,1,21.1365
2018,5,7,1,21.1199
2018,5,8,1,21.1245
2018,5,9,1,20.9906
2018,5,10,1,21.085
2018,5,11,1,21.0933
2018,5,14,1,21.2775
2018,5,15,1,21.2628
2018,5,16,1,21.1043
2018,5,17,1,21.1126
2018,5,18,1,21.0078
2018,5,21,1,21.0803
2018,5,22,1,21.1194
2018,5,23,1,21.1058
2018,5,24,1,20.9486
2018,5,25,1,21.0019
2018,5,28,1,20.8794
2018,5,29,1,20.82
2018,5,30,1,20.6803
2018,5,31,1,20.8863
2018,6,1,1,20.9393
2018,6,4,1,20.8811
2018,6,5,1,20.9396
2018,6,6,1,20.9434
2018,6,7,1,21.0403
2018,6,8,1,21.0629
2018,6,11,1,21.026
2018,6,12,1,21.0107
2018,6,13,1,20.9548
2018,6,14,1,21.1018
2018,6,15,1,20.6491
2018,6,18,1,20.7221
2018,6,19,1,20.7371
2018,6,20,1,20.7171
2018,6,21,1,20.7141
2018,6,22,1,20.7367
2018,6,25,1,20.9263
2018,6,26,1,20.9373
2018,6,27,1,20.8351
2018,6,28,1,20.6719
2018,6,29,1,20.6975
2018,7,2,1,20.8136
2018,7,3,1,20.859
2018,7,4,1,20.9019
2018,7,5,1,20.8527
2018,7,6,1,20.9137
2018,7,9,1,20.985
2018,7,10,1,21.0813
2018,7,11,1,21.0288
2018,7,12,1,20.8956
2018,7,13,1,20.8885
2018,7,16,1,20.9235
2018,7,17,1,20.9566
2018,7,18,1,20.873
2018,7,19,1,20.8356
2018,7,20,1,20.8432
2018,7,23,1,21.0048
2018,7,24,1,20.952
2018,7,25,1,20.9154
2018,7,26,1,20.9936
2018,7,27,1,20.8383
2018,7,30,1,20.86
2018,7,31,1,20.9662
2018,8,1,1,20.8917
2018,8,2,1,20.8303
2018,8,3,1,20.7055
2018,8,6,1,20.6667
2018,8,7,1,20.6606
2018,8,8,1,20.7025
2018,8,9,1,20.7797
2018,8,10,1,20.5607
2018,8,13,1,20.3465
2018,8,14,1,20.4521
2018,8,15,1,20.3001
2018,8,16,1,20.3077
2018,8,17,1,20.3634
2018,8,20,1,20.4991
2018,8,21,1,20.5905
2018,8,22,1,20.6758
2018,8,23,1,20.7191
2018,8,24,1,20.6206
2018,8,27,1,20.8197
2018,8,28,1,20.9037
2018,8,29,1,20.9224
2018,8,30,1,20.9428
2018,8,31,1,20.809
2018,9,3,1,20.7048
2018,9,4,1,20.898
2018,9,5,1,20.7418
2018,9,6,1,20.8293
2018,9,7,1,20.795
2018,9,10,1,20.7619
2018,9,11,1,20.6838
2018,9,12,1,20.7017
2018,9,13,1,20.8068
2018,9,14,1,20.9724
2018,9,17,1,20.9109
2018,9,18,1,20.9493
2018,9,19,1,20.8939
2018,9,20,1,20.8925
2018,9,21,1,21.0848
2018,9,24,1,21.14
2018,9,25,1,21.0466
2018,9,26,1,21.0846
2018,9,27,1,21.0133
2018,9,28,1,20.8703
2018,10,1,1,20.8729
2018,10,2,1,20.7396
2018,10,3,1,20.6822
2018,10,4,1,20.5545
2018,10,5,1,20.5986
2018,10,8,1,20.6091
2018,10,9,1,20.5812
2018,10,10,1,20.5805
2018,10,11,1,20.6077
2018,10,12,1,20.7612
2018,10,15,1,20.7716
2018,10,16,1,20.762
2018,10,17,1,20.7305
2018,10,18,1,20.5906
2018,10,19,1,20.5156
2018,10,22,1,20.6088
2018,10,23,1,20.5299
2018,10,24,1,20.5539
2018,10,25,1,20.402
2018,10,26,1,20.3728
2018,10,29,1,20.4403
2018,10,30,1,20.389
2018,10,31,1,20.3178
2018,11,1,1,20.2603
2018,11,2,1,20.4316
2018,11,5,1,20.426
2018,11,6,1,20.409
2018,11,7,1,20.5132
2018,11,8,1,20.461
2018,11,9,1,20.3511
2018,11,12,1,20.2933
2018,11,13,1,20.0936
2018,11,14,1,20.2205
2018,11,15,1,20.2545
2018,11,16,1,20.2925
2018,11,19,1,20.51
2018,11,20,1,20.5119
2018,11,21,1,20.3115
2018,11,22,1,20.4971
2018,11,23,1,20.4005
2018,11,26,1,20.1849
2018,11,27,1,20.3819
2018,11,28,1,20.2329
2018,11,29,1,20.3603
2018,11,30,1,20.408
2018,12,3,1,20.2824
2018,12,4,1,20.3341
2018,12,5,1,20.286
2018,12,6,1,20.3767
2018,12,7,1,20.3763
2018,12,10,1,20.4769
2018,12,11,1,20.3348
2018,12,12,1,20.2645
2018,12,13,1,20.3514
2018,12,14,1,20.32
2018,12,17,1,20.3532
2018,12,18,1,20.333
2018,12,19,1,20.3477
2018,12,20,1,20.3766
2018,12,21,1,20.4986
2018,12,24,1,20.4783
2018,12,25,1,20.4163
2018,12,26,1,20.3512
2018,12,27,1,20.3336
2018,12,28,1,20.4483
2018,12,31,1,20.6071
2019,1,1,1,20.5356
2019,1,2,1,20.5209
2019,1,3,1,20.3419
2019,1,4,1,20.4048
2019,1,7,1,20.411
2019,1,8,1,20.5534
2019,1,9,1,20.5292
2019,1,10,1,20.6561
2019,1,11,1,20.6118
2019,1,14,1,20.5454
2019,1,15,1,20.546
2019,1,16,1,20.428
2019,1,17,1,20.4417
2019,1,18,1,20.3891
2019,1,21,1,20.3627
2019,1,22,1,20.387
2019,1,23,1,20.3423
2019,1,24,1,20.3585
2019,1,25,1,20.2269
2019,1,28,1,20.1774
2019,1,29,1,20.1782
2019,1,30,1,20.17
2019,1,31,1,20.2832
2019,2,1,1,20.2367
2019,2,4,1,20.2436
2019,2,5,1,20.2248
2019,2,6,1,20.0743
2019,2,7,1,19.9962
2019,2,8,1,19.9593
2019,2,9,1,19.9417
2019,2,11,1,19.9993
2019,2,12,1,19.8522
2019,2,13,1,19.9148
2019,2,14,1,19.8292
2019,2,15,1,19.8114
2019,2,18,1,19.8227
2019,2,19,1,19.8378
2019,2,20,1,19.8939
2019,2,21,1,19.9078
2019,2,22,1,19.8843
2019,2,23,1,19.8965
2019,2,25,1,19.8926
2019,2,26,1,19.9141
2019,2,27,1,19.9772
2019,2,28,1,19.9334
2019,3,1,1,19.9307
2019,3,2,1,19.9544
2019,3,4,1,19.9652
2019,3,5,1,19.8658
2019,3,6,1,19.7752
2019,3,7,1,19.7416
2019,3,8,1,19.501
2019,3,11,1,19.5999
2019,3,12,1,19.6079
2019,3,13,1,19.6459
2019,3,14,1,19.7316
2019,3,15,1,19.6698
2019,3,18,1,19.6468
2019,3,19,1,19.6244
2019,3,20,1,19.6259
2019,3,21,1,19.7168
2019,3,22,1,19.6276
2019,3,25,1,19.5767
2019,3,26,1,19.5715
2019,3,27,1,19.5002
2019,3,28,1,19.4807
2019,3,29,1,19.4477
2019,4,1,1,19.4408
2019,4,2,1,19.4438
2019,4,3,1,19.4053
2019,4,4,1,19.4722
2019,4,5,1,19.4279
2019,4,8,1,19.4436
2019,4,9,1,19.5222
2019,4,10,1,19.5179
2019,4,11,1,19.5249
2019,4,12,1,19.4807
2019,4,15,1,19.5419
2019,4,16,1,19.6059
2019,4,17,1,19.5274
2019,4,18,1,19.493
2019,4,19,1,19.3365
2019,4,22,1,19.2703
2019,4,23,1,19.3291
2019,4,24,1,19.2697
2019,4,25,1,19.1737
2019,4,26,1,19.1231
2019,4,29,1,19.1544
2019,4,30,1,19.212
2019,5,1,1,19.2587
2019,5,2,1,19.2347
2019,5,3,1,19.1991
2019,5,6,1,19.214
2019,5,7,1,19.2063
2019,5,8,1,19.1926
2019,5,9,1,19.1999
2019,5,10,1,19.2157
2019,5,13,1,19.2277
2019,5,14,1,19.1706
2019,5,15,1,19.1397
2019,5,16,1,19.133
2019,5,17,1,19.0525
2019,5,20,1,19.0216
2019,5,21,1,19.0122
2019,5,22,1,19.0062
2019,5,23,1,18.8898
2019,5,24,1,18.8584
2019,5,27,1,18.8891
2019,5,28,1,18.8471
2019,5,29,1,18.7943
2019,5,30,1,18.7232
2019,5,31,1,18.6837
2019,6,3,1,18.7176
2019,6,4,1,18.8399
2019,6,5,1,18.8567
2019,6,6,1,18.8431
2019,6,7,1,18.9203
2019,6,10,1,18.9904
2019,6,11,1,18.9363
2019,6,12,1,18.9824
2019,6,13,1,18.8775
2019,6,14,1,18.9095
2019,6,17,1,18.8179
2019,6,18,1,18.8014
2019,6,19,1,18.769
2019,6,20,1,18.7923
2019,6,21,1,18.8463
2019,6,24,1,18.9297
2019,6,25,1,19.0363
2019,6,26,1,18.9829
2019,6,27,1,18.9862
2019,6,28,1,18.9797
2019,7,1,1,18.9887
2019,7,2,1,18.8581
2019,7,3,1,18.7782
2019,7,4,1,18.7432
2019,7,5,1,18.767
2019,7,8,1,18.6077
2019,7,9,1,18.6273
2019,7,10,1,18.6165
2019,7,11,1,18.6992
2019,7,12,1,18.6704
2019,7,15,1,18.7353
2019,7,16,1,18.6987
2019,7,17,1,18.6417
2019,7,18,1,18.6431
2019,7,19,1,18.7424
2019,7,22,1,18.6331
2019,7,23,1,18.631
2019,7,24,1,18.5346
2019,7,25,1,18.5052
2019,7,26,1,18.4929
2019,7,29,1,18.47
2019,7,30,1,18.4879
2019,7,31,1,18.4732
2019,8,1,1,18.33
2019,8,2,1,18.3789
2019,8,5,1,18.3866
2019,8,6,1,18.5522
2019,8,7,1,18.5399
2019,8,8,1,18.5511
2019,8,9,1,18.5205
2019,8,12,1,18.5832
2019,8,13,1,18.5998
2019,8,14,1,18.5277
2019,8,15,1,18.4907
2019,8,16,1,18.4154
2019,8,19,1,18.4349
2019,8,20,1,18.3912
2019,8,21,1,18.426
2019,8,22,1,18.4011
2019,8,23,1,18.3587
2019,8,26,1,18.482
2019,8,27,1,18.3866
2019,8,28,1,18.3562
2019,8,29,1,18.3435
2019,8,30,1,18.2985
2019,9,2,1,18.2272
2019,9,3,1,18.1663
2019,9,4,1,18.162
2019,9,5,1,18.2345
2019,9,6,1,18.1857
2019,9,9,1,18.1565
2019,9,10,1,18.1834
2019,9,11,1,18.1776
2019,9,12,1,18.0911
2019,9,13,1,18.1646
2019,9,16,1,18.1217
2019,9,17,1,17.974
2019,9,18,1,18.0822
2019,9,19,1,18.0341
2019,9,20,1,18.0095
2019,9,23,1,17.963
2019,9,24,1,17.9257
2019,9,25,1,17.9736
2019,9,26,1,17.8117
2019,9,27,1,17.8122
2019,9,30,1,17.7939
2019,10,1,1,17.7452
2019,10,2,1,17.7981
2019,10,3,1,17.9004
2019,10,4,1,17.8815
2019,10,7,1,17.9019
2019,10,8,1,17.8937
2019,10,9,1,17.8481
2019,10,10,1,17.8827
2019,10,11,1,17.9178
2019,10,14,1,17.9079
2019,10,15,1,17.9324
2019,10,16,1,17.9168
2019,10,17,1,17.9699
2019,10,18,1,18.0559
2019,10,21,1,18.0506
2019,10,22,1,18.063
2019,10,23,1,18.0225
2019,10,24,1,18.0211
2019,10,25,1,17.9108
2019,10,28,1,17.8753
2019,10,29,1,17.9138
2019,10,30,1,17.9237
2019,10,31,1,17.9977
2019,11,1,1,17.9993
2019,11,4,1,17.994
2019,11,5,1,17.9328
2019,11,6,1,17.864
2019,11,7,1,17.8622
2019,11,8,1,17.8355
2019,11,11,1,17.7895
2019,11,12,1,17.8175
2019,11,13,1,17.7583
2019,11,14,1,17.7637
2019,11,15,1,17.7801
2019,11,18,1,17.7771
2019,11,19,1,17.8591
2019,11,20,1,17.8356
2019,11,21,1,17.8291
2019,11,22,1,17.8161
2019,11,25,1,17.7597
2019,11,26,1,17.7766
2019,11,27,1,17.7642
2019,11,28,1,17.7296
2019,11,29,1,17.7457
2019,12,2,1,17.7904
2019,12,3,1,17.8372
2019,12,4,1,17.8634
2019,12,5,1,17.8594
2019,12,6,1,17.9202
2019,12,9,1,17.8572
2019,12,10,1,17.8344
2019,12,11,1,17.9247
2019,12,12,1,17.9777
2019,12,13,1,17.9408
2019,12,16,1,17.8786
2019,12,17,1,17.8734
2019,12,18,1,17.8735
2019,12,19,1,17.8419
2019,12,20,1,17.848
2019,12,23,1,17.8016
2019,12,24,1,17.8089
2019,12,25,1,17.8034
2019,12,26,1,17.8177
2019,12,27,1,17.7974
2019,12,30,1,17.9582
2019,12,31,1,17.9728
2020,1,1,1,17.9961
2020,1,2,1,17.9841
2020,1,3,1,17.9199
2020,1,6,1,17.9247
2020,1,7,1,17.996
2020,1,8,1,17.9277
2020,1,9,1,17.8013
2020,1,10,1,17.7633
2020,1,13,1,17.7444
2020,1,14,1,17.7381
2020,1,15,1,17.6729
2020,1,16,1,17.6855
2020,1,17,1,17.6291
2020,1,20,1,17.5517
2020,1,21,1,17.5135
2020,1,22,1,17.5086
2020,1,23,1,17.5262
2020,1,24,1,17.433
2020,1,27,1,17.4077
2020,1,28,1,17.399
2020,1,29,1,17.4148
2020,1,30,1,17.3958
2020,1,31,1,17.4306
2020,2,3,1,17.5143
2020,2,4,1,17.5072
2020,2,5,1,17.4495
2020,2,6,1,17.3572
2020,2,7,1,17.3092
2020,2,10,1,17.2369
2020,2,11,1,17.163
2020,2,12,1,17.16
2020,2,13,1,17.1048
2020,2,14,1,17.0204
2020,2,17,1,16.9358
2020,2,18,1,16.9506
2020,2,19,1,16.8401
2020,2,20,1,16.8574
2020,2,21,1,16.7923
2020,2,24,1,16.8686
2020,2,25,1,16.8888
2020,2,26,1,16.958
2020,2,27,1,16.979
2020,2,28,1,17.1973
2020,3,2,1,17.1977
2020,3,3,1,17.4128
2020,3,4,1,17.4842
2020,3,5,1,17.4279
2020,3,6,1,17.5802
2020,3,9,1,17.6946
2020,3,10,1,17.9702
2020,3,11,1,17.733
2020,3,12,1,17.6923
2020,3,13,1,17.5605
2020,3,16,1,17.4533
2020,3,17,1,17.6124
2020,3,18,1,17.3203
2020,3,19,1,17.1911
2020,3,20,1,16.8399
2020,3,23,1,16.8462
2020,3,24,1,16.8927
2020,3,25,1,16.9927
2020,3,26,1,17.1376
2020,3,27,1,17.3723
2020,3,30,1,17.54
2020,3,31,1,17.4259
2020,4,1,1,17.3628
2020,4,2,1,17.2683
2020,4,3,1,17.1014
2020,4,6,1,17.0313
2020,4,7,1,16.999
2020,4,8,1,17.1914
2020,4,9,1,17.0998
2020,4,10,1,17.253
2020,4,13,1,17.2321
2020,4,14,1,17.1911
2020,4,15,1,17.3349
2020,4,16,1,17.2222
2020,4,17,1,17.0651
2020,4,20,1,17.1273
2020,4,21,1,17.1077
2020,4,22,1,17.0998
2020,4,23,1,17.047
2020,4,24,1,17.0131
2020,4,27,1,17.0234
2020,4,28,1,17.0565
2020,4,29,1,17.0407
2020,4,30,1,17.1234
2020,5,1,1,17.2557
2020,5,4,1,17.2943
2020,5,5,1,17.1785
2020,5,6,1,17.0622
2020,5,7,1,17.0021
2020,5,8,1,17.062
2020,5,11,1,17.0699
2020,5,12,1,17.021
2020,5,13,1,17.0856
2020,5,14,1,17.0391
2020,5,15,1,17.0071
2020,5,18,1,17.0352
2020,5,19,1,17.2316
2020,5,20,1,17.2553
2020,5,21,1,17.3696
2020,5,22,1,17.3659
2020,5,25,1,17.2914
2020,5,26,1,17.2866
2020,5,27,1,17.419
2020,5,28,1,17.4311
2020,5,29,1,17.5468
2020,6,1,1,17.6434
2020,6,2,1,17.7412
2020,6,3,1,17.8808
2020,6,4,1,18.0643
2020,6,5,1,18.4093
2020,6,8,1,18.3108
2020,6,9,1,18.3012
2020,6,10,1,18.3627
2020,6,11,1,18.4137
2020,6,12,1,18.2818
2020,6,15,1,18.2261
2020,6,16,1,18.3311
2020,6,17,1,18.2252
2020,6,18,1,18.1928
2020,6,19,1,18.1313
2020,6,22,1,18.1141
2020,6,23,1,18.2179
2020,6,24,1,18.2859
2020,6,25,1,18.2033
2020,6,26,1,18.1315
2020,6,29,1,18.1877
2020,6,30,1,18.1663
2020,7,1,1,18.1405
2020,7,2,1,18.1439
2020,7,3,1,18.1189
2020,7,6,1,18.101
2020,7,7,1,18.1607
2020,7,8,1,18.0706
2020,7,9,1,18.1491
2020,7,10,1,18.0415
2020,7,13,1,18.0623
2020,7,14,1,18.1132
2020,7,15,1,18.1944
2020,7,16,1,18.2234
2020,7,17,1,18.1632
2020,7,20,1,18.2401
2020,7,21,1,18.2817
2020,7,22,1,18.4194
2020,7,23,1,18.5084
2020,7,24,1,18.5436
2020,7,27,1,18.6111
2020,7,28,1,18.7931
2020,7,29,1,18.7254
2020,7,30,1,18.8254
2020,7,31,1,18.9181
2020,8,3,1,18.8175
2020,8,4,1,18.7887
2020,8,5,1,18.8714
2020,8,6,1,18.9749
2020,8,7,1,18.9676
2020,8,10,1,18.8696
2020,8,11,1,18.7624
2020,8,12,1,18.7605
2020,8,13,1,18.8223
2020,8,14,1,18.8213
2020,8,17,1,18.8463
2020,8,18,1,18.9038
2020,8,19,1,19.018
2020,8,20,1,18.8595
2020,8,21,1,18.893
2020,8,24,1,18.7443
2020,8,25,1,18.7391
2020,8,26,1,18.8177
2020,8,27,1,18.7758
2020,8,28,1,18.7615
2020,8,31,1,18.848
2020,9,1,1,18.9424
2020,9,2,1,18.9028
2020,9,3,1,18.7973
2020,9,4,1,18.7349
2020,9,7,1,18.6666
2020,9,8,1,18.6709
2020,9,9,1,18.614
2020,9,10,1,18.622
2020,9,11,1,18.6189
2020,9,14,1,18.6184
2020,9,15,1,18.7111
2020,9,16,1,18.6756
2020,9,17,1,18.622
2020,9,18,1,18.6732
2020,9,21,1,18.6488
2020,9,22,1,18.515
2020,9,23,1,18.4702
2020,9,24,1,18.3653
2020,9,25,1,18.4102
2020,9,28,1,18.3738
2020,9,29,1,18.3856
2020,9,30,1,18.5062
2020,10,1,1,18.4766
2020,10,2,1,18.5031
2020,10,5,1,18.3941
2020,10,6,1,18.5331
2020,10,7,1,18.4459
2020,10,8,1,18.4781
2020,10,9,1,18.4734
2020,10,12,1,18.4879
2020,10,13,1,18.5464
2020,10,14,1,18.4295
2020,10,15,1,18.4436
2020,10,16,1,18.3816
2020,10,19,1,18.3969
2020,10,20,1,18.4781
2020,10,21,1,18.5606
2020,10,22,1,18.6249
2020,10,23,1,18.5661
2020,10,26,1,18.6289
2020,10,27,1,18.5417
2020,10,28,1,18.5307
2020,10,29,1,18.4404
2020,10,30,1,18.3282
2020,11,2,1,18.2972
2020,11,3,1,18.3187
2020,11,4,1,18.4043
2020,11,5,1,18.4349
2020,11,6,1,18.5503
2020,11,9,1,18.6302
2020,11,10,1,18.5102
2020,11,11,1,18.4827
2020,11,12,1,18.431
2020,11,13,1,18.463
2020,11,16,1,18.4651
2020,11,17,1,18.5484
2020,11,18,1,18.5419
2020,11,19,1,18.5152
2020,11,20,1,18.525
2020,11,23,1,18.4774
2020,11,24,1,18.5209
2020,11,25,1,18.6079
2020,11,26,1,18.6605
2020,11,27,1,18.6296
2020,11,30,1,18.7703
2020,12,1,1,18.6733
2020,12,2,1,18.9016
2020,12,3,1,18.9737
2020,12,4,1,19.0304
2020,12,7,1,19.0417
2020,12,8,1,18.9885
2020,12,9,1,18.9775
2020,12,10,1,18.9575
2020,12,11,1,19.0672
2020,12,14,1,19.0987
2020,12,15,1,19.1139
2020,12,16,1,19.0908
2020,12,17,1,19.1402
2020,12,18,1,19.273
2020,12,21,1,19.122
2020,12,22,1,19.1741
2020,12,23,1,19.0594
2020,12,24,1,19.1352
2020,12,25,1,19.1214
2020,12,28,1,19.1999
2020,12,29,1,19.2051
2020,12,30,1,19.2661
2020,12,31,1,19.3448
2021,1,1,1,19.225
2021,1,4,1,19.195
2021,1,5,1,19.2768
2021,1,6,1,19.3047
2021,1,7,1,19.3526
2021,1,8,1,19.2686
2021,1,11,1,19.0952
2021,1,12,1,19.0179
2021,1,13,1,19.1254
2021,1,14,1,19.0387
2021,1,15,1,19.034
2021,1,18,1,18.9855
2021,1,19,1,18.9625
2021,1,20,1,19.0539
2021,1,21,1,19.0609
2021,1,22,1,19.134
2021,1,25,1,19.1263
2021,1,26,1,19.0688
2021,1,27,1,19.1285
2021,1,28,1,19.0248
2021,1,29,1,19.0429
2021,2,1,1,19.1281
2021,2,2,1,18.968
2021,2,3,1,18.9505
2021,2,4,1,18.9182
2021,2,5,1,18.7715
2021,2,8,1,18.8644
2021,2,9,1,18.868
2021,2,10,1,18.9784
2021,2,11,1,18.9768
2021,2,12,1,18.9592
2021,2,15,1,18.8619
2021,2,16,1,18.9447
2021,2,17,1,18.9096
2021,2,18,1,18.8154
2021,2,19,1,18.9345
2021,2,22,1,18.9934
2021,2,23,1,19.0606
2021,2,24,1,19.0512
2021,2,25,1,19.0747
2021,2,26,1,19.1155
2021,3,1,1,19.0078
2021,3,2,1,18.9531
2021,3,3,1,18.9595
2021,3,4,1,18.9035
2021,3,5,1,18.7838
2021,3,8,1,18.7176
2021,3,9,1,18.6353
2021,3,10,1,18.7187
2021,3,11,1,18.7612
2021,3,12,1,18.8133
2021,3,15,1,18.7183
2021,3,16,1,18.7405
2021,3,17,1,18.6805
2021,3,18,1,18.819
2021,3,19,1,18.6827
2021,3,22,1,18.7216
2021,3,23,1,18.7706
2021,3,24,1,18.6831
2021,3,25,1,18.6173
2021,3,26,1,18.4746
2021,3,29,1,18.5285
2021,3,30,1,18.4695
2021,3,31,1,18.4176
2021,4,1,1,18.4374
2021,4,2,1,18.5017
2021,4,5,1,18.4765
2021,4,6,1,18.5598
2021,4,7,1,18.6556
2021,4,8,1,18.6312
2021,4,9,1,18.7153
2021,4,12,1,18.6793
2021,4,13,1,18.6884
2021,4,14,1,18.7464
2021,4,15,1,18.7727
2021,4,16,1,18.7643
2021,4,19,1,18.7783
2021,4,20,1,18.8905
2021,4,21,1,18.9041
2021,4,22,1,18.8709
2021,4,23,1,18.8636
2021,4,26,1,19.008
2021,4,27,1,18.9535
2021,4,28,1,18.9542
2021,4,29,1,18.9893
2021,4,30,1,18.9737
2021,5,3,1,18.8406
2021,5,4,1,18.8922
2021,5,5,1,18.8244
2021,5,6,1,18.8118
2021,5,7,1,18.9074
2021,5,10,1,19.0517
