,Unnamed: 0,year,month,day,XAU_Price
326,1465,2018,9,5,21337.54
327,1464,2018,9,6,21441.74
328,1463,2018,9,7,21468.27
329,1462,2018,9,10,21464.36
330,1461,2018,9,11,21331.99
331,1460,2018,9,12,21389.36
332,1459,2018,9,13,21604.47
333,1458,2018,9,14,21559.18
334,1457,2018,9,17,21465.53
335,1456,2018,9,18,21538.65
336,1455,2018,9,19,21453.55
337,1454,2018,9,20,21554.69
338,1453,2018,9,21,21620.4
339,1452,2018,9,24,21504.4
340,1451,2018,9,25,21477.34
341,1450,2018,9,26,21523.76
342,1449,2018,9,27,21386.37
343,1448,2018,9,28,21215.38
344,1447,2018,10,1,21441.74
345,1446,2018,10,2,21299.28
346,1445,2018,10,3,21552.44
347,1444,2018,10,4,21444.67
348,1443,2018,10,5,21457.37
349,1442,2018,10,8,21523.53
350,1441,2018,10,9,21295.22
351,1440,2018,10,10,21305.84
352,1439,2018,10,11,21379.64
353,1438,2018,10,12,21924.72
354,1437,2018,10,15,21878.04
355,1436,2018,10,16,22002.13
356,1435,2018,10,17,21927.51
357,1434,2018,10,18,21898.15
358,1433,2018,10,19,21957.65
359,1432,2018,10,22,21912.85
360,1431,2018,10,23,21885.94
361,1430,2018,10,24,22056.35
362,1429,2018,10,25,22104.63
363,1428,2018,10,26,22069.59
364,1427,2018,10,29,22119.56
365,1426,2018,10,30,22048.83
366,1425,2018,10,31,21909.45
367,1424,2018,11,1,21753.99
368,1423,2018,11,2,22101.62
369,1422,2018,11,5,22111.58
370,1421,2018,11,6,22039.92
371,1420,2018,11,7,22026.08
372,1419,2018,11,8,21973.11
373,1418,2018,11,9,21911.92
374,1417,2018,11,12,21671.29
375,1416,2018,11,13,21503.65
376,1415,2018,11,14,21530.41
377,1414,2018,11,15,21687.99
378,1413,2018,11,16,21731.51
379,1412,2018,11,19,21979.36
380,1411,2018,11,20,21911.72
381,1410,2018,11,21,21822.29
382,1409,2018,11,22,22083.49
383,1408,2018,11,23,21956.76
384,1407,2018,11,26,21789.17
385,1406,2018,11,27,21992.43
386,1405,2018,11,28,21774.19
387,1404,2018,11,29,21872.94
388,1403,2018,11,30,21918.62
389,1402,2018,12,3,21930.54
390,1401,2018,12,4,22047.35
391,1400,2018,12,5,22160.92
392,1399,2018,12,6,22232.33
393,1398,2018,12,7,22174.9
394,1397,2018,12,10,22469.42
395,1396,2018,12,11,22285.7
396,1395,2018,12,12,22263.53
397,1394,2018,12,13,22302.64
398,1393,2018,12,14,22198.14
399,1392,2018,12,17,22273.87
400,1391,2018,12,18,22321.62
401,1390,2018,12,19,22375.12
402,1389,2018,12,20,22264.86
403,1388,2018,12,21,22564.08
404,1387,2018,12,24,22676.56
405,1386,2018,12,25,22768.21
406,1385,2018,12,26,22758.98
407,1384,2018,12,27,22698.28
408,1383,2018,12,28,22813.25
409,1382,2018,12,31,23057.52
410,1381,2019,1,1,22971.66
411,1380,2019,1,2,22953.84
412,1379,2019,1,3,23091.69
413,1378,2019,1,4,23168.66
414,1377,2019,1,7,23050.65
415,1376,2019,1,8,23078.39
416,1375,2019,1,9,23051.35
417,1374,2019,1,10,23153.22
418,1373,2019,1,11,23064.69
419,1372,2019,1,14,23061.3
420,1371,2019,1,15,23131.6
421,1370,2019,1,16,23080.41
422,1369,2019,1,17,23206.19
423,1368,2019,1,18,23117.65
424,1367,2019,1,21,22974.46
425,1366,2019,1,22,22958.63
426,1365,2019,1,23,23029.69
427,1364,2019,1,24,22950.14
428,1363,2019,1,25,22910.71
429,1362,2019,1,28,23068.1
430,1361,2019,1,29,23018.54
431,1360,2019,1,30,23141.24
432,1359,2019,1,31,23338.29
433,1358,2019,2,1,23349.67
434,1357,2019,2,4,23292.69
435,1356,2019,2,5,23200.28
436,1355,2019,2,6,23144.38
437,1354,2019,2,7,22995.74
438,1353,2019,2,8,23051.56
439,1352,2019,2,11,23212.46
440,1351,2019,2,12,23017.1
441,1350,2019,2,13,23055.44
442,1349,2019,2,14,22983.29
443,1348,2019,2,15,23024.87
444,1347,2019,2,18,23213.71
445,1346,2019,2,19,23274.33
446,1345,2019,2,20,23518.26
447,1344,2019,2,21,23509.71
448,1343,2019,2,22,23212.05
449,1342,2019,2,25,23315.24
450,1341,2019,2,26,23244.1
451,1340,2019,2,27,23309.6
452,1339,2019,2,28,23142.78
453,1338,2019,3,1,22997.53
454,1337,2019,3,4,22637.33
455,1336,2019,3,5,22544.21
456,1335,2019,3,6,22486.04
457,1334,2019,3,7,22468.18
458,1333,2019,3,8,22397.16
459,1332,2019,3,11,22652.05
460,1331,2019,3,12,22546.41
461,1330,2019,3,13,22652.79
462,1329,2019,3,14,22806.19
463,1328,2019,3,15,22554.98
464,1327,2019,3,18,22597.32
465,1326,2019,3,19,22567.75
466,1325,2019,3,20,22591.3
467,1324,2019,3,21,22672.41
468,1323,2019,3,22,22593.45
469,1322,2019,3,25,22721.06
470,1321,2019,3,26,22869.67
471,1320,2019,3,27,22765.34
472,1319,2019,3,28,22684.7
473,1318,2019,3,29,22364.37
474,1317,2019,4,1,22381.37
475,1316,2019,4,2,22323.06
476,1315,2019,4,3,22386.71
477,1314,2019,4,4,22357.29
478,1313,2019,4,5,22369.98
479,1312,2019,4,8,22390.14
480,1311,2019,4,9,22472.46
481,1310,2019,4,10,22599.8
482,1309,2019,4,11,22655.44
483,1308,2019,4,12,22375.0
484,1307,2019,4,15,22362.65
485,1306,2019,4,16,22338.37
486,1305,2019,4,17,22097.45
487,1304,2019,4,18,21983.65
488,1303,2019,4,19,21936.81
489,1302,2019,4,22,21864.54
490,1301,2019,4,23,21890.47
491,1300,2019,4,24,21837.37
492,1299,2019,4,25,21913.11
493,1298,2019,4,26,21940.51
494,1297,2019,4,29,22096.51
495,1296,2019,4,30,21983.66
496,1295,2019,5,1,22039.35
497,1294,2019,5,2,21920.27
498,1293,2019,5,3,21825.06
499,1292,2019,5,6,21972.52
500,1291,2019,5,7,21955.28
501,1290,2019,5,8,22030.9
502,1289,2019,5,9,21971.18
503,1288,2019,5,10,21987.52
504,1287,2019,5,13,22009.18
505,1286,2019,5,14,22204.27
506,1285,2019,5,15,22140.31
507,1284,2019,5,16,22147.05
508,1283,2019,5,17,21934.84
509,1282,2019,5,20,21783.21
510,1281,2019,5,21,21749.02
511,1280,2019,5,22,21697.37
512,1279,2019,5,23,21576.66
513,1278,2019,5,24,21646.15
514,1277,2019,5,27,21693.07
515,1276,2019,5,28,21629.94
516,1275,2019,5,29,21547.88
517,1274,2019,5,30,21529.45
518,1273,2019,5,31,21625.2
519,1272,2019,6,3,21911.95
520,1271,2019,6,4,22210.86
521,1270,2019,6,5,22213.79
522,1269,2019,6,6,22321.62
523,1268,2019,6,7,22410.46
524,1267,2019,6,10,22403.81
525,1266,2019,6,11,22231.58
526,1265,2019,6,12,22239.06
527,1264,2019,6,13,22311.16
528,1263,2019,6,14,22499.48
529,1262,2019,6,17,22516.51
530,1261,2019,6,18,22453.63
531,1260,2019,6,19,22581.66
532,1259,2019,6,20,22774.71
533,1258,2019,6,21,23174.07
534,1257,2019,6,24,23349.3
535,1256,2019,6,25,23709.85
536,1255,2019,6,26,23772.71
537,1254,2019,6,27,23539.42
538,1253,2019,6,28,23537.37
539,1252,2019,7,1,23260.28
540,1251,2019,7,2,23127.41
541,1250,2019,7,3,23600.61
542,1249,2019,7,4,23579.59
543,1248,2019,7,5,23544.69
544,1247,2019,7,8,23212.84
545,1246,2019,7,9,23178.63
546,1245,2019,7,10,23214.14
547,1244,2019,7,11,23581.41
548,1243,2019,7,12,23287.02
549,1242,2019,7,15,23537.56
550,1241,2019,7,16,23488.46
551,1240,2019,7,17,23381.39
552,1239,2019,7,18,23691.93
553,1238,2019,7,19,24033.29
554,1237,2019,7,22,23674.16
555,1236,2019,7,23,23684.02
556,1235,2019,7,24,23560.7
557,1234,2019,7,25,23680.54
558,1233,2019,7,26,23469.88
559,1232,2019,7,29,23563.64
560,1231,2019,7,30,23671.87
561,1230,2019,7,31,23696.01
562,1229,2019,8,1,23398.58
563,1228,2019,8,2,23964.0
564,1227,2019,8,5,23857.18
565,1226,2019,8,6,24244.71
566,1225,2019,8,7,24408.38
567,1224,2019,8,8,24867.38
568,1223,2019,8,9,24864.07
569,1222,2019,8,12,24840.33
570,1221,2019,8,13,25066.73
571,1220,2019,8,14,24902.19
572,1219,2019,8,15,25171.04
573,1218,2019,8,16,25254.26
574,1217,2019,8,19,25115.32
575,1216,2019,8,20,24824.07
576,1215,2019,8,21,25012.07
577,1214,2019,8,22,24945.28
578,1213,2019,8,23,24826.84
579,1212,2019,8,26,25525.46
580,1211,2019,8,27,25292.11
581,1210,2019,8,28,25521.21
582,1209,2019,8,29,25487.51
583,1208,2019,8,30,25283.45
584,1207,2019,9,2,25214.66
585,1206,2019,9,3,25330.19
586,1205,2019,9,4,25606.93
587,1204,2019,9,5,25656.72
588,1203,2019,9,6,25035.38
589,1202,2019,9,9,24821.96
590,1201,2019,9,10,24673.56
591,1200,2019,9,11,24452.91
592,1199,2019,9,12,24595.73
593,1198,2019,9,13,24616.05
594,1197,2019,9,16,24572.19
595,1196,2019,9,17,24483.05
596,1195,2019,9,18,24517.06
597,1194,2019,9,19,24426.91
598,1193,2019,9,20,24448.7
599,1192,2019,9,23,24730.97
600,1191,2019,9,24,24819.6
601,1190,2019,9,25,24983.66
602,1189,2019,9,26,24478.85
603,1188,2019,9,27,24543.3
604,1187,2019,9,30,24349.94
605,1186,2019,10,1,23969.55
606,1185,2019,10,2,24082.53
607,1184,2019,10,3,24500.03
608,1183,2019,10,4,24548.2
609,1182,2019,10,7,24542.56
610,1181,2019,10,8,24357.61
611,1180,2019,10,9,24524.62
612,1179,2019,10,10,24538.05
613,1178,2019,10,11,24320.05
614,1177,2019,10,14,24142.52
615,1176,2019,10,15,24279.44
616,1175,2019,10,16,24053.4
617,1174,2019,10,17,24181.1
618,1173,2019,10,18,24216.8
619,1172,2019,10,21,24169.26
620,1171,2019,10,22,24046.49
621,1170,2019,10,23,24101.57
622,1169,2019,10,24,24157.04
623,1168,2019,10,25,24258.89
624,1167,2019,10,28,24265.11
625,1166,2019,10,29,24089.21
626,1165,2019,10,30,23997.09
627,1164,2019,10,31,24139.71
628,1163,2019,11,1,24419.27
629,1162,2019,11,4,24402.47
630,1161,2019,11,5,24329.07
631,1160,2019,11,6,23932.16
632,1159,2019,11,7,24058.29
633,1158,2019,11,8,23702.57
634,1157,2019,11,11,23547.71
635,1156,2019,11,12,23511.42
636,1155,2019,11,13,23493.92
637,1154,2019,11,14,23619.97
638,1153,2019,11,15,23729.95
639,1152,2019,11,18,23607.31
640,1151,2019,11,19,23732.48
641,1150,2019,11,20,23708.87
642,1149,2019,11,21,23692.77
643,1148,2019,11,22,23593.11
644,1147,2019,11,25,23557.51
645,1146,2019,11,26,23486.53
646,1145,2019,11,27,23557.46
647,1144,2019,11,28,23440.92
648,1143,2019,11,29,23469.12
649,1142,2019,12,2,23696.21
650,1141,2019,12,3,23544.65
651,1140,2019,12,4,23816.18
652,1139,2019,12,5,23767.82
653,1138,2019,12,6,23822.04
654,1137,2019,12,9,23576.32
655,1136,2019,12,10,23562.62
656,1135,2019,12,11,23661.96
657,1134,2019,12,12,23823.33
658,1133,2019,12,13,23692.05
659,1132,2019,12,16,23720.28
660,1131,2019,12,17,23675.81
661,1130,2019,12,18,23664.79
662,1129,2019,12,19,23689.96
663,1128,2019,12,20,23732.65
664,1127,2019,12,23,23747.29
665,1126,2019,12,24,23857.46
666,1125,2019,12,25,24080.12
667,1124,2019,12,26,24088.11
668,1123,2019,12,27,24237.37
669,1122,2019,12,30,24294.56
670,1121,2019,12,31,24318.08
671,1120,2020,1,1,24352.61
672,1119,2020,1,2,24336.46
673,1118,2020,1,3,24527.57
674,1117,2020,1,6,24909.53
675,1116,2020,1,7,25170.24
676,1115,2020,1,8,25308.48
677,1114,2020,1,9,24950.87
678,1113,2020,1,10,24830.4
679,1112,2020,1,13,24918.54
680,1111,2020,1,14,24658.38
681,1110,2020,1,15,24556.21
682,1109,2020,1,16,24682.54
683,1108,2020,1,17,24576.24
684,1107,2020,1,20,24663.63
685,1106,2020,1,21,24639.53
686,1105,2020,1,22,24612.63
687,1104,2020,1,23,24629.37
688,1103,2020,1,24,24646.23
689,1102,2020,1,27,24966.38
690,1101,2020,1,28,24977.37
691,1100,2020,1,29,24767.39
692,1099,2020,1,30,24917.49
693,1098,2020,1,31,24875.22
694,1097,2020,2,3,25109.29
695,1096,2020,2,4,24960.84
696,1095,2020,2,5,24535.29
697,1094,2020,2,6,24554.48
698,1093,2020,2,7,24691.13
699,1092,2020,2,10,24716.39
700,1091,2020,2,11,24727.27
701,1090,2020,2,12,24646.7
702,1089,2020,2,13,24632.33
703,1088,2020,2,14,24742.44
704,1087,2020,2,17,24776.79
705,1086,2020,2,18,24765.1
706,1085,2020,2,19,24990.71
707,1084,2020,2,20,25139.8
708,1083,2020,2,21,25218.75
709,1082,2020,2,24,25814.76
710,1081,2020,2,25,25817.11
711,1080,2020,2,26,25475.8
712,1079,2020,2,27,25596.89
713,1078,2020,2,28,25713.71
714,1077,2020,3,2,24868.91
715,1076,2020,3,3,24861.9
716,1075,2020,3,4,25676.11
717,1074,2020,3,5,25616.33
718,1073,2020,3,6,26153.14
719,1072,2020,3,9,26551.26
720,1071,2020,3,10,26378.92
721,1070,2020,3,11,25929.0
722,1069,2020,3,12,25669.54
723,1068,2020,3,13,24762.89
724,1067,2020,3,16,24588.93
725,1066,2020,3,17,23851.05
726,1065,2020,3,18,24077.74
727,1064,2020,3,19,23409.28
728,1063,2020,3,20,23168.31
729,1062,2020,3,23,23753.39
730,1061,2020,3,24,24473.55
731,1060,2020,3,25,25638.1
732,1059,2020,3,26,25473.18
733,1058,2020,3,27,25687.07
734,1057,2020,3,30,25546.8
735,1056,2020,3,31,25596.54
736,1055,2020,4,1,24829.39
737,1054,2020,4,2,25063.6
738,1053,2020,4,3,25415.6
739,1052,2020,4,6,25160.72
740,1051,2020,4,7,26172.63
741,1050,2020,4,8,26015.99
742,1049,2020,4,9,25915.63
743,1048,2020,4,10,26575.07
744,1047,2020,4,13,26549.88
745,1046,2020,4,14,26978.43
746,1045,2020,4,15,27272.11
747,1044,2020,4,16,27099.3
748,1043,2020,4,17,27051.55
749,1042,2020,4,20,26653.04
750,1041,2020,4,21,26712.29
751,1040,2020,4,22,26560.91
752,1039,2020,4,23,27013.83
753,1038,2020,4,24,27348.27
754,1037,2020,4,27,27186.91
755,1036,2020,4,28,27002.45
756,1035,2020,4,29,26903.35
757,1034,2020,4,30,26978.91
758,1033,2020,5,1,26572.28
759,1032,2020,5,4,26759.35
760,1031,2020,5,5,26843.63
761,1030,2020,5,6,26850.53
762,1029,2020,5,7,26547.71
763,1028,2020,5,8,27030.24
764,1027,2020,5,11,26816.67
765,1026,2020,5,12,26727.72
766,1025,2020,5,13,26818.43
767,1024,2020,5,14,27035.16
768,1023,2020,5,15,27236.43
769,1022,2020,5,18,26819.12
770,1021,2020,5,19,27355.19
771,1020,2020,5,20,27549.27
772,1019,2020,5,21,27654.29
773,1018,2020,5,22,27388.88
774,1017,2020,5,25,27510.93
775,1016,2020,5,26,27419.18
776,1015,2020,5,27,27132.91
777,1014,2020,5,28,27076.77
778,1013,2020,5,29,27220.04
779,1012,2020,6,1,27650.06
780,1011,2020,6,2,27714.15
781,1010,2020,6,3,27653.54
782,1009,2020,6,4,27313.3
783,1008,2020,6,5,27843.5
784,1007,2020,6,8,27325.01
785,1006,2020,6,9,27517.18
786,1005,2020,6,10,27761.13
787,1004,2020,6,11,28151.29
788,1003,2020,6,12,27948.79
789,1002,2020,6,15,28076.58
790,1001,2020,6,16,27929.65
791,1000,2020,6,17,27942.18
792,999,2020,6,18,27939.0
793,998,2020,6,19,27877.14
794,997,2020,6,22,28321.43
795,996,2020,6,23,28402.98
796,995,2020,6,24,28602.53
797,994,2020,6,25,28508.79
798,993,2020,6,26,28498.1
