,Date,EUR/USD,year,month,day
1642,1990-12-27,1.3405,1990,12,27
1643,1990-12-26,1.3339,1990,12,26
1644,1990-12-25,1.3339,1990,12,25
1645,1990-12-24,1.3339,1990,12,24
1646,1990-12-21,1.3405,1990,12,21
1647,1990-12-20,1.3638,1990,12,20
1648,1990-12-19,1.3832,1990,12,19
1649,1990-12-18,1.3784,1990,12,18
1650,1990-12-17,1.3775,1990,12,17
1651,1990-12-14,1.384,1990,12,14
1652,1990-12-13,1.3869,1990,12,13
1653,1990-12-12,1.3868,1990,12,12
1654,1990-12-11,1.3881,1990,12,11
1655,1990-12-10,1.3944,1990,12,10
1656,1990-12-07,1.3893,1990,12,7
1657,1990-12-06,1.3792,1990,12,6
1658,1990-12-05,1.3698,1990,12,5
1659,1990-12-04,1.3698,1990,12,4
1660,1990-12-03,1.3615,1990,12,3
1661,1990-11-30,1.371,1990,11,30
1662,1990-11-29,1.3876,1990,11,29
1663,1990-11-28,1.3901,1990,11,28
1664,1990-11-27,1.3942,1990,11,27
1665,1990-11-26,1.3832,1990,11,26
1666,1990-11-23,1.3888,1990,11,23
1667,1990-11-22,1.3956,1990,11,22
1668,1990-11-21,1.3929,1990,11,21
1669,1990-11-20,1.3967,1990,11,20
1670,1990-11-19,1.3985,1990,11,19
1671,1990-11-16,1.3985,1990,11,16
1672,1990-11-15,1.3927,1990,11,15
1673,1990-11-14,1.3918,1990,11,14
1674,1990-11-13,1.3921,1990,11,13
1675,1990-11-12,1.3915,1990,11,12
1676,1990-11-09,1.387,1990,11,9
1677,1990-11-08,1.3882,1990,11,8
1678,1990-11-07,1.3925,1990,11,7
1679,1990-11-06,1.3914,1990,11,6
1680,1990-11-05,1.3897,1990,11,5
1681,1990-11-02,1.3765,1990,11,2
1682,1990-11-01,1.374,1990,11,1
1683,1990-10-31,1.368,1990,10,31
1684,1990-10-30,1.3648,1990,10,30
1685,1990-10-29,1.3662,1990,10,29
1686,1990-10-26,1.3668,1990,10,26
1687,1990-10-25,1.369,1990,10,25
1688,1990-10-24,1.3733,1990,10,24
1689,1990-10-23,1.3645,1990,10,23
1690,1990-10-22,1.3639,1990,10,22
1691,1990-10-19,1.376,1990,10,19
1692,1990-10-18,1.3685,1990,10,18
1693,1990-10-17,1.3674,1990,10,17
1694,1990-10-16,1.3685,1990,10,16
1695,1990-10-15,1.361,1990,10,15
1696,1990-10-12,1.363,1990,10,12
1697,1990-10-11,1.3618,1990,10,11
1698,1990-10-10,1.3565,1990,10,10
1699,1990-10-09,1.36,1990,10,9
1700,1990-10-08,1.3497,1990,10,8
1701,1990-10-05,1.3357,1990,10,5
1702,1990-10-04,1.344,1990,10,4
1703,1990-10-03,1.339,1990,10,3
1704,1990-10-02,1.3302,1990,10,2
1705,1990-10-01,1.3285,1990,10,1
1706,1990-09-28,1.3155,1990,9,28
1707,1990-09-27,1.3125,1990,9,27
1708,1990-09-26,1.3169,1990,9,26
1709,1990-09-25,1.3265,1990,9,25
1710,1990-09-24,1.3304,1990,9,24
1711,1990-09-21,1.3137,1990,9,21
1712,1990-09-20,1.3131,1990,9,20
1713,1990-09-19,1.3215,1990,9,19
1714,1990-09-18,1.3365,1990,9,18
1715,1990-09-17,1.3342,1990,9,17
1716,1990-09-14,1.3186,1990,9,14
1717,1990-09-13,1.3015,1990,9,13
1718,1990-09-12,1.3054,1990,9,12
1719,1990-09-11,1.3035,1990,9,11
1720,1990-09-10,1.3088,1990,9,10
1721,1990-09-07,1.321,1990,9,7
1722,1990-09-06,1.3291,1990,9,6
1723,1990-09-05,1.3235,1990,9,5
1724,1990-09-04,1.3087,1990,9,4
1725,1990-09-03,1.3083,1990,9,3
1726,1990-08-31,1.316,1990,8,31
1727,1990-08-30,1.3268,1990,8,30
1728,1990-08-29,1.3367,1990,8,29
1729,1990-08-28,1.338,1990,8,28
1730,1990-08-27,1.3403,1990,8,27
1731,1990-08-24,1.3388,1990,8,24
1732,1990-08-23,1.3335,1990,8,23
1733,1990-08-22,1.3279,1990,8,22
1734,1990-08-21,1.3224,1990,8,21
1735,1990-08-20,1.331,1990,8,20
1736,1990-08-17,1.337,1990,8,17
1737,1990-08-16,1.3265,1990,8,16
1738,1990-08-15,1.3305,1990,8,15
1739,1990-08-14,1.3245,1990,8,14
1740,1990-08-13,1.3182,1990,8,13
1741,1990-08-10,1.305,1990,8,10
1742,1990-08-09,1.3045,1990,8,9
1743,1990-08-08,1.3048,1990,8,8
1744,1990-08-07,1.3121,1990,8,7
1745,1990-08-06,1.3157,1990,8,6
1746,1990-08-03,1.2995,1990,8,3
1747,1990-08-02,1.3009,1990,8,2
1748,1990-08-01,1.3005,1990,8,1
1749,1990-07-31,1.3047,1990,7,31
1750,1990-07-30,1.2877,1990,7,30
1751,1990-07-27,1.2835,1990,7,27
1752,1990-07-26,1.2765,1990,7,26
1753,1990-07-25,1.2775,1990,7,25
1754,1990-07-24,1.2771,1990,7,24
1755,1990-07-23,1.274,1990,7,23
1756,1990-07-20,1.2624,1990,7,20
1757,1990-07-19,1.263,1990,7,19
1758,1990-07-18,1.2615,1990,7,18
1759,1990-07-17,1.258,1990,7,17
1760,1990-07-16,1.2534,1990,7,16
1761,1990-07-13,1.2603,1990,7,13
1762,1990-07-12,1.2475,1990,7,12
1763,1990-07-11,1.254,1990,7,11
1764,1990-07-10,1.2605,1990,7,10
1765,1990-07-09,1.2565,1990,7,9
1766,1990-07-06,1.2511,1990,7,6
1767,1990-07-05,1.2535,1990,7,5
1768,1990-07-04,1.2561,1990,7,4
1769,1990-07-03,1.2506,1990,7,3
1770,1990-07-02,1.2465,1990,7,2
1771,1990-06-29,1.2365,1990,6,29
1772,1990-06-28,1.2374,1990,6,28
1773,1990-06-27,1.2395,1990,6,27
1774,1990-06-26,1.235,1990,6,26
1775,1990-06-25,1.2302,1990,6,25
1776,1990-06-22,1.232,1990,6,22
1777,1990-06-21,1.2307,1990,6,21
1778,1990-06-20,1.2306,1990,6,20
1779,1990-06-19,1.2344,1990,6,19
1780,1990-06-18,1.2305,1990,6,18
1781,1990-06-15,1.2184,1990,6,15
1782,1990-06-14,1.2248,1990,6,14
1783,1990-06-13,1.2167,1990,6,13
1784,1990-06-12,1.2195,1990,6,12
1785,1990-06-11,1.2138,1990,6,11
1786,1990-06-08,1.2113,1990,6,8
1787,1990-06-07,1.2136,1990,6,7
1788,1990-06-06,1.217,1990,6,6
1789,1990-06-05,1.2188,1990,6,5
1790,1990-06-04,1.2167,1990,6,4
1791,1990-06-01,1.2096,1990,6,1
1792,1990-05-31,1.2117,1990,5,31
1793,1990-05-30,1.2201,1990,5,30
1794,1990-05-29,1.227,1990,5,29
1795,1990-05-28,1.2241,1990,5,28
1796,1990-05-25,1.2211,1990,5,25
1797,1990-05-24,1.2192,1990,5,24
1798,1990-05-23,1.2253,1990,5,23
1799,1990-05-22,1.2283,1990,5,22
1800,1990-05-21,1.2329,1990,5,21
1801,1990-05-18,1.2416,1990,5,18
1802,1990-05-17,1.2416,1990,5,17
1803,1990-05-16,1.2417,1990,5,16
1804,1990-05-15,1.2418,1990,5,15
1805,1990-05-14,1.2448,1990,5,14
1806,1990-05-11,1.2458,1990,5,11
1807,1990-05-10,1.2526,1990,5,10
1808,1990-05-09,1.2495,1990,5,9
1809,1990-05-08,1.2354,1990,5,8
1810,1990-05-07,1.2365,1990,5,7
1811,1990-05-04,1.2296,1990,5,4
1812,1990-05-03,1.217,1990,5,3
1813,1990-05-02,1.2155,1990,5,2
1814,1990-05-01,1.2184,1990,5,1
1815,1990-04-30,1.2188,1990,4,30
1816,1990-04-27,1.2186,1990,4,27
1817,1990-04-26,1.2176,1990,4,26
1818,1990-04-25,1.219,1990,4,25
1819,1990-04-24,1.2056,1990,4,24
1820,1990-04-23,1.2047,1990,4,23
1821,1990-04-20,1.2119,1990,4,20
1822,1990-04-19,1.2167,1990,4,19
1823,1990-04-18,1.221,1990,4,18
1824,1990-04-17,1.2175,1990,4,17
1825,1990-04-16,1.2171,1990,4,16
1826,1990-04-13,1.221,1990,4,13
1827,1990-04-12,1.2218,1990,4,12
1828,1990-04-11,1.2222,1990,4,11
1829,1990-04-10,1.221,1990,4,10
1830,1990-04-09,1.2086,1990,4,9
1831,1990-04-06,1.2068,1990,4,6
1832,1990-04-05,1.2037,1990,4,5
1833,1990-04-04,1.2037,1990,4,4
1834,1990-04-03,1.205,1990,4,3
1835,1990-04-02,1.2018,1990,4,2
1836,1990-03-30,1.2065,1990,3,30
1837,1990-03-29,1.2073,1990,3,29
1838,1990-03-28,1.1959,1990,3,28
1839,1990-03-27,1.194,1990,3,27
1840,1990-03-26,1.1964,1990,3,26
1841,1990-03-23,1.1915,1990,3,23
1842,1990-03-22,1.1968,1990,3,22
1843,1990-03-21,1.1902,1990,3,21
1844,1990-03-20,1.1942,1990,3,20
