Date,Price,Open,High,Low
05/08/1995,1.3401,1.3324,1.3445,1.3324
05/05/1995,1.3310,1.3339,1.3383,1.3290
05/04/1995,1.3342,1.3328,1.3390,1.3295
05/03/1995,1.3328,1.3281,1.3350,1.3275
05/02/1995,1.3279,1.3214,1.3320,1.3199
05/01/1995,1.3209,1.3208,1.3240,1.3165
04/28/1995,1.3251,1.3300,1.3339,1.3170
04/27/1995,1.3300,1.3354,1.3404,1.3300
04/26/1995,1.3373,1.3374,1.3410,1.3240
04/25/1995,1.3374,1.3315,1.3455,1.3280
04/24/1995,1.3295,1.3402,1.3453,1.3294
04/21/1995,1.3312,1.3206,1.3312,1.3187
04/20/1995,1.3206,1.3294,1.3360,1.3165
04/19/1995,1.3294,1.3514,1.3530,1.3280
04/18/1995,1.3450,1.3453,1.3502,1.3400
04/17/1995,1.3430,1.3248,1.3445,1.3248
04/14/1995,1.3262,1.3310,1.3310,1.3243
04/13/1995,1.3293,1.3123,1.3300,1.3119
04/12/1995,1.3142,1.3124,1.3185,1.3090
04/11/1995,1.3144,1.3090,1.3170,1.3042
04/10/1995,1.3008,1.3352,1.3355,1.3008
04/07/1995,1.3352,1.3331,1.3394,1.3273
04/06/1995,1.3331,1.3278,1.3381,1.3256
04/05/1995,1.3278,1.3205,1.3326,1.3185
04/04/1995,1.3253,1.3320,1.3325,1.3157
04/03/1995,1.3300,1.3275,1.3331,1.3210
03/31/1995,1.3319,1.3030,1.3355,1.2995
03/30/1995,1.3019,1.3204,1.3232,1.2965
03/29/1995,1.3192,1.3156,1.3260,1.3135
03/28/1995,1.3161,1.3003,1.3161,1.2990
03/27/1995,1.2989,1.2907,1.3050,1.2905
03/24/1995,1.2907,1.2984,1.3011,1.2849
03/23/1995,1.2985,1.2960,1.3027,1.2950
03/22/1995,1.2970,1.2913,1.3000,1.2889
03/21/1995,1.2920,1.2943,1.3039,1.2880
03/20/1995,1.2949,1.3026,1.3060,1.2922
03/17/1995,1.3026,1.3068,1.3140,1.3005
03/16/1995,1.3073,1.3140,1.3210,1.3047
03/15/1995,1.3127,1.2930,1.3175,1.2930
03/14/1995,1.2943,1.2980,1.3019,1.2913
03/13/1995,1.2980,1.2915,1.3004,1.2915
03/10/1995,1.2917,1.3055,1.3106,1.2893
03/09/1995,1.3127,1.3142,1.3251,1.2977
03/08/1995,1.3133,1.3226,1.3358,1.3126
03/07/1995,1.3228,1.3120,1.3235,1.3068
03/06/1995,1.3127,1.3007,1.3224,1.3007
03/03/1995,1.3005,1.2888,1.3020,1.2787
03/02/1995,1.2902,1.2740,1.2923,1.2710
03/01/1995,1.2735,1.2716,1.2760,1.2690
02/28/1995,1.2713,1.2675,1.2754,1.2650
02/27/1995,1.2691,1.2750,1.2766,1.2670
02/24/1995,1.2739,1.2748,1.2790,1.2648
02/23/1995,1.2748,1.2717,1.2770,1.2669
02/22/1995,1.2724,1.2719,1.2763,1.2647
02/21/1995,1.2742,1.2702,1.2742,1.2637
02/20/1995,1.2745,1.2675,1.2755,1.2675
02/17/1995,1.2677,1.2627,1.2720,1.2613
02/16/1995,1.2619,1.2482,1.2635,1.2482
02/15/1995,1.2483,1.2502,1.2508,1.2449
02/14/1995,1.2497,1.2396,1.2510,1.2389
02/13/1995,1.2400,1.2422,1.2437,1.2389
02/10/1995,1.2417,1.2350,1.2425,1.2323
02/09/1995,1.2348,1.2341,1.2368,1.2317
02/08/1995,1.2327,1.2290,1.2345,1.2290
02/07/1995,1.2297,1.2348,1.2348,1.2280
02/06/1995,1.2328,1.2334,1.2345,1.2290
02/03/1995,1.2345,1.2431,1.2438,1.2310
02/02/1995,1.2432,1.2438,1.2453,1.2415
02/01/1995,1.2435,1.2395,1.2448,1.2377
01/31/1995,1.2394,1.2539,1.2539,1.2375
01/30/1995,1.2538,1.2460,1.2569,1.2460
01/27/1995,1.2461,1.2455,1.2502,1.2435
01/26/1995,1.2455,1.2480,1.2505,1.2450
01/25/1995,1.2470,1.2521,1.2567,1.2440
01/24/1995,1.2510,1.2495,1.2532,1.2489
01/23/1995,1.2492,1.2498,1.2536,1.2473
01/20/1995,1.2501,1.2470,1.2531,1.2466
01/19/1995,1.2472,1.2342,1.2505,1.2331
01/18/1995,1.2339,1.2343,1.2405,1.2320
01/17/1995,1.2343,1.2372,1.2390,1.2319
01/16/1995,1.2372,1.2346,1.2397,1.2320
01/13/1995,1.2346,1.2380,1.2393,1.2295
01/12/1995,1.2380,1.2326,1.2400,1.2300
01/11/1995,1.2327,1.2336,1.2356,1.2307
01/10/1995,1.2348,1.2340,1.2365,1.2289
01/09/1995,1.2345,1.2184,1.2390,1.2165
01/06/1995,1.2170,1.2263,1.2278,1.2159
01/05/1995,1.2268,1.2208,1.2285,1.2208
01/04/1995,1.2211,1.2215,1.2237,1.2185
01/03/1995,1.2226,1.2195,1.2259,1.2193
01/02/1995,1.2190,1.2269,1.2275,1.2190
12/30/1994,1.2269,1.2236,1.2275,1.2223
12/29/1994,1.2236,1.2253,1.2282,1.2160
12/28/1994,1.2113,1.2065,1.2125,1.2042
12/27/1994,1.2067,1.2047,1.2072,1.2041
12/26/1994,1.2045,1.2045,1.2045,1.2045
12/23/1994,1.2045,1.2090,1.2092,1.2045
12/22/1994,1.2087,1.2041,1.2103,1.2025
12/21/1994,1.2064,1.2136,1.2140,1.2054
12/20/1994,1.2133,1.2118,1.2140,1.2105
12/19/1994,1.2114,1.2100,1.2120,1.2088
12/16/1994,1.2122,1.2134,1.2146,1.2122
12/15/1994,1.2137,1.2144,1.2146,1.2105
12/14/1994,1.2142,1.2112,1.2145,1.2110
12/13/1994,1.2123,1.2124,1.2150,1.2089
12/12/1994,1.2120,1.2120,1.2140,1.2073
12/09/1994,1.2109,1.2085,1.2120,1.2059
12/08/1994,1.2110,1.2171,1.2192,1.2085
12/07/1994,1.2167,1.2134,1.2185,1.2120
12/06/1994,1.2134,1.2135,1.2171,1.2115
12/05/1994,1.2127,1.2092,1.2141,1.2085
12/02/1994,1.2082,1.2131,1.2135,1.2075
12/01/1994,1.2135,1.2152,1.2180,1.2110
11/30/1994,1.2154,1.2149,1.2174,1.2110
11/29/1994,1.2144,1.2167,1.2222,1.2140
11/28/1994,1.2163,1.2205,1.2210,1.2155
11/25/1994,1.2218,1.2232,1.2251,1.2203
11/24/1994,1.2219,1.2228,1.2264,1.2207
11/23/1994,1.2264,1.2261,1.2303,1.2243
11/22/1994,1.2249,1.2241,1.2285,1.2220
11/21/1994,1.2238,1.2242,1.2260,1.2185
11/18/1994,1.2250,1.2265,1.2290,1.2205
11/17/1994,1.2288,1.2284,1.2323,1.2282
11/16/1994,1.2281,1.2252,1.2300,1.2223
11/15/1994,1.2305,1.2328,1.2365,1.2305
11/14/1994,1.2328,1.2435,1.2435,1.2315
11/11/1994,1.2437,1.2454,1.2470,1.2426
11/10/1994,1.2440,1.2453,1.2475,1.2380
11/09/1994,1.2452,1.2603,1.2640,1.2417
11/08/1994,1.2594,1.2570,1.2623,1.2555
11/07/1994,1.2547,1.2579,1.2589,1.2530
11/04/1994,1.2563,1.2546,1.2580,1.2471
11/03/1994,1.2543,1.2576,1.2600,1.2490
11/02/1994,1.2572,1.2744,1.2763,1.2560
11/01/1994,1.2730,1.2685,1.2748,1.2679
10/31/1994,1.2679,1.2606,1.2690,1.2605
10/28/1994,1.2612,1.2724,1.2765,1.2563
10/27/1994,1.2735,1.2773,1.2777,1.2715
10/26/1994,1.2777,1.2732,1.2785,1.2690
10/25/1994,1.2717,1.2776,1.2812,1.2712
10/24/1994,1.2740,1.2672,1.2747,1.2671
10/21/1994,1.2687,1.2762,1.2771,1.2683
10/20/1994,1.2750,1.2702,1.2750,1.2665
10/19/1994,1.2688,1.2678,1.2730,1.2657
10/18/1994,1.2687,1.2675,1.2707,1.2655
10/17/1994,1.2692,1.2517,1.2748,1.2517
10/14/1994,1.2534,1.2498,1.2558,1.2495
10/13/1994,1.2477,1.2390,1.2479,1.2345
10/12/1994,1.2390,1.2350,1.2390,1.2342
10/11/1994,1.2356,1.2354,1.2400,1.2332
10/10/1994,1.2425,1.2403,1.2425,1.2370
10/07/1994,1.2358,1.2380,1.2449,1.2330
10/06/1994,1.2380,1.2372,1.2401,1.2367
10/05/1994,1.2372,1.2366,1.2411,1.2356
10/04/1994,1.2366,1.2319,1.2367,1.2315
10/03/1994,1.2313,1.2324,1.2345,1.2260
09/30/1994,1.2324,1.2351,1.2365,1.2300
09/29/1994,1.2344,1.2323,1.2370,1.2315
09/28/1994,1.2309,1.2386,1.2402,1.2300
09/27/1994,1.2386,1.2308,1.2394,1.2300
09/26/1994,1.2292,1.2309,1.2311,1.2266
09/23/1994,1.2331,1.2334,1.2383,1.2320
09/22/1994,1.2336,1.2332,1.2346,1.2315
09/21/1994,1.2336,1.2310,1.2372,1.2310
09/20/1994,1.2310,1.2304,1.2331,1.2247
09/19/1994,1.2315,1.2349,1.2365,1.2265
09/16/1994,1.2395,1.2319,1.2440,1.2292
09/15/1994,1.2302,1.2344,1.2348,1.2295
09/14/1994,1.2364,1.2335,1.2406,1.2335
09/13/1994,1.2332,1.2359,1.2380,1.2290
09/12/1994,1.2348,1.2393,1.2415,1.2335
09/09/1994,1.2383,1.2235,1.2410,1.2198
09/08/1994,1.2243,1.2270,1.2310,1.2210
09/07/1994,1.2276,1.2330,1.2333,1.2250
09/06/1994,1.2330,1.2284,1.2370,1.2267
09/05/1994,1.2278,1.2273,1.2305,1.2250
09/02/1994,1.2270,1.2141,1.2275,1.2071
09/01/1994,1.2130,1.2074,1.2151,1.2069
08/31/1994,1.2069,1.2111,1.2124,1.2054
08/30/1994,1.2099,1.2081,1.2122,1.2037
08/29/1994,1.2097,1.2096,1.2121,1.1980
08/26/1994,1.2096,1.2347,1.2352,1.2050
08/25/1994,1.2345,1.2318,1.2353,1.2290
08/24/1994,1.2320,1.2415,1.2423,1.2310
08/23/1994,1.2409,1.2435,1.2452,1.2349
08/22/1994,1.2437,1.2350,1.2447,1.2345
08/19/1994,1.2340,1.2312,1.2373,1.2308
08/18/1994,1.2295,1.2253,1.2320,1.2227
08/17/1994,1.2248,1.2180,1.2248,1.2150
08/16/1994,1.2208,1.2240,1.2310,1.2190
08/15/1994,1.2240,1.2240,1.2266,1.2226
08/12/1994,1.2227,1.2201,1.2272,1.2185
08/11/1994,1.2216,1.2048,1.2240,1.2005
08/10/1994,1.2058,1.2090,1.2139,1.2054
08/09/1994,1.2083,1.2080,1.2092,1.2037
08/08/1994,1.2079,1.2117,1.2123,1.2058
08/05/1994,1.2093,1.2032,1.2113,1.2001
08/04/1994,1.2032,1.2155,1.2166,1.2024
08/03/1994,1.2040,1.2083,1.2119,1.2040
08/02/1994,1.2092,1.2118,1.2125,1.2060
08/01/1994,1.2102,1.2062,1.2172,1.2062
07/29/1994,1.2086,1.2024,1.2091,1.1980
07/28/1994,1.2000,1.2125,1.2195,1.1995
07/27/1994,1.2135,1.2080,1.2150,1.2057
07/26/1994,1.2075,1.2039,1.2077,1.2005
07/25/1994,1.2039,1.2020,1.2096,1.1990
07/22/1994,1.1990,1.2042,1.2045,1.1950
07/21/1994,1.2022,1.2228,1.2273,1.2000
07/20/1994,1.2210,1.2170,1.2255,1.2117
07/19/1994,1.2170,1.2331,1.2332,1.2160
07/18/1994,1.2322,1.2350,1.2395,1.2312
07/15/1994,1.2286,1.2300,1.2333,1.2245
07/14/1994,1.2300,1.2407,1.2439,1.2300
07/13/1994,1.2403,1.2454,1.2523,1.2390
07/12/1994,1.2485,1.2480,1.2573,1.2457
07/11/1994,1.2491,1.2260,1.2510,1.2246
07/08/1994,1.2106,1.2162,1.2166,1.2102
07/07/1994,1.2148,1.2105,1.2160,1.2071
07/06/1994,1.2197,1.2124,1.2197,1.2079
07/05/1994,1.2109,1.1983,1.2109,1.1979
07/04/1994,1.1974,1.1976,1.1999,1.1936
07/01/1994,1.1982,1.2060,1.2064,1.1909
06/30/1994,1.2052,1.2058,1.2075,1.1974
06/29/1994,1.2060,1.2158,1.2176,1.2052
06/28/1994,1.2135,1.2095,1.2143,1.2047
06/27/1994,1.2094,1.2138,1.2185,1.2090
06/24/1994,1.2098,1.2027,1.2121,1.1912
06/23/1994,1.1960,1.1947,1.1996,1.1916
06/22/1994,1.1947,1.2040,1.2040,1.1920
06/21/1994,1.2040,1.1990,1.2068,1.1935
06/20/1994,1.1997,1.1927,1.2014,1.1897
06/17/1994,1.1927,1.1788,1.1944,1.1727
06/16/1994,1.1750,1.1770,1.1825,1.1750
06/15/1994,1.1772,1.1706,1.1787,1.1697
06/14/1994,1.1713,1.1723,1.1742,1.1700
06/13/1994,1.1723,1.1595,1.1732,1.1595
06/10/1994,1.1589,1.1573,1.1605,1.1557
06/09/1994,1.1573,1.1565,1.1585,1.1530
06/08/1994,1.1572,1.1587,1.1598,1.1539
06/07/1994,1.1575,1.1553,1.1594,1.1532
06/06/1994,1.1553,1.1551,1.1576,1.1521
06/03/1994,1.1540,1.1654,1.1657,1.1535
06/02/1994,1.1654,1.1704,1.1713,1.1635
06/01/1994,1.1696,1.1700,1.1733,1.1677
05/31/1994,1.1708,1.1712,1.1738,1.1675
05/30/1994,1.1698,1.1705,1.1713,1.1698
05/27/1994,1.1717,1.1677,1.1717,1.1652
05/26/1994,1.1680,1.1710,1.1738,1.1670
05/25/1994,1.1710,1.1650,1.1720,1.1639
05/24/1994,1.1650,1.1707,1.1712,1.1640
05/23/1994,1.1715,1.1700,1.1740,1.1660
05/20/1994,1.1699,1.1634,1.1720,1.1622
05/19/1994,1.1626,1.1645,1.1669,1.1620
05/18/1994,1.1645,1.1535,1.1655,1.1516
05/17/1994,1.1535,1.1519,1.1608,1.1515
05/16/1994,1.1524,1.1552,1.1552,1.1483
05/13/1994,1.1545,1.1571,1.1592,1.1503
05/12/1994,1.1559,1.1543,1.1575,1.1506
05/11/1994,1.1543,1.1524,1.1571,1.1465
05/10/1994,1.1524,1.1647,1.1647,1.1496
05/09/1994,1.1645,1.1570,1.1656,1.1565
05/06/1994,1.1582,1.1532,1.1596,1.1506
05/05/1994,1.1555,1.1627,1.1639,1.1500
05/04/1994,1.1640,1.1753,1.1794,1.1579
05/03/1994,1.1765,1.1700,1.1776,1.1666
05/02/1994,1.1710,1.1664,1.1726,1.1651
04/29/1994,1.1679,1.1622,1.1742,1.1585
04/28/1994,1.1618,1.1538,1.1622,1.1518
04/27/1994,1.1563,1.1529,1.1569,1.1498
04/26/1994,1.1528,1.1468,1.1536,1.1443
04/25/1994,1.1484,1.1472,1.1502,1.1453
04/22/1994,1.1432,1.1445,1.1449,1.1388
04/21/1994,1.1445,1.1434,1.1469,1.1417
04/20/1994,1.1430,1.1349,1.1446,1.1341
04/19/1994,1.1361,1.1328,1.1380,1.1301
04/18/1994,1.1310,1.1301,1.1326,1.1233
04/15/1994,1.1293,1.1315,1.1317,1.1265
04/14/1994,1.1315,1.1319,1.1336,1.1276
04/13/1994,1.1325,1.1286,1.1331,1.1261
04/12/1994,1.1285,1.1305,1.1306,1.1235
04/11/1994,1.1305,1.1334,1.1348,1.1286
04/08/1994,1.1298,1.1279,1.1325,1.1269
04/07/1994,1.1280,1.1275,1.1316,1.1246
04/06/1994,1.1275,1.1269,1.1294,1.1248
04/05/1994,1.1260,1.1365,1.1408,1.1241
04/04/1994,1.1375,1.1351,1.1402,1.1336
04/01/1994,1.1368,1.1507,1.1513,1.1368
03/31/1994,1.1517,1.1494,1.1595,1.1494
03/30/1994,1.1505,1.1499,1.1525,1.1459
03/29/1994,1.1507,1.1532,1.1578,1.1482
03/28/1994,1.1531,1.1539,1.1556,1.1492
03/25/1994,1.1545,1.1544,1.1588,1.1508
03/24/1994,1.1545,1.1467,1.1550,1.1447
03/23/1994,1.1466,1.1429,1.1471,1.1400
03/22/1994,1.1412,1.1416,1.1475,1.1395
03/21/1994,1.1404,1.1351,1.1410,1.1325
03/18/1994,1.1380,1.1429,1.1431,1.1362
03/17/1994,1.1427,1.1430,1.1505,1.1414
03/16/1994,1.1434,1.1389,1.1443,1.1377
03/15/1994,1.1389,1.1434,1.1434,1.1370
03/14/1994,1.1432,1.1470,1.1470,1.1418
03/11/1994,1.1470,1.1479,1.1533,1.1445
03/10/1994,1.1475,1.1380,1.1525,1.1330
03/09/1994,1.1337,1.1284,1.1338,1.1271
03/08/1994,1.1282,1.1264,1.1300,1.1245
03/07/1994,1.1267,1.1240,1.1290,1.1225
03/04/1994,1.1257,1.1304,1.1307,1.1245
03/03/1994,1.1300,1.1334,1.1334,1.1280
03/02/1994,1.1336,1.1296,1.1398,1.1277
03/01/1994,1.1300,1.1330,1.1387,1.1265
02/28/1994,1.1332,1.1329,1.1363,1.1272
02/25/1994,1.1315,1.1284,1.1360,1.1237
02/24/1994,1.1274,1.1210,1.1290,1.1155
02/23/1994,1.1210,1.1235,1.1242,1.1190
02/22/1994,1.1243,1.1209,1.1245,1.1181
02/21/1994,1.1191,1.1307,1.1307,1.1191
02/18/1994,1.1290,1.1235,1.1300,1.1235
02/17/1994,1.1242,1.1231,1.1242,1.1176
02/16/1994,1.1233,1.1199,1.1262,1.1173
02/15/1994,1.1188,1.1137,1.1251,1.1134
02/14/1994,1.1223,1.1079,1.1252,1.1056
02/11/1994,1.1060,1.1084,1.1098,1.1040
02/10/1994,1.1073,1.1056,1.1090,1.1022
02/09/1994,1.1105,1.1079,1.1115,1.1072
02/08/1994,1.1031,1.1074,1.1082,1.1010
02/07/1994,1.1066,1.1048,1.1087,1.1040
02/04/1994,1.1067,1.1164,1.1229,1.1035
02/03/1994,1.1162,1.1212,1.1244,1.1137
02/02/1994,1.1206,1.1224,1.1230,1.1190
02/01/1994,1.1227,1.1212,1.1265,1.1182
01/31/1994,1.1210,1.1154,1.1225,1.1131
01/28/1994,1.1151,1.1232,1.1270,1.1145
01/27/1994,1.1230,1.1149,1.1245,1.1112
01/26/1994,1.1140,1.1125,1.1162,1.1125
01/25/1994,1.1118,1.1109,1.1118,1.1080
01/24/1994,1.1098,1.1075,1.1111,1.1070
01/21/1994,1.1087,1.1159,1.1175,1.1080
01/20/1994,1.1157,1.1112,1.1190,1.1077
01/19/1994,1.1112,1.1124,1.1141,1.1105
01/18/1994,1.1120,1.1094,1.1130,1.1071
01/17/1994,1.1068,1.1071,1.1090,1.1062
01/14/1994,1.1087,1.1104,1.1104,1.1047
01/13/1994,1.1092,1.1180,1.1189,1.1075
01/12/1994,1.1179,1.1129,1.1188,1.1125
01/11/1994,1.1126,1.1159,1.1180,1.1115
01/10/1994,1.1158,1.1217,1.1228,1.1150
01/07/1994,1.1220,1.1130,1.1222,1.1117
01/06/1994,1.1128,1.1164,1.1191,1.1122
01/05/1994,1.1159,1.1183,1.1192,1.1147
01/04/1994,1.1177,1.1122,1.1182,1.1107
01/03/1994,1.1117,1.1130,1.1172,1.1110
12/31/1993,1.1130,1.1164,1.1172,1.1130
12/30/1993,1.1163,1.1199,1.1230,1.1149
12/29/1993,1.1197,1.1365,1.1365,1.1182
12/28/1993,1.1371,1.1353,1.1376,1.1341
12/27/1993,1.1362,1.1372,1.1385,1.1327
12/24/1993,1.1410,1.1406,1.1413,1.1376
12/23/1993,1.1410,1.1354,1.1428,1.1350
12/22/1993,1.1344,1.1319,1.1380,1.1319
12/21/1993,1.1327,1.1294,1.1346,1.1285
12/20/1993,1.1287,1.1282,1.1306,1.1262
12/17/1993,1.1294,1.1287,1.1330,1.1283
12/16/1993,1.1286,1.1252,1.1310,1.1235
12/15/1993,1.1248,1.1265,1.1272,1.1229
12/14/1993,1.1269,1.1296,1.1310,1.1245
12/13/1993,1.1301,1.1365,1.1388,1.1285
12/10/1993,1.1365,1.1334,1.1385,1.1323
12/09/1993,1.1313,1.1315,1.1330,1.1287
12/08/1993,1.1315,1.1309,1.1349,1.1275
12/07/1993,1.1315,1.1350,1.1351,1.1300
12/06/1993,1.1340,1.1195,1.1352,1.1195
12/03/1993,1.1195,1.1163,1.1222,1.1135
12/02/1993,1.1160,1.1162,1.1193,1.1140
12/01/1993,1.1157,1.1197,1.1215,1.1150
11/30/1993,1.1205,1.1262,1.1262,1.1185
11/29/1993,1.1256,1.1218,1.1263,1.1191
11/26/1993,1.1220,1.1245,1.1260,1.1212
11/25/1993,1.1244,1.1283,1.1283,1.1244
11/24/1993,1.1274,1.1250,1.1316,1.1250
11/23/1993,1.1265,1.1253,1.1294,1.1200
11/22/1993,1.1260,1.1206,1.1283,1.1182
11/19/1993,1.1201,1.1236,1.1238,1.1184
11/18/1993,1.1229,1.1283,1.1283,1.1200
11/17/1993,1.1283,1.1255,1.1311,1.1225
11/16/1993,1.1269,1.1319,1.1337,1.1238
11/15/1993,1.1329,1.1366,1.1393,1.1308
11/12/1993,1.1373,1.1303,1.1392,1.1265
11/11/1993,1.1302,1.1345,1.1350,1.1298
11/10/1993,1.1340,1.1317,1.1340,1.1267
11/09/1993,1.1305,1.1360,1.1384,1.1274
11/08/1993,1.1365,1.1342,1.1393,1.1325
11/05/1993,1.1333,1.1322,1.1373,1.1255
11/04/1993,1.1322,1.1348,1.1365,1.1290
11/03/1993,1.1330,1.1265,1.1348,1.1260
11/02/1993,1.1290,1.1285,1.1337,1.1270
11/01/1993,1.1290,1.1326,1.1345,1.1265
10/29/1993,1.1330,1.1433,1.1450,1.1330
10/28/1993,1.1415,1.1385,1.1450,1.1302
10/27/1993,1.1381,1.1384,1.1439,1.1365
10/26/1993,1.1400,1.1350,1.1417,1.1340
10/25/1993,1.1358,1.1411,1.1480,1.1349
10/22/1993,1.1398,1.1398,1.1465,1.1387
10/21/1993,1.1433,1.1580,1.1595,1.1422
10/20/1993,1.1580,1.1557,1.1614,1.1510
10/19/1993,1.1558,1.1535,1.1595,1.1535
10/18/1993,1.1562,1.1673,1.1673,1.1542
10/15/1993,1.1692,1.1707,1.1732,1.1684
10/14/1993,1.1707,1.1801,1.1829,1.1698
10/13/1993,1.1810,1.1851,1.1883,1.1771
10/12/1993,1.1860,1.1785,1.1886,1.1784
10/11/1993,1.1773,1.1787,1.1821,1.1773
10/08/1993,1.1772,1.1652,1.1803,1.1629
10/07/1993,1.1652,1.1691,1.1700,1.1627
10/06/1993,1.1679,1.1663,1.1712,1.1627
10/05/1993,1.1669,1.1690,1.1755,1.1650
10/04/1993,1.1698,1.1639,1.1720,1.1487
10/01/1993,1.1633,1.1618,1.1664,1.1547
09/30/1993,1.1618,1.1778,1.1778,1.1603
09/29/1993,1.1778,1.1767,1.1823,1.1749
09/28/1993,1.1773,1.1690,1.1780,1.1645
09/27/1993,1.1688,1.1678,1.1710,1.1650
09/24/1993,1.1629,1.1575,1.1630,1.1512
09/23/1993,1.1607,1.1681,1.1704,1.1578
09/22/1993,1.1670,1.1767,1.1767,1.1613
09/21/1993,1.1769,1.1818,1.1869,1.1723
09/20/1993,1.1824,1.1762,1.1824,1.1732
09/17/1993,1.1779,1.1860,1.1860,1.1750
09/16/1993,1.1852,1.1910,1.1969,1.1803
09/15/1993,1.1909,1.1829,1.1989,1.1814
09/14/1993,1.1831,1.1840,1.1871,1.1784
09/13/1993,1.1867,1.1855,1.1927,1.1810
09/10/1993,1.1865,1.1795,1.1890,1.1792
09/09/1993,1.1810,1.1692,1.1840,1.1672
09/08/1993,1.1707,1.1723,1.1735,1.1658
09/07/1993,1.1713,1.1707,1.1793,1.1662
09/06/1993,1.1747,1.1650,1.1759,1.1635
09/03/1993,1.1650,1.1508,1.1650,1.1469
09/02/1993,1.1515,1.1445,1.1533,1.1437
09/01/1993,1.1453,1.1378,1.1490,1.1357
08/31/1993,1.1380,1.1388,1.1443,1.1350
08/30/1993,1.1380,1.1408,1.1420,1.1360
08/27/1993,1.1425,1.1410,1.1435,1.1375
08/26/1993,1.1412,1.1323,1.1445,1.1302
08/25/1993,1.1333,1.1387,1.1410,1.1277
08/24/1993,1.1393,1.1346,1.1406,1.1324
08/23/1993,1.1358,1.1412,1.1436,1.1320
08/20/1993,1.1420,1.1324,1.1435,1.1285
08/19/1993,1.1324,1.1341,1.1401,1.1280
08/18/1993,1.1354,1.1253,1.1370,1.1245
08/17/1993,1.1262,1.1277,1.1301,1.1225
08/16/1993,1.1271,1.1125,1.1294,1.1117
08/13/1993,1.1107,1.1112,1.1145,1.1077
08/12/1993,1.1120,1.1110,1.1166,1.1066
08/11/1993,1.1113,1.1098,1.1173,1.1070
08/10/1993,1.1092,1.1190,1.1196,1.1070
08/09/1993,1.1202,1.1262,1.1295,1.1182
08/06/1993,1.1270,1.1205,1.1310,1.1177
08/05/1993,1.1208,1.1233,1.1242,1.1162
08/04/1993,1.1255,1.1178,1.1275,1.1165
08/03/1993,1.1173,1.1065,1.1249,1.1025
08/02/1993,1.1107,1.0945,1.1107,1.0817
07/30/1993,1.0935,1.1152,1.1178,1.0870
07/29/1993,1.1142,1.1304,1.1327,1.1118
07/28/1993,1.1302,1.1245,1.1311,1.1237
07/27/1993,1.1244,1.1269,1.1294,1.1240
07/26/1993,1.1265,1.1300,1.1307,1.1237
07/23/1993,1.1282,1.1402,1.1402,1.1277
07/22/1993,1.1402,1.1436,1.1437,1.1332
07/21/1993,1.1463,1.1436,1.1492,1.1422
07/20/1993,1.1458,1.1403,1.1458,1.1366
07/19/1993,1.1400,1.1330,1.1421,1.1326
07/16/1993,1.1320,1.1306,1.1325,1.1215
07/15/1993,1.1307,1.1357,1.1383,1.1277
07/14/1993,1.1363,1.1353,1.1370,1.1276
07/13/1993,1.1361,1.1274,1.1373,1.1262
07/12/1993,1.1274,1.1330,1.1357,1.1247
07/09/1993,1.1331,1.1490,1.1490,1.1320
07/08/1993,1.1477,1.1475,1.1515,1.1420
07/07/1993,1.1475,1.1488,1.1536,1.1447
07/06/1993,1.1486,1.1540,1.1546,1.1466
07/05/1993,1.1540,1.1542,1.1552,1.1508
07/02/1993,1.1540,1.1567,1.1630,1.1501
07/01/1993,1.1571,1.1471,1.1571,1.1425
06/30/1993,1.1471,1.1540,1.1610,1.1450
06/29/1993,1.1606,1.1540,1.1612,1.1511
06/28/1993,1.1550,1.1476,1.1560,1.1416
06/25/1993,1.1467,1.1455,1.1547,1.1450
06/24/1993,1.1476,1.1579,1.1593,1.1430
06/23/1993,1.1578,1.1558,1.1593,1.1490
06/22/1993,1.1550,1.1612,1.1636,1.1530
06/21/1993,1.1612,1.1651,1.1657,1.1565
06/18/1993,1.1663,1.1812,1.1833,1.1626
06/17/1993,1.1806,1.1805,1.1853,1.1776
06/16/1993,1.1810,1.1892,1.1911,1.1778
06/15/1993,1.1884,1.2016,1.2058,1.1859
06/14/1993,1.2012,1.2009,1.2073,1.2000
06/11/1993,1.2009,1.2012,1.2075,1.1980
06/10/1993,1.2011,1.1959,1.2011,1.1920
06/09/1993,1.1962,1.2031,1.2041,1.1927
06/08/1993,1.2027,1.2060,1.2086,1.2010
06/07/1993,1.2060,1.2002,1.2072,1.1990
06/04/1993,1.1999,1.2225,1.2230,1.1980
06/03/1993,1.2225,1.2205,1.2225,1.2165
06/02/1993,1.2203,1.2299,1.2304,1.2187
06/01/1993,1.2300,1.2278,1.2311,1.2214
05/31/1993,1.2241,1.2239,1.2254,1.2235
05/28/1993,1.2295,1.2180,1.2301,1.2152
05/27/1993,1.2180,1.2025,1.2185,1.1990
05/26/1993,1.2028,1.2025,1.2064,1.1990
05/25/1993,1.2021,1.1980,1.2054,1.1940
05/24/1993,1.1978,1.2032,1.2053,1.1935
05/21/1993,1.2057,1.2106,1.2125,1.2017
05/20/1993,1.2107,1.2053,1.2162,1.2045
05/19/1993,1.2059,1.2049,1.2123,1.2016
05/18/1993,1.2058,1.2095,1.2103,1.1997
05/17/1993,1.2105,1.2144,1.2183,1.2079
05/14/1993,1.2178,1.2067,1.2191,1.2058
05/13/1993,1.2067,1.2144,1.2148,1.2039
